receipt_id,receipt_number,po_id,receipt_date,quantity_received,warehouse_id,quality_check_passed,notes
GR-00000937,GR-00000937,PO-00000788,2025-05-10,75,WH-002,1,
GR-00000938,GR-00000938,PO-00000790,2024-11-20,75,WH-001,1,
GR-00000939,GR-00000939,PO-00000791,2023-11-05,50,WH-003,1,
GR-00000940,GR-00000940,PO-00000793,2024-06-25,75,WH-001,1,
GR-00000941,GR-00000941,PO-00000794,2024-11-25,10,WH-001,1,
GR-00000942,GR-00000942,PO-00000795,2024-12-11,8,WH-002,1,
GR-00000943,GR-00000943,PO-00000795,2024-12-11,11,WH-001,1,
GR-00000944,GR-00000944,PO-00000795,2024-12-11,56,WH-001,1,
GR-00000945,GR-00000945,PO-00000796,2023-11-10,27,WH-001,1,
GR-00000946,GR-00000946,PO-00000796,2023-11-11,123,WH-001,1,
GR-00000947,GR-00000947,PO-00000797,2024-03-25,8,WH-001,1,
GR-00000948,GR-00000948,PO-00000797,2024-03-28,1,WH-002,1,
GR-00000949,GR-00000949,PO-00000797,2024-03-30,11,WH-002,1,
GR-00000950,GR-00000950,PO-00000798,2024-10-13,10,WH-002,1,
GR-00000951,GR-00000951,PO-00000799,2023-08-05,150,WH-003,1,
GR-00000952,GR-00000952,PO-00000800,2024-09-05,20,WH-002,1,
GR-00000953,GR-00000953,PO-00000801,2024-03-19,11,WH-001,1,
GR-00000954,GR-00000954,PO-00000801,2024-03-20,34,WH-003,1,
GR-00000955,GR-00000955,PO-00000801,2024-03-21,55,WH-003,1,
GR-00000956,GR-00000956,PO-00000802,2023-12-30,12,WH-001,1,
GR-00000957,GR-00000957,PO-00000802,2023-12-27,63,WH-003,1,
GR-00000958,GR-00000958,PO-00000805,2025-05-01,50,WH-002,1,
GR-00000959,GR-00000959,PO-00000805,2025-04-30,50,WH-001,1,
GR-00000960,GR-00000960,PO-00000806,2024-10-10,100,WH-003,1,
GR-00000961,GR-00000961,PO-00000807,2024-06-11,20,WH-003,1,
GR-00000962,GR-00000962,PO-00000808,2023-10-03,25,WH-003,1,
GR-00000963,GR-00000963,PO-00000809,2025-01-18,25,WH-002,1,
GR-00000964,GR-00000964,PO-00000810,2024-03-09,4,WH-001,1,
GR-00000965,GR-00000965,PO-00000810,2024-03-07,16,WH-002,1,
GR-00000966,GR-00000966,PO-00000812,2024-02-21,200,WH-003,1,
GR-00000967,GR-00000967,PO-00000813,2024-09-20,44,WH-002,1,
GR-00000968,GR-00000968,PO-00000813,2024-09-23,37,WH-003,1,
GR-00000969,GR-00000969,PO-00000813,2024-09-19,119,WH-003,1,
GR-00000970,GR-00000970,PO-00000814,2024-09-04,150,WH-001,1,
GR-00000971,GR-00000971,PO-00000815,2024-03-09,28,WH-002,1,
GR-00000972,GR-00000972,PO-00000815,2024-03-14,122,WH-001,1,
GR-00000973,GR-00000973,PO-00000816,2024-04-03,3,WH-001,1,
GR-00000974,GR-00000974,PO-00000816,2024-04-02,6,WH-003,0,
GR-00000975,GR-00000975,PO-00000816,2024-03-31,91,WH-001,1,
GR-00000976,GR-00000976,PO-00000817,2025-03-24,100,WH-002,1,
GR-00000977,GR-00000977,PO-00000818,2024-10-11,10,WH-003,1,
GR-00000978,GR-00000978,PO-00000819,2025-02-23,10,WH-002,1,
GR-00000979,GR-00000979,PO-00000820,2023-10-11,20,WH-003,1,
GR-00000980,GR-00000980,PO-00000821,2023-12-10,16,WH-001,1,
GR-00000981,GR-00000981,PO-00000821,2023-12-11,22,WH-002,1,
GR-00000982,GR-00000982,PO-00000821,2023-12-13,162,WH-003,1,
GR-00000983,GR-00000983,PO-00000822,2024-12-24,100,WH-001,1,
GR-00000984,GR-00000984,PO-00000823,2024-07-24,5,WH-003,1,
GR-00000985,GR-00000985,PO-00000823,2024-07-26,5,WH-001,0,
GR-00000986,GR-00000986,PO-00000825,2024-12-16,25,WH-002,1,
GR-00000987,GR-00000987,PO-00000826,2024-08-28,150,WH-003,1,
GR-00000988,GR-00000988,PO-00000827,2024-09-26,23,WH-003,1,
GR-00000989,GR-00000989,PO-00000827,2024-09-25,52,WH-003,1,
GR-00000990,GR-00000990,PO-00000828,2025-05-28,50,WH-001,1,
GR-00000991,GR-00000991,PO-00000830,2025-01-03,20,WH-001,1,
GR-00000992,GR-00000992,PO-00000831,2024-01-15,100,WH-002,1,
GR-00000993,GR-00000993,PO-00000833,2024-01-28,25,WH-002,1,
GR-00000994,GR-00000994,PO-00000834,2024-06-02,20,WH-001,1,
GR-00000995,GR-00000995,PO-00000836,2025-01-28,200,WH-002,1,
GR-00000996,GR-00000996,PO-00000837,2024-07-27,20,WH-001,1,
GR-00000997,GR-00000997,PO-00000838,2024-11-28,5,WH-002,1,
GR-00000998,GR-00000998,PO-00000838,2024-11-27,5,WH-003,1,
GR-00000999,GR-00000999,PO-00000839,2025-02-26,42,WH-003,1,
GR-00001000,GR-00001000,PO-00000839,2025-02-28,26,WH-003,1,
GR-00001001,GR-00001001,PO-00000839,2025-02-25,32,WH-003,1,
GR-00001002,GR-00001002,PO-00000840,2023-12-10,50,WH-003,1,
GR-00001003,GR-00001003,PO-00000841,2023-10-16,150,WH-001,1,
GR-00001004,GR-00001004,PO-00000842,2024-05-15,150,WH-001,1,
GR-00001005,GR-00001005,PO-00000843,2025-03-03,75,WH-002,0,
GR-00001006,GR-00001006,PO-00000844,2024-05-18,10,WH-001,1,
GR-00001007,GR-00001007,PO-00000845,2024-12-23,150,WH-003,1,
GR-00001008,GR-00001008,PO-00000846,2024-01-15,2,WH-001,1,
GR-00001009,GR-00001009,PO-00000846,2024-01-18,4,WH-001,1,
GR-00001010,GR-00001010,PO-00000846,2024-01-18,14,WH-002,1,
GR-00001011,GR-00001011,PO-00000847,2025-05-17,200,WH-003,1,
GR-00001012,GR-00001012,PO-00000848,2024-04-06,10,WH-001,1,
GR-00001013,GR-00001013,PO-00000848,2024-04-08,65,WH-002,1,
GR-00001014,GR-00001014,PO-00000849,2024-08-27,23,WH-002,1,
GR-00001015,GR-00001015,PO-00000849,2024-08-23,27,WH-001,1,
GR-00001016,GR-00001016,PO-00000850,2025-04-20,150,WH-002,1,
GR-00001017,GR-00001017,PO-00000851,2024-08-04,7,WH-002,1,
GR-00001018,GR-00001018,PO-00000851,2024-08-08,46,WH-002,1,
GR-00001019,GR-00001019,PO-00000851,2024-08-04,97,WH-002,1,
GR-00001020,GR-00001020,PO-00000852,2025-05-10,28,WH-002,1,
GR-00001021,GR-00001021,PO-00000852,2025-05-08,5,WH-002,1,
GR-00001022,GR-00001022,PO-00000852,2025-05-10,42,WH-002,1,
GR-00001023,GR-00001023,PO-00000854,2024-01-25,25,WH-003,1,
GR-00001024,GR-00001024,PO-00000855,2024-04-08,22,WH-001,1,
GR-00001025,GR-00001025,PO-00000855,2024-04-13,53,WH-001,1,
GR-00001026,GR-00001026,PO-00000856,2024-12-03,20,WH-002,1,
GR-00001027,GR-00001027,PO-00000857,2023-08-23,6,WH-003,1,
GR-00001028,GR-00001028,PO-00000857,2023-08-24,1,WH-002,1,
GR-00001029,GR-00001029,PO-00000857,2023-08-21,13,WH-003,1,
GR-00001030,GR-00001030,PO-00000858,2023-12-08,26,WH-003,1,
GR-00001031,GR-00001031,PO-00000858,2023-12-14,19,WH-003,1,
GR-00001032,GR-00001032,PO-00000858,2023-12-09,55,WH-001,1,
GR-00001033,GR-00001033,PO-00000859,2023-09-06,50,WH-002,1,
GR-00001034,GR-00001034,PO-00000860,2024-02-26,25,WH-003,1,
GR-00001035,GR-00001035,PO-00000861,2025-04-28,2,WH-003,1,
GR-00001036,GR-00001036,PO-00000861,2025-04-24,6,WH-001,1,
GR-00001037,GR-00001037,PO-00000861,2025-04-22,12,WH-002,1,
GR-00001038,GR-00001038,PO-00000862,2025-04-03,4,WH-003,1,
GR-00001039,GR-00001039,PO-00000862,2025-04-03,16,WH-001,1,
GR-00001040,GR-00001040,PO-00000863,2023-09-21,10,WH-001,1,
GR-00001041,GR-00001041,PO-00000864,2024-06-09,25,WH-003,1,
GR-00001042,GR-00001042,PO-00000865,2025-02-01,10,WH-003,1,
GR-00001043,GR-00001043,PO-00000866,2023-09-30,4,WH-002,1,
GR-00001044,GR-00001044,PO-00000866,2023-10-01,3,WH-002,1,
GR-00001045,GR-00001045,PO-00000866,2023-10-01,3,WH-003,1,
GR-00001046,GR-00001046,PO-00000868,2025-05-01,31,WH-001,1,
GR-00001047,GR-00001047,PO-00000868,2025-05-01,44,WH-001,1,
GR-00001048,GR-00001048,PO-00000869,2025-05-17,50,WH-003,1,
GR-00001049,GR-00001049,PO-00000870,2024-10-10,100,WH-003,1,
GR-00001050,GR-00001050,PO-00000871,2025-04-27,150,WH-003,1,
GR-00001051,GR-00001051,PO-00000872,2024-10-22,87,WH-002,1,
GR-00001052,GR-00001052,PO-00000872,2024-10-21,45,WH-003,1,
GR-00001053,GR-00001053,PO-00000872,2024-10-24,68,WH-002,1,
GR-00001054,GR-00001054,PO-00000873,2024-02-09,25,WH-002,1,
GR-00001055,GR-00001055,PO-00000874,2025-02-04,7,WH-003,1,
GR-00001056,GR-00001056,PO-00000874,2025-02-08,93,WH-002,0,
GR-00001057,GR-00001057,PO-00000875,2025-02-13,25,WH-003,1,
GR-00001058,GR-00001058,PO-00000876,2024-01-16,50,WH-003,1,
GR-00001059,GR-00001059,PO-00000877,2024-08-30,10,WH-001,1,
GR-00001060,GR-00001060,PO-00000878,2025-02-23,25,WH-003,1,
GR-00001061,GR-00001061,PO-00000879,2024-11-24,25,WH-001,1,
GR-00001062,GR-00001062,PO-00000880,2023-07-14,20,WH-001,1,
GR-00001063,GR-00001063,PO-00000881,2024-02-24,50,WH-003,1,
GR-00001064,GR-00001064,PO-00000882,2024-01-15,48,WH-003,1,
GR-00001065,GR-00001065,PO-00000882,2024-01-11,25,WH-001,1,
GR-00001066,GR-00001066,PO-00000882,2024-01-13,127,WH-002,1,
GR-00001067,GR-00001067,PO-00000883,2025-01-30,25,WH-001,1,
GR-00001068,GR-00001068,PO-00000885,2024-11-07,7,WH-001,1,
GR-00001069,GR-00001069,PO-00000885,2024-11-07,18,WH-001,1,
GR-00001070,GR-00001070,PO-00000886,2025-03-13,18,WH-001,1,
GR-00001071,GR-00001071,PO-00000886,2025-03-10,82,WH-001,1,
GR-00001072,GR-00001072,PO-00000887,2023-10-12,43,WH-001,1,
GR-00001073,GR-00001073,PO-00000887,2023-10-11,57,WH-002,1,
GR-00001074,GR-00001074,PO-00000888,2023-11-21,150,WH-002,1,
GR-00001075,GR-00001075,PO-00000889,2024-12-05,10,WH-003,1,
GR-00001076,GR-00001076,PO-00000889,2024-12-05,90,WH-003,1,
GR-00001077,GR-00001077,PO-00000891,2023-09-20,100,WH-001,1,
GR-00001078,GR-00001078,PO-00000894,2024-02-11,1,WH-001,1,
GR-00001079,GR-00001079,PO-00000894,2024-02-08,9,WH-001,1,
GR-00001080,GR-00001080,PO-00000895,2024-12-30,150,WH-002,1,
GR-00001081,GR-00001081,PO-00000896,2024-12-08,75,WH-002,1,
GR-00001082,GR-00001082,PO-00000897,2023-10-30,100,WH-001,0,
GR-00001083,GR-00001083,PO-00000898,2023-12-27,25,WH-003,1,
GR-00001084,GR-00001084,PO-00000899,2024-07-20,10,WH-001,1,
GR-00001085,GR-00001085,PO-00000900,2023-09-19,20,WH-001,1,
GR-00001086,GR-00001086,PO-00000901,2024-03-07,10,WH-002,1,
GR-00001087,GR-00001087,PO-00000901,2024-03-02,1,WH-003,1,
GR-00001088,GR-00001088,PO-00000901,2024-03-02,9,WH-001,1,
GR-00001089,GR-00001089,PO-00000905,2023-10-06,50,WH-003,1,
GR-00001090,GR-00001090,PO-00000906,2025-03-20,25,WH-001,1,
GR-00001091,GR-00001091,PO-00000907,2024-03-26,75,WH-003,1,
GR-00001092,GR-00001092,PO-00000910,2024-07-28,30,WH-001,1,
GR-00001093,GR-00001093,PO-00000910,2024-08-03,70,WH-001,1,
GR-00001094,GR-00001094,PO-00000911,2024-11-29,49,WH-001,1,
GR-00001095,GR-00001095,PO-00000911,2024-12-03,6,WH-002,1,
GR-00001096,GR-00001096,PO-00000911,2024-11-29,45,WH-003,1,
GR-00001097,GR-00001097,PO-00000912,2023-09-22,50,WH-001,1,
GR-00001098,GR-00001098,PO-00000915,2025-04-17,5,WH-003,1,
GR-00001099,GR-00001099,PO-00000915,2025-04-14,47,WH-003,1,
GR-00001100,GR-00001100,PO-00000915,2025-04-13,48,WH-003,1,
GR-00001101,GR-00001101,PO-00000916,2024-01-25,25,WH-002,1,
GR-00001102,GR-00001102,PO-00000917,2023-08-18,75,WH-001,1,
GR-00001103,GR-00001103,PO-00000918,2025-04-21,10,WH-002,1,
GR-00001104,GR-00001104,PO-00000918,2025-04-18,14,WH-001,1,
GR-00001105,GR-00001105,PO-00000918,2025-04-22,26,WH-001,1,
GR-00001106,GR-00001106,PO-00000920,2023-12-15,200,WH-001,1,
GR-00001107,GR-00001107,PO-00000921,2024-06-12,43,WH-003,1,
GR-00001108,GR-00001108,PO-00000921,2024-06-11,28,WH-001,1,
GR-00001109,GR-00001109,PO-00000921,2024-06-14,79,WH-002,1,
GR-00001110,GR-00001110,PO-00000922,2025-01-14,6,WH-002,1,
GR-00001111,GR-00001111,PO-00000922,2025-01-16,14,WH-002,1,
GR-00001112,GR-00001112,PO-00000923,2024-11-09,25,WH-003,1,
GR-00001113,GR-00001113,PO-00000924,2024-03-20,23,WH-003,1,
GR-00001114,GR-00001114,PO-00000924,2024-03-26,27,WH-001,1,
GR-00001115,GR-00001115,PO-00000925,2024-07-04,17,WH-003,1,
GR-00001116,GR-00001116,PO-00000925,2024-07-04,83,WH-002,1,
GR-00001117,GR-00001117,PO-00000926,2025-03-31,50,WH-001,0,
GR-00001118,GR-00001118,PO-00000928,2024-12-06,100,WH-002,1,
GR-00001119,GR-00001119,PO-00000929,2024-05-01,150,WH-001,0,
GR-00001120,GR-00001120,PO-00000930,2024-06-25,50,WH-003,1,
GR-00001121,GR-00001121,PO-00000931,2024-11-27,75,WH-002,1,
GR-00001122,GR-00001122,PO-00000932,2025-03-27,50,WH-001,1,
GR-00001123,GR-00001123,PO-00000933,2024-08-04,75,WH-001,1,
GR-00001124,GR-00001124,PO-00000934,2023-08-12,50,WH-001,1,
GR-00001125,GR-00001125,PO-00000935,2023-12-21,200,WH-002,1,
GR-00001126,GR-00001126,PO-00000936,2024-05-05,30,WH-002,1,
GR-00001127,GR-00001127,PO-00000936,2024-05-04,70,WH-001,1,
GR-00001128,GR-00001128,PO-00000937,2023-07-30,25,WH-002,1,
GR-00001129,GR-00001129,PO-00000938,2024-08-17,100,WH-002,1,
GR-00001130,GR-00001130,PO-00000939,2025-04-03,150,WH-003,1,
GR-00001131,GR-00001131,PO-00000940,2023-12-05,10,WH-002,1,
GR-00001132,GR-00001132,PO-00000941,2024-03-13,20,WH-002,1,
GR-00001133,GR-00001133,PO-00000942,2023-10-01,150,WH-003,1,
GR-00001134,GR-00001134,PO-00000943,2025-02-01,150,WH-002,1,
GR-00001135,GR-00001135,PO-00000944,2023-09-20,75,WH-001,1,
GR-00001136,GR-00001136,PO-00000946,2025-05-12,8,WH-002,1,
GR-00001137,GR-00001137,PO-00000946,2025-05-13,92,WH-002,1,
GR-00001138,GR-00001138,PO-00000947,2023-08-27,42,WH-003,1,
GR-00001139,GR-00001139,PO-00000947,2023-08-24,47,WH-002,1,
GR-00001140,GR-00001140,PO-00000947,2023-08-25,61,WH-003,1,
GR-00001141,GR-00001141,PO-00000950,2024-08-14,75,WH-003,1,
GR-00001142,GR-00001142,PO-00000951,2024-04-14,100,WH-001,1,
GR-00001143,GR-00001143,PO-00000952,2025-06-04,28,WH-001,1,
GR-00001144,GR-00001144,PO-00000952,2025-06-05,172,WH-002,1,
GR-00001145,GR-00001145,PO-00000955,2025-05-27,100,WH-001,1,
GR-00001146,GR-00001146,PO-00000956,2024-01-25,28,WH-002,1,
GR-00001147,GR-00001147,PO-00000956,2024-01-27,47,WH-003,1,
GR-00001148,GR-00001148,PO-00000959,2023-07-16,10,WH-003,1,
GR-00001149,GR-00001149,PO-00000960,2024-02-07,100,WH-003,1,
GR-00001150,GR-00001150,PO-00000963,2024-11-10,10,WH-001,1,
GR-00001151,GR-00001151,PO-00000964,2025-03-14,93,WH-001,1,
GR-00001152,GR-00001152,PO-00000964,2025-03-20,107,WH-002,1,
GR-00001153,GR-00001153,PO-00000965,2023-12-27,200,WH-003,1,
GR-00001154,GR-00001154,PO-00000966,2024-11-04,26,WH-003,1,
GR-00001155,GR-00001155,PO-00000966,2024-11-01,174,WH-001,0,
GR-00001156,GR-00001156,PO-00000967,2024-05-21,20,WH-003,1,
GR-00001157,GR-00001157,PO-00000968,2024-01-18,10,WH-003,1,
GR-00001158,GR-00001158,PO-00000969,2024-11-23,68,WH-003,1,
GR-00001159,GR-00001159,PO-00000969,2024-11-25,24,WH-002,1,
GR-00001160,GR-00001160,PO-00000969,2024-11-21,58,WH-003,1,
GR-00001161,GR-00001161,PO-00000970,2024-11-04,20,WH-001,1,
GR-00001162,GR-00001162,PO-00000971,2025-05-07,25,WH-001,1,
GR-00001163,GR-00001163,PO-00000972,2024-01-08,30,WH-002,1,
GR-00001164,GR-00001164,PO-00000972,2024-01-07,70,WH-001,1,
GR-00001165,GR-00001165,PO-00000973,2023-10-22,100,WH-001,1,
GR-00001166,GR-00001166,PO-00000974,2025-01-24,200,WH-001,1,
GR-00001167,GR-00001167,PO-00000975,2024-01-09,100,WH-003,1,
GR-00001168,GR-00001168,PO-00000977,2024-04-08,20,WH-001,1,
GR-00001169,GR-00001169,PO-00000978,2024-07-03,100,WH-001,1,
GR-00001170,GR-00001170,PO-00000979,2024-07-23,150,WH-002,1,
GR-00001171,GR-00001171,PO-00000980,2024-02-02,44,WH-003,1,
GR-00001172,GR-00001172,PO-00000980,2024-02-03,49,WH-003,1,
GR-00001173,GR-00001173,PO-00000980,2024-02-07,107,WH-002,1,
GR-00001174,GR-00001174,PO-00000981,2024-05-30,10,WH-001,1,
GR-00001175,GR-00001175,PO-00000981,2024-05-30,10,WH-002,1,
GR-00001176,GR-00001176,PO-00000982,2024-01-24,20,WH-003,1,
GR-00001177,GR-00001177,PO-00000983,2025-06-16,25,WH-003,1,
GR-00001178,GR-00001178,PO-00000984,2025-05-28,150,WH-001,1,
GR-00001179,GR-00001179,PO-00000985,2024-10-15,100,WH-001,1,
GR-00001180,GR-00001180,PO-00000986,2024-12-14,200,WH-002,1,
GR-00001181,GR-00001181,PO-00000987,2023-11-06,150,WH-001,1,
GR-00001182,GR-00001182,PO-00000988,2024-11-15,5,WH-002,1,
GR-00001183,GR-00001183,PO-00000988,2024-11-15,5,WH-002,1,
GR-00001184,GR-00001184,PO-00000989,2024-07-02,20,WH-003,1,
GR-00001185,GR-00001185,PO-00000990,2024-10-14,75,WH-001,1,
GR-00001186,GR-00001186,PO-00000991,2024-10-14,10,WH-003,1,
GR-00001187,GR-00001187,PO-00000992,2023-11-24,4,WH-002,1,
GR-00001188,GR-00001188,PO-00000992,2023-11-30,6,WH-001,1,
GR-00001189,GR-00001189,PO-00000993,2023-09-04,9,WH-001,1,
GR-00001190,GR-00001190,PO-00000993,2023-09-03,66,WH-003,0,
GR-00001191,GR-00001191,PO-00000994,2024-11-23,20,WH-001,1,
GR-00001192,GR-00001192,PO-00000996,2023-11-07,50,WH-001,1,
GR-00001193,GR-00001193,PO-00000997,2024-09-23,96,WH-002,1,
GR-00001194,GR-00001194,PO-00000997,2024-09-28,104,WH-003,1,
GR-00001195,GR-00001195,PO-00000998,2024-05-10,150,WH-002,1,
GR-00001196,GR-00001196,PO-00000999,2025-06-01,6,WH-002,1,
GR-00001197,GR-00001197,PO-00000999,2025-05-30,14,WH-001,1,
GR-00001198,GR-00001198,PO-00001000,2023-10-23,20,WH-002,1,
GR-00001199,GR-00001199,PO-00001001,2025-05-14,75,WH-002,1,
GR-00001200,GR-00001200,PO-00001002,2024-05-20,50,WH-002,1,
GR-00001201,GR-00001201,PO-00001003,2023-07-27,10,WH-003,1,
GR-00001202,GR-00001202,PO-00001005,2024-11-16,50,WH-002,1,
GR-00001203,GR-00001203,PO-00001006,2023-11-25,20,WH-003,1,
GR-00001204,GR-00001204,PO-00001007,2024-09-22,25,WH-001,1,
GR-00001205,GR-00001205,PO-00001009,2024-08-08,10,WH-003,1,
GR-00001206,GR-00001206,PO-00001010,2024-12-26,200,WH-002,1,
GR-00001207,GR-00001207,PO-00001011,2024-10-08,200,WH-002,1,
GR-00001208,GR-00001208,PO-00001012,2023-08-28,11,WH-003,1,
GR-00001209,GR-00001209,PO-00001012,2023-09-02,14,WH-003,1,
GR-00001210,GR-00001210,PO-00001013,2025-01-27,100,WH-003,1,
GR-00001211,GR-00001211,PO-00001014,2025-03-26,200,WH-001,1,
GR-00001212,GR-00001212,PO-00001015,2024-07-04,20,WH-003,1,
GR-00001213,GR-00001213,PO-00001016,2025-03-30,75,WH-003,1,
GR-00001214,GR-00001214,PO-00001017,2024-06-01,50,WH-002,1,
GR-00001215,GR-00001215,PO-00001019,2024-08-11,50,WH-003,1,
GR-00001216,GR-00001216,PO-00001020,2024-05-26,25,WH-003,1,
GR-00001217,GR-00001217,PO-00001021,2024-09-07,63,WH-003,1,
GR-00001218,GR-00001218,PO-00001021,2024-09-03,137,WH-002,1,
GR-00001219,GR-00001219,PO-00001022,2023-10-06,25,WH-002,1,
GR-00001220,GR-00001220,PO-00001023,2024-04-08,10,WH-003,1,
GR-00001221,GR-00001221,PO-00001024,2023-09-20,150,WH-001,1,
GR-00001222,GR-00001222,PO-00001025,2024-05-23,200,WH-003,1,
GR-00001223,GR-00001223,PO-00001026,2024-04-22,10,WH-003,1,
GR-00001224,GR-00001224,PO-00001027,2025-05-27,150,WH-002,1,
GR-00001225,GR-00001225,PO-00001028,2024-03-08,75,WH-003,1,
GR-00001226,GR-00001226,PO-00001029,2025-02-10,50,WH-002,1,
GR-00001227,GR-00001227,PO-00001030,2023-08-04,50,WH-003,1,
GR-00001228,GR-00001228,PO-00001031,2024-09-05,9,WH-003,1,
GR-00001229,GR-00001229,PO-00001031,2024-08-31,11,WH-002,1,
GR-00001230,GR-00001230,PO-00001032,2023-07-29,50,WH-001,1,
GR-00001231,GR-00001231,PO-00001033,2024-03-12,150,WH-001,1,
GR-00001232,GR-00001232,PO-00001034,2024-08-20,26,WH-001,1,
GR-00001233,GR-00001233,PO-00001034,2024-08-18,174,WH-001,1,
GR-00001234,GR-00001234,PO-00001035,2024-12-11,50,WH-003,1,
GR-00001235,GR-00001235,PO-00001036,2024-08-30,200,WH-003,1,
GR-00001236,GR-00001236,PO-00001037,2024-09-04,72,WH-001,1,
GR-00001237,GR-00001237,PO-00001037,2024-09-05,78,WH-002,1,
GR-00001238,GR-00001238,PO-00001038,2024-03-22,50,WH-003,1,
GR-00001239,GR-00001239,PO-00001039,2023-09-23,50,WH-003,1,
GR-00001240,GR-00001240,PO-00001040,2024-12-09,23,WH-002,1,
GR-00001241,GR-00001241,PO-00001040,2024-12-09,38,WH-003,1,
GR-00001242,GR-00001242,PO-00001040,2024-12-10,39,WH-003,1,
GR-00001243,GR-00001243,PO-00001042,2025-03-19,12,WH-003,1,
GR-00001244,GR-00001244,PO-00001042,2025-03-18,3,WH-001,1,
GR-00001245,GR-00001245,PO-00001042,2025-03-22,10,WH-003,1,
GR-00001246,GR-00001246,PO-00001043,2024-02-26,150,WH-001,1,
GR-00001247,GR-00001247,PO-00001044,2024-04-06,35,WH-002,0,
GR-00001248,GR-00001248,PO-00001044,2024-04-05,40,WH-002,1,
GR-00001249,GR-00001249,PO-00001045,2024-01-22,75,WH-001,1,
GR-00001250,GR-00001250,PO-00001046,2025-04-07,50,WH-001,1,
GR-00001251,GR-00001251,PO-00001047,2024-03-04,53,WH-001,1,
GR-00001252,GR-00001252,PO-00001047,2024-03-05,97,WH-003,1,
GR-00001253,GR-00001253,PO-00001048,2024-04-20,20,WH-001,1,
GR-00001254,GR-00001254,PO-00001049,2024-01-30,25,WH-002,1,
GR-00001255,GR-00001255,PO-00001050,2023-08-07,75,WH-002,1,
GR-00001256,GR-00001256,PO-00001051,2023-12-25,25,WH-003,0,
GR-00001257,GR-00001257,PO-00001052,2024-01-29,200,WH-002,1,
GR-00001258,GR-00001258,PO-00001053,2023-12-03,20,WH-002,1,
GR-00001259,GR-00001259,PO-00001055,2024-09-09,75,WH-002,1,
GR-00001260,GR-00001260,PO-00001056,2024-08-07,22,WH-002,1,
GR-00001261,GR-00001261,PO-00001056,2024-08-04,28,WH-002,1,
GR-00001262,GR-00001262,PO-00001057,2024-06-07,27,WH-003,1,
GR-00001263,GR-00001263,PO-00001057,2024-06-03,48,WH-001,1,
GR-00001264,GR-00001264,PO-00001058,2025-03-28,25,WH-001,1,
GR-00001265,GR-00001265,PO-00001059,2024-03-20,4,WH-001,1,
GR-00001266,GR-00001266,PO-00001059,2024-03-15,21,WH-001,1,
GR-00001267,GR-00001267,PO-00001060,2024-02-14,60,WH-003,1,
GR-00001268,GR-00001268,PO-00001060,2024-02-12,140,WH-001,1,
GR-00001269,GR-00001269,PO-00001061,2023-09-21,20,WH-002,1,
GR-00001270,GR-00001270,PO-00001062,2024-07-17,7,WH-002,1,
GR-00001271,GR-00001271,PO-00001062,2024-07-17,13,WH-003,1,
GR-00001272,GR-00001272,PO-00001064,2025-02-12,20,WH-002,1,
GR-00001273,GR-00001273,PO-00001065,2024-09-09,100,WH-002,1,
GR-00001274,GR-00001274,PO-00001066,2025-01-13,75,WH-003,1,
GR-00001275,GR-00001275,PO-00001067,2023-08-31,150,WH-002,1,
GR-00001276,GR-00001276,PO-00001068,2024-10-28,150,WH-002,1,
GR-00001277,GR-00001277,PO-00001069,2024-08-05,50,WH-003,1,
GR-00001278,GR-00001278,PO-00001070,2024-02-14,10,WH-002,1,
GR-00001279,GR-00001279,PO-00001071,2024-03-26,150,WH-002,1,
GR-00001280,GR-00001280,PO-00001072,2023-09-17,4,WH-001,1,
GR-00001281,GR-00001281,PO-00001072,2023-09-21,71,WH-003,1,
GR-00001282,GR-00001282,PO-00001073,2025-06-12,200,WH-002,1,
GR-00001283,GR-00001283,PO-00001074,2024-04-21,100,WH-003,1,
GR-00001284,GR-00001284,PO-00001075,2025-03-22,25,WH-003,1,
GR-00001285,GR-00001285,PO-00001076,2024-06-28,150,WH-003,1,
GR-00001286,GR-00001286,PO-00001077,2023-12-28,75,WH-001,1,
GR-00001287,GR-00001287,PO-00001078,2023-11-14,79,WH-002,1,
GR-00001288,GR-00001288,PO-00001078,2023-11-11,121,WH-001,1,
GR-00001289,GR-00001289,PO-00001079,2024-05-24,150,WH-003,0,
GR-00001290,GR-00001290,PO-00001080,2023-09-24,100,WH-002,1,
GR-00001291,GR-00001291,PO-00001081,2024-06-27,200,WH-001,0,
GR-00001292,GR-00001292,PO-00001082,2024-09-12,150,WH-003,1,
GR-00001293,GR-00001293,PO-00001083,2024-06-21,9,WH-001,1,
GR-00001294,GR-00001294,PO-00001083,2024-06-24,91,WH-001,1,
GR-00001295,GR-00001295,PO-00001084,2023-07-31,20,WH-001,1,
GR-00001296,GR-00001296,PO-00001085,2023-07-27,25,WH-002,1,
GR-00001297,GR-00001297,PO-00001086,2023-10-12,100,WH-001,1,
GR-00001298,GR-00001298,PO-00001087,2023-09-29,10,WH-001,1,
GR-00001299,GR-00001299,PO-00001088,2024-12-01,150,WH-002,1,
GR-00001300,GR-00001300,PO-00001089,2024-04-28,20,WH-001,1,
GR-00001301,GR-00001301,PO-00001090,2024-04-29,96,WH-003,0,
GR-00001302,GR-00001302,PO-00001090,2024-05-02,104,WH-001,1,
GR-00001303,GR-00001303,PO-00001091,2024-08-02,200,WH-001,0,
