quotation_id,quotation_number,lead_id,customer_id,salesperson_id,amount,quotation_date,valid_until_date,status,notes
QUO-00000510,QUO-00000510,LEAD-00002947,CUST-00000112,SP-00000006,1047.52,2023-11-03,2023-12-03,ACCEPTED,
QUO-00000511,QUO-00000511,,CUST-00000233,SP-00000001,5072.37,2024-06-29,2024-07-29,DRAFT,
QUO-00000512,QUO-00000512,,CUST-00000687,SP-00000002,303.75,2025-03-12,2025-04-11,ACCEPTED,
QUO-00000513,QUO-00000513,LEAD-00001036,CUST-00000119,SP-00000016,2054.66,2025-02-23,2025-03-25,EXPIRED,
QUO-00000514,QUO-00000514,LEAD-00000533,CUST-00000696,SP-00000006,10166.86,2024-07-24,2024-08-23,SENT,
QUO-00000515,QUO-00000515,LEAD-00001062,CUST-00000976,SP-00000004,3542.73,2025-06-02,2025-07-02,ACCEPTED,
QUO-00000516,QUO-00000516,,CUST-00000288,SP-00000013,1263.54,2024-10-11,2024-11-10,ACCEPTED,
QUO-00000517,QUO-00000517,,CUST-00000369,SP-00000015,1419.1,2025-02-04,2025-03-06,ACCEPTED,
QUO-00000518,QUO-00000518,,CUST-00000629,SP-00000006,290.64,2024-11-29,2024-12-29,SENT,
QUO-00000519,QUO-00000519,LEAD-00001951,CUST-00000181,SP-00000010,1420.14,2025-01-11,2025-02-10,EXPIRED,
QUO-00000520,QUO-00000520,,CUST-00000016,SP-00000005,265.06,2024-03-18,2024-04-17,REJECTED,
QUO-00000521,QUO-00000521,,CUST-00000795,SP-00000010,63.28,2023-10-22,2023-11-21,ACCEPTED,
QUO-00000522,QUO-00000522,LEAD-00001385,CUST-00000905,SP-00000015,223.1,2024-10-31,2024-11-30,SENT,
QUO-00000523,QUO-00000523,LEAD-00000551,CUST-00000649,SP-00000017,1622.28,2025-02-16,2025-03-18,ACCEPTED,
QUO-00000524,QUO-00000524,LEAD-00001329,CUST-00000799,SP-00000017,3266.33,2023-10-31,2023-11-30,REJECTED,
QUO-00000525,QUO-00000525,LEAD-00002041,CUST-00000054,SP-00000020,1787.58,2024-01-15,2024-02-14,REJECTED,
QUO-00000526,QUO-00000526,LEAD-00000315,CUST-00000658,SP-00000009,1287.73,2024-07-15,2024-08-14,ACCEPTED,
QUO-00000527,QUO-00000527,LEAD-00002603,CUST-00000636,SP-00000019,812.37,2023-12-16,2024-01-15,SENT,
QUO-00000528,QUO-00000528,,CUST-00000338,SP-00000014,1240.43,2024-02-14,2024-03-15,ACCEPTED,
QUO-00000529,QUO-00000529,LEAD-00001262,CUST-00000605,SP-00000010,358.9,2024-09-01,2024-10-01,ACCEPTED,
QUO-00000530,QUO-00000530,,CUST-00000858,SP-00000016,1468.86,2023-07-21,2023-08-20,ACCEPTED,
QUO-00000531,QUO-00000531,,CUST-00000516,SP-00000010,1413.33,2023-10-29,2023-11-28,SENT,
QUO-00000532,QUO-00000532,,CUST-00000609,SP-00000018,415.25,2023-12-18,2024-01-17,ACCEPTED,
QUO-00000533,QUO-00000533,LEAD-00002932,CUST-00000202,SP-00000001,1919.35,2023-07-26,2023-08-25,SENT,
QUO-00000534,QUO-00000534,LEAD-00002197,CUST-00000195,SP-00000012,75.42,2024-02-13,2024-03-14,REJECTED,
QUO-00000535,QUO-00000535,,CUST-00000353,SP-00000003,4862.71,2024-10-02,2024-11-01,ACCEPTED,
QUO-00000536,QUO-00000536,,CUST-00000904,SP-00000008,2384.78,2024-06-25,2024-07-25,DRAFT,
QUO-00000537,QUO-00000537,,CUST-00000845,SP-00000008,2297.25,2024-07-22,2024-08-21,SENT,
QUO-00000538,QUO-00000538,,CUST-00000366,SP-00000006,2188.71,2023-12-20,2024-01-19,REJECTED,
QUO-00000539,QUO-00000539,,CUST-00000040,SP-00000007,1752.7,2024-07-26,2024-08-25,ACCEPTED,
QUO-00000540,QUO-00000540,LEAD-00001934,CUST-00000626,SP-00000001,574.1,2023-12-03,2024-01-02,ACCEPTED,
QUO-00000541,QUO-00000541,LEAD-00002714,CUST-00000588,SP-00000019,2930.64,2025-03-19,2025-04-18,REJECTED,
QUO-00000542,QUO-00000542,,CUST-00000571,SP-00000003,1405.64,2025-05-04,2025-06-03,ACCEPTED,
QUO-00000543,QUO-00000543,,CUST-00000986,SP-00000012,2838.86,2023-12-23,2024-01-22,EXPIRED,
QUO-00000544,QUO-00000544,LEAD-00002445,CUST-00000831,SP-00000012,115.56,2025-05-05,2025-06-04,SENT,
QUO-00000545,QUO-00000545,LEAD-00001194,CUST-00000081,SP-00000011,2453.09,2023-07-06,2023-08-05,DRAFT,
QUO-00000546,QUO-00000546,LEAD-00001867,CUST-00000649,SP-00000002,1665.22,2024-11-05,2024-12-05,DRAFT,
QUO-00000547,QUO-00000547,LEAD-00000037,CUST-00000566,SP-00000017,5227.4,2024-05-22,2024-06-21,REJECTED,
QUO-00000548,QUO-00000548,LEAD-00001717,CUST-00000567,SP-00000001,4813.72,2024-03-17,2024-04-16,ACCEPTED,
QUO-00000549,QUO-00000549,LEAD-00001865,CUST-00000168,SP-00000008,1870.72,2025-03-13,2025-04-12,ACCEPTED,
QUO-00000550,QUO-00000550,LEAD-00000367,CUST-00000746,SP-00000020,2069.73,2025-06-10,2025-07-10,DRAFT,
QUO-00000551,QUO-00000551,,CUST-00000805,SP-00000001,5081.56,2024-02-13,2024-03-14,SENT,
QUO-00000552,QUO-00000552,LEAD-00000408,CUST-00000231,SP-00000005,3630.47,2024-08-25,2024-09-24,REJECTED,
QUO-00000553,QUO-00000553,LEAD-00002507,CUST-00000124,SP-00000009,2492.03,2025-05-07,2025-06-06,SENT,
QUO-00000554,QUO-00000554,,CUST-00000206,SP-00000019,2705.12,2024-07-23,2024-08-22,SENT,
QUO-00000555,QUO-00000555,LEAD-00001186,CUST-00000422,SP-00000009,653.64,2023-09-06,2023-10-06,SENT,
QUO-00000556,QUO-00000556,,CUST-00000098,SP-00000009,1626.17,2025-02-26,2025-03-28,ACCEPTED,
QUO-00000557,QUO-00000557,,CUST-00000359,SP-00000005,481.26,2023-12-30,2024-01-29,DRAFT,
QUO-00000558,QUO-00000558,LEAD-00002957,CUST-00000628,SP-00000003,806.86,2023-10-05,2023-11-04,ACCEPTED,
QUO-00000559,QUO-00000559,,CUST-00000879,SP-00000019,3378.18,2023-09-03,2023-10-03,ACCEPTED,
QUO-00000560,QUO-00000560,,CUST-00000025,SP-00000017,2019.22,2024-03-01,2024-03-31,ACCEPTED,
QUO-00000561,QUO-00000561,LEAD-00000028,CUST-00000548,SP-00000017,9413.26,2024-04-06,2024-05-06,DRAFT,
QUO-00000562,QUO-00000562,,CUST-00000865,SP-00000020,1019.36,2025-01-24,2025-02-23,SENT,
QUO-00000563,QUO-00000563,LEAD-00002572,CUST-00000858,SP-00000010,6359.11,2023-10-01,2023-10-31,ACCEPTED,
QUO-00000564,QUO-00000564,,CUST-00000544,SP-00000004,750.91,2024-05-24,2024-06-23,SENT,
QUO-00000565,QUO-00000565,,CUST-00000457,SP-00000012,4182.86,2024-03-28,2024-04-27,SENT,
QUO-00000566,QUO-00000566,,CUST-00000543,SP-00000002,3407.99,2024-10-09,2024-11-08,EXPIRED,
QUO-00000567,QUO-00000567,LEAD-00002690,CUST-00000508,SP-00000008,725.62,2024-03-23,2024-04-22,ACCEPTED,
QUO-00000568,QUO-00000568,LEAD-00000294,CUST-00000747,SP-00000010,1609.09,2024-07-07,2024-08-06,REJECTED,
QUO-00000569,QUO-00000569,LEAD-00000640,CUST-00000086,SP-00000019,1179.81,2024-08-07,2024-09-06,ACCEPTED,
QUO-00000570,QUO-00000570,,CUST-00000191,SP-00000015,1443.46,2023-09-12,2023-10-12,SENT,
QUO-00000571,QUO-00000571,LEAD-00001365,CUST-00000036,SP-00000010,1831.42,2025-04-04,2025-05-04,SENT,
QUO-00000572,QUO-00000572,LEAD-00000095,CUST-00000328,SP-00000011,2089.71,2024-11-19,2024-12-19,ACCEPTED,
QUO-00000573,QUO-00000573,,CUST-00000721,SP-00000018,1824.87,2025-01-03,2025-02-02,SENT,
QUO-00000574,QUO-00000574,LEAD-00000277,CUST-00000677,SP-00000014,8704.44,2025-02-23,2025-03-25,REJECTED,
QUO-00000575,QUO-00000575,LEAD-00000268,CUST-00000777,SP-00000018,637.83,2024-05-01,2024-05-31,ACCEPTED,
QUO-00000576,QUO-00000576,LEAD-00000068,CUST-00000261,SP-00000004,342.64,2024-07-10,2024-08-09,ACCEPTED,
QUO-00000577,QUO-00000577,LEAD-00002028,CUST-00000794,SP-00000005,2335.6,2023-12-27,2024-01-26,EXPIRED,
QUO-00000578,QUO-00000578,,CUST-00000571,SP-00000019,2879.61,2024-09-04,2024-10-04,SENT,
QUO-00000579,QUO-00000579,,CUST-00000971,SP-00000007,1348.29,2025-02-22,2025-03-24,ACCEPTED,
QUO-00000580,QUO-00000580,LEAD-00000195,CUST-00000493,SP-00000004,968.94,2024-08-04,2024-09-03,SENT,
QUO-00000581,QUO-00000581,LEAD-00002582,CUST-00000225,SP-00000001,1247.43,2024-10-03,2024-11-02,REJECTED,
QUO-00000582,QUO-00000582,,CUST-00000762,SP-00000020,919.77,2024-06-02,2024-07-02,ACCEPTED,
QUO-00000583,QUO-00000583,LEAD-00000212,CUST-00000161,SP-00000002,1212.94,2025-03-31,2025-04-30,SENT,
QUO-00000584,QUO-00000584,,CUST-00000800,SP-00000005,1105.53,2025-04-21,2025-05-21,SENT,
QUO-00000585,QUO-00000585,LEAD-00001281,CUST-00000506,SP-00000009,1151.56,2023-11-28,2023-12-28,SENT,
QUO-00000586,QUO-00000586,LEAD-00002488,CUST-00000546,SP-00000007,6207.61,2024-05-19,2024-06-18,EXPIRED,
QUO-00000587,QUO-00000587,LEAD-00000065,CUST-00000113,SP-00000013,529.32,2024-05-02,2024-06-01,REJECTED,
QUO-00000588,QUO-00000588,LEAD-00001570,CUST-00000954,SP-00000003,1359.08,2023-12-10,2024-01-09,SENT,
QUO-00000589,QUO-00000589,LEAD-00001519,CUST-00000096,SP-00000004,3626.7,2024-03-05,2024-04-04,ACCEPTED,
QUO-00000590,QUO-00000590,LEAD-00000935,CUST-00000750,SP-00000011,1952.52,2025-01-02,2025-02-01,ACCEPTED,
QUO-00000591,QUO-00000591,,CUST-00000966,SP-00000011,485.86,2024-10-10,2024-11-09,ACCEPTED,
QUO-00000592,QUO-00000592,,CUST-00000342,SP-00000016,943.36,2023-09-17,2023-10-17,SENT,
QUO-00000593,QUO-00000593,,CUST-00000199,SP-00000006,225.27,2024-12-20,2025-01-19,ACCEPTED,
QUO-00000594,QUO-00000594,,CUST-00000915,SP-00000016,184.76,2024-12-15,2025-01-14,REJECTED,
QUO-00000595,QUO-00000595,LEAD-00001555,CUST-00000864,SP-00000008,1595.52,2023-08-18,2023-09-17,SENT,
QUO-00000596,QUO-00000596,LEAD-00000667,CUST-00000974,SP-00000004,1021.94,2025-01-31,2025-03-02,ACCEPTED,
QUO-00000597,QUO-00000597,LEAD-00001913,CUST-00000725,SP-00000020,1430.49,2023-12-22,2024-01-21,SENT,
QUO-00000598,QUO-00000598,,CUST-00000965,SP-00000001,3156.56,2024-07-18,2024-08-17,ACCEPTED,
QUO-00000599,QUO-00000599,LEAD-00001635,CUST-00000083,SP-00000016,187.08,2024-02-20,2024-03-21,EXPIRED,
QUO-00000600,QUO-00000600,LEAD-00000403,CUST-00000223,SP-00000007,272.22,2023-10-20,2023-11-19,SENT,
QUO-00000601,QUO-00000601,LEAD-00000550,CUST-00000281,SP-00000019,536.96,2024-01-23,2024-02-22,ACCEPTED,
QUO-00000602,QUO-00000602,,CUST-00000841,SP-00000020,2003.93,2024-04-01,2024-05-01,ACCEPTED,
QUO-00000603,QUO-00000603,LEAD-00001245,CUST-00000732,SP-00000003,2118.2,2024-10-19,2024-11-18,SENT,
QUO-00000604,QUO-00000604,LEAD-00002500,CUST-00000556,SP-00000005,1845.43,2024-06-09,2024-07-09,SENT,
QUO-00000605,QUO-00000605,LEAD-00001757,CUST-00000405,SP-00000003,1356.31,2025-06-12,2025-07-12,SENT,
QUO-00000606,QUO-00000606,LEAD-00002941,CUST-00000140,SP-00000008,4383.06,2024-08-14,2024-09-13,SENT,
QUO-00000607,QUO-00000607,LEAD-00001327,CUST-00000773,SP-00000014,1510.86,2023-11-21,2023-12-21,ACCEPTED,
QUO-00000608,QUO-00000608,LEAD-00001378,CUST-00000458,SP-00000011,393.88,2023-09-11,2023-10-11,ACCEPTED,
QUO-00000609,QUO-00000609,LEAD-00000660,CUST-00000694,SP-00000002,65.89,2024-08-04,2024-09-03,DRAFT,
QUO-00000610,QUO-00000610,LEAD-00002929,CUST-00000469,SP-00000017,1164.0,2023-10-11,2023-11-10,ACCEPTED,
QUO-00000611,QUO-00000611,LEAD-00002466,CUST-00000949,SP-00000003,154.18,2024-02-22,2024-03-23,ACCEPTED,
QUO-00000612,QUO-00000612,LEAD-00000350,CUST-00000103,SP-00000004,720.05,2023-12-04,2024-01-03,SENT,
QUO-00000613,QUO-00000613,,CUST-00000045,SP-00000008,3657.28,2025-04-08,2025-05-08,SENT,
QUO-00000614,QUO-00000614,,CUST-00000083,SP-00000017,1215.42,2024-12-27,2025-01-26,REJECTED,
QUO-00000615,QUO-00000615,,CUST-00000639,SP-00000017,595.12,2024-01-05,2024-02-04,DRAFT,
QUO-00000616,QUO-00000616,LEAD-00002427,CUST-00000518,SP-00000006,798.6,2024-12-08,2025-01-07,SENT,
QUO-00000617,QUO-00000617,,CUST-00000920,SP-00000001,2301.22,2024-08-26,2024-09-25,ACCEPTED,
QUO-00000618,QUO-00000618,LEAD-00001296,CUST-00000655,SP-00000020,2212.86,2025-03-27,2025-04-26,DRAFT,
QUO-00000619,QUO-00000619,LEAD-00000542,CUST-00000647,SP-00000007,3057.12,2024-07-30,2024-08-29,ACCEPTED,
QUO-00000620,QUO-00000620,,CUST-00000657,SP-00000002,1772.19,2024-12-11,2025-01-10,REJECTED,
QUO-00000621,QUO-00000621,,CUST-00000699,SP-00000002,2088.71,2024-07-03,2024-08-02,DRAFT,
QUO-00000622,QUO-00000622,LEAD-00002446,CUST-00000062,SP-00000010,2609.45,2024-04-15,2024-05-15,SENT,
QUO-00000623,QUO-00000623,,CUST-00000150,SP-00000007,4771.64,2024-11-08,2024-12-08,SENT,
QUO-00000624,QUO-00000624,,CUST-00000682,SP-00000014,984.04,2024-12-28,2025-01-27,SENT,
QUO-00000625,QUO-00000625,LEAD-00002323,CUST-00000536,SP-00000002,2058.59,2024-08-01,2024-08-31,SENT,
QUO-00000626,QUO-00000626,,CUST-00000157,SP-00000020,4491.4,2025-02-06,2025-03-08,SENT,
QUO-00000627,QUO-00000627,,CUST-00000786,SP-00000002,1809.03,2024-12-19,2025-01-18,ACCEPTED,
QUO-00000628,QUO-00000628,LEAD-00002730,CUST-00000319,SP-00000001,1690.35,2024-09-20,2024-10-20,EXPIRED,
QUO-00000629,QUO-00000629,LEAD-00002932,CUST-00000202,SP-00000001,728.49,2024-06-06,2024-07-06,EXPIRED,
QUO-00000630,QUO-00000630,LEAD-00001559,CUST-00000496,SP-00000010,208.26,2024-06-13,2024-07-13,SENT,
QUO-00000631,QUO-00000631,LEAD-00002999,CUST-00000202,SP-00000005,3904.74,2025-06-07,2025-07-07,ACCEPTED,
QUO-00000632,QUO-00000632,LEAD-00000647,CUST-00000157,SP-00000018,881.4,2025-03-05,2025-04-04,ACCEPTED,
QUO-00000633,QUO-00000633,,CUST-00000683,SP-00000006,2966.3,2023-07-18,2023-08-17,ACCEPTED,
QUO-00000634,QUO-00000634,LEAD-00001275,CUST-00000873,SP-00000005,1036.51,2024-12-30,2025-01-29,ACCEPTED,
QUO-00000635,QUO-00000635,LEAD-00001028,CUST-00000356,SP-00000003,6248.3,2024-09-07,2024-10-07,ACCEPTED,
QUO-00000636,QUO-00000636,LEAD-00001982,CUST-00000795,SP-00000005,1091.97,2024-06-09,2024-07-09,ACCEPTED,
QUO-00000637,QUO-00000637,LEAD-00001301,CUST-00000726,SP-00000020,3002.84,2023-09-03,2023-10-03,EXPIRED,
QUO-00000638,QUO-00000638,LEAD-00000543,CUST-00000386,SP-00000018,513.31,2025-03-28,2025-04-27,ACCEPTED,
QUO-00000639,QUO-00000639,LEAD-00002911,CUST-00000141,SP-00000005,4967.78,2025-03-30,2025-04-29,ACCEPTED,
QUO-00000640,QUO-00000640,LEAD-00000231,CUST-00000439,SP-00000010,247.86,2024-06-15,2024-07-15,SENT,
QUO-00000641,QUO-00000641,LEAD-00000115,CUST-00000725,SP-00000015,4890.56,2025-03-06,2025-04-05,ACCEPTED,
QUO-00000642,QUO-00000642,,CUST-00000958,SP-00000004,2416.84,2024-07-07,2024-08-06,SENT,
QUO-00000643,QUO-00000643,LEAD-00002632,CUST-00000123,SP-00000009,999.36,2025-02-17,2025-03-19,SENT,
QUO-00000644,QUO-00000644,LEAD-00000504,CUST-00000228,SP-00000013,3052.72,2023-12-25,2024-01-24,SENT,
QUO-00000645,QUO-00000645,LEAD-00002565,CUST-00000455,SP-00000001,159.22,2025-01-16,2025-02-15,ACCEPTED,
QUO-00000646,QUO-00000646,,CUST-00000332,SP-00000008,1486.85,2024-05-08,2024-06-07,SENT,
QUO-00000647,QUO-00000647,LEAD-00001790,CUST-00000110,SP-00000013,1190.26,2023-10-06,2023-11-05,ACCEPTED,
QUO-00000648,QUO-00000648,LEAD-00002331,CUST-00000326,SP-00000004,5219.26,2024-11-12,2024-12-12,SENT,
QUO-00000649,QUO-00000649,LEAD-00001223,CUST-00000516,SP-00000007,2722.36,2024-10-21,2024-11-20,SENT,
QUO-00000650,QUO-00000650,LEAD-00001223,CUST-00000516,SP-00000007,2057.76,2025-02-07,2025-03-09,ACCEPTED,
QUO-00000651,QUO-00000651,,CUST-00000667,SP-00000017,1945.36,2025-03-09,2025-04-08,SENT,
QUO-00000652,QUO-00000652,LEAD-00001973,CUST-00000495,SP-00000013,3019.08,2024-08-27,2024-09-26,SENT,
QUO-00000653,QUO-00000653,LEAD-00002024,CUST-00000886,SP-00000020,990.24,2023-09-12,2023-10-12,EXPIRED,
QUO-00000654,QUO-00000654,LEAD-00002288,CUST-00000408,SP-00000018,844.25,2024-12-31,2025-01-30,ACCEPTED,
QUO-00000655,QUO-00000655,LEAD-00001242,CUST-00000275,SP-00000017,1190.07,2024-02-05,2024-03-06,ACCEPTED,
QUO-00000656,QUO-00000656,,CUST-00000293,SP-00000015,2626.57,2024-02-08,2024-03-09,SENT,
QUO-00000657,QUO-00000657,LEAD-00002632,CUST-00000123,SP-00000009,1759.28,2024-06-20,2024-07-20,ACCEPTED,
QUO-00000658,QUO-00000658,LEAD-00001639,CUST-00000981,SP-00000002,2298.68,2023-12-31,2024-01-30,REJECTED,
QUO-00000659,QUO-00000659,LEAD-00001465,CUST-00000300,SP-00000010,399.83,2024-11-14,2024-12-14,ACCEPTED,
QUO-00000660,QUO-00000660,,CUST-00000134,SP-00000009,397.44,2025-04-24,2025-05-24,EXPIRED,
QUO-00000661,QUO-00000661,,CUST-00000495,SP-00000019,4753.15,2025-01-22,2025-02-21,REJECTED,
QUO-00000662,QUO-00000662,LEAD-00000540,CUST-00000270,SP-00000018,666.18,2025-01-21,2025-02-20,EXPIRED,
QUO-00000663,QUO-00000663,,CUST-00000091,SP-00000012,2045.32,2025-05-20,2025-06-19,SENT,
QUO-00000664,QUO-00000664,,CUST-00000435,SP-00000009,28.5,2024-11-08,2024-12-08,ACCEPTED,
QUO-00000665,QUO-00000665,LEAD-00000654,CUST-00000626,SP-00000006,61.2,2025-04-07,2025-05-07,ACCEPTED,
QUO-00000666,QUO-00000666,LEAD-00000716,CUST-00000030,SP-00000005,2311.92,2023-12-02,2024-01-01,REJECTED,
QUO-00000667,QUO-00000667,,CUST-00000857,SP-00000011,4981.73,2023-11-11,2023-12-11,DRAFT,
QUO-00000668,QUO-00000668,,CUST-00000722,SP-00000005,526.44,2023-12-05,2024-01-04,ACCEPTED,
QUO-00000669,QUO-00000669,LEAD-00001674,CUST-00000671,SP-00000017,1466.14,2025-04-14,2025-05-14,SENT,
QUO-00000670,QUO-00000670,LEAD-00000239,CUST-00000210,SP-00000001,986.93,2023-07-25,2023-08-24,ACCEPTED,
QUO-00000671,QUO-00000671,LEAD-00000516,CUST-00000446,SP-00000003,2933.94,2024-10-06,2024-11-05,REJECTED,
QUO-00000672,QUO-00000672,LEAD-00000396,CUST-00000840,SP-00000008,819.14,2025-04-12,2025-05-12,ACCEPTED,
QUO-00000673,QUO-00000673,LEAD-00001467,CUST-00000501,SP-00000004,341.23,2023-08-07,2023-09-06,SENT,
QUO-00000674,QUO-00000674,LEAD-00002618,CUST-00000601,SP-00000011,770.32,2024-03-15,2024-04-14,SENT,
QUO-00000675,QUO-00000675,,CUST-00000117,SP-00000008,806.85,2025-01-17,2025-02-16,ACCEPTED,
QUO-00000676,QUO-00000676,LEAD-00000635,CUST-00000661,SP-00000013,7395.55,2024-05-04,2024-06-03,ACCEPTED,
QUO-00000677,QUO-00000677,LEAD-00002690,CUST-00000508,SP-00000008,787.96,2024-12-15,2025-01-14,DRAFT,
QUO-00000678,QUO-00000678,LEAD-00002724,CUST-00000505,SP-00000002,4838.68,2024-08-04,2024-09-03,SENT,
QUO-00000679,QUO-00000679,LEAD-00000769,CUST-00000321,SP-00000005,768.9,2023-11-18,2023-12-18,SENT,
QUO-00000680,QUO-00000680,,CUST-00000072,SP-00000010,1828.56,2023-09-24,2023-10-24,SENT,
QUO-00000681,QUO-00000681,,CUST-00000008,SP-00000002,397.73,2025-01-10,2025-02-09,ACCEPTED,
QUO-00000682,QUO-00000682,,CUST-00000605,SP-00000017,2209.78,2024-08-07,2024-09-06,SENT,
QUO-00000683,QUO-00000683,,CUST-00000113,SP-00000009,622.02,2024-05-30,2024-06-29,SENT,
QUO-00000684,QUO-00000684,LEAD-00002113,CUST-00000247,SP-00000003,80.52,2024-02-03,2024-03-04,SENT,
QUO-00000685,QUO-00000685,LEAD-00002430,CUST-00000715,SP-00000014,1476.48,2023-12-13,2024-01-12,DRAFT,
QUO-00000686,QUO-00000686,LEAD-00002721,CUST-00000710,SP-00000010,3562.49,2025-02-22,2025-03-24,REJECTED,
QUO-00000687,QUO-00000687,,CUST-00000982,SP-00000007,1867.33,2025-04-05,2025-05-05,SENT,
QUO-00000688,QUO-00000688,LEAD-00001090,CUST-00000489,SP-00000003,55.36,2023-10-15,2023-11-14,DRAFT,
QUO-00000689,QUO-00000689,LEAD-00000704,CUST-00000310,SP-00000001,2030.29,2023-09-13,2023-10-13,ACCEPTED,
QUO-00000690,QUO-00000690,,CUST-00000701,SP-00000005,202.96,2024-03-17,2024-04-16,ACCEPTED,
QUO-00000691,QUO-00000691,,CUST-00000374,SP-00000015,961.89,2025-06-18,2025-07-18,SENT,
QUO-00000692,QUO-00000692,LEAD-00000915,CUST-00000703,SP-00000009,2201.73,2024-10-03,2024-11-02,ACCEPTED,
QUO-00000693,QUO-00000693,LEAD-00002283,CUST-00000581,SP-00000004,2401.99,2025-03-31,2025-04-30,ACCEPTED,
QUO-00000694,QUO-00000694,LEAD-00002633,CUST-00000237,SP-00000009,2343.27,2024-05-07,2024-06-06,SENT,
QUO-00000695,QUO-00000695,LEAD-00002909,CUST-00000138,SP-00000003,915.42,2024-02-11,2024-03-12,SENT,
QUO-00000696,QUO-00000696,LEAD-00001034,CUST-00000316,SP-00000008,1486.35,2024-11-06,2024-12-06,ACCEPTED,
QUO-00000697,QUO-00000697,LEAD-00002579,CUST-00000972,SP-00000002,481.12,2024-12-23,2025-01-22,EXPIRED,
QUO-00000698,QUO-00000698,,CUST-00000980,SP-00000014,2307.4,2025-01-15,2025-02-14,SENT,
QUO-00000699,QUO-00000699,LEAD-00002408,CUST-00000385,SP-00000015,718.8,2025-05-15,2025-06-14,ACCEPTED,
QUO-00000700,QUO-00000700,,CUST-00000559,SP-00000020,52.34,2023-09-17,2023-10-17,SENT,
QUO-00000701,QUO-00000701,LEAD-00002939,CUST-00000434,SP-00000007,568.82,2025-01-23,2025-02-22,EXPIRED,
QUO-00000702,QUO-00000702,LEAD-00000188,CUST-00000846,SP-00000007,1056.43,2024-11-17,2024-12-17,ACCEPTED,
QUO-00000703,QUO-00000703,LEAD-00000185,CUST-00000989,SP-00000017,1629.43,2025-01-15,2025-02-14,SENT,
QUO-00000704,QUO-00000704,LEAD-00001073,CUST-00000423,SP-00000004,181.02,2024-02-21,2024-03-22,ACCEPTED,
QUO-00000705,QUO-00000705,,CUST-00000107,SP-00000014,49.95,2023-11-28,2023-12-28,ACCEPTED,
QUO-00000706,QUO-00000706,LEAD-00000757,CUST-00000713,SP-00000016,503.46,2025-05-12,2025-06-11,SENT,
QUO-00000707,QUO-00000707,LEAD-00000336,CUST-00000297,SP-00000012,147.48,2025-06-11,2025-07-11,DRAFT,
QUO-00000708,QUO-00000708,,CUST-00000722,SP-00000018,1086.71,2023-10-01,2023-10-31,SENT,
QUO-00000709,QUO-00000709,LEAD-00002798,CUST-00000143,SP-00000011,76.7,2024-02-16,2024-03-17,ACCEPTED,
QUO-00000710,QUO-00000710,LEAD-00001511,CUST-00000758,SP-00000016,857.64,2025-06-13,2025-07-13,SENT,
QUO-00000711,QUO-00000711,LEAD-00000846,CUST-00000120,SP-00000009,2040.4,2024-03-01,2024-03-31,ACCEPTED,
QUO-00000712,QUO-00000712,,CUST-00000907,SP-00000007,4249.59,2025-05-28,2025-06-27,ACCEPTED,
QUO-00000713,QUO-00000713,,CUST-00000020,SP-00000011,404.2,2023-07-11,2023-08-10,ACCEPTED,
QUO-00000714,QUO-00000714,LEAD-00002302,CUST-00000508,SP-00000019,79.0,2023-11-24,2023-12-24,ACCEPTED,
QUO-00000715,QUO-00000715,,CUST-00000572,SP-00000020,2280.52,2024-09-17,2024-10-17,SENT,
QUO-00000716,QUO-00000716,LEAD-00001594,CUST-00000382,SP-00000016,7091.71,2025-04-30,2025-05-30,ACCEPTED,
QUO-00000717,QUO-00000717,,CUST-00000899,SP-00000013,1888.38,2024-10-06,2024-11-05,SENT,
QUO-00000718,QUO-00000718,,CUST-00000364,SP-00000015,824.46,2025-05-22,2025-06-21,ACCEPTED,
QUO-00000719,QUO-00000719,LEAD-00001006,CUST-00000482,SP-00000001,713.04,2024-03-12,2024-04-11,ACCEPTED,
QUO-00000720,QUO-00000720,,CUST-00000460,SP-00000019,944.92,2023-11-19,2023-12-19,SENT,
QUO-00000721,QUO-00000721,,CUST-00000139,SP-00000011,1734.3,2025-05-03,2025-06-02,SENT,
QUO-00000722,QUO-00000722,,CUST-00000942,SP-00000020,878.24,2025-03-07,2025-04-06,ACCEPTED,
QUO-00000723,QUO-00000723,,CUST-00000403,SP-00000007,96.26,2023-10-03,2023-11-02,SENT,
QUO-00000724,QUO-00000724,,CUST-00000575,SP-00000009,2048.03,2025-05-08,2025-06-07,REJECTED,
QUO-00000725,QUO-00000725,LEAD-00000508,CUST-00000337,SP-00000020,3469.39,2024-07-06,2024-08-05,ACCEPTED,
QUO-00000726,QUO-00000726,LEAD-00002894,CUST-00000801,SP-00000006,3642.33,2024-11-27,2024-12-27,ACCEPTED,
QUO-00000727,QUO-00000727,LEAD-00000386,CUST-00000713,SP-00000011,2135.17,2023-08-30,2023-09-29,REJECTED,
QUO-00000728,QUO-00000728,LEAD-00001849,CUST-00000738,SP-00000019,916.48,2025-06-19,2025-07-19,REJECTED,
QUO-00000729,QUO-00000729,LEAD-00001672,CUST-00000668,SP-00000009,723.2,2024-07-10,2024-08-09,ACCEPTED,
QUO-00000730,QUO-00000730,,CUST-00000703,SP-00000006,5107.93,2024-10-01,2024-10-31,DRAFT,
QUO-00000731,QUO-00000731,LEAD-00002387,CUST-00000063,SP-00000019,892.76,2023-11-02,2023-12-02,SENT,
