po_id,po_number,supplier_id,product_id,quantity,unit_cost,total_cost,order_date,expected_receipt_date,actual_receipt_date,status,created_by
PO-00001208,PO-00001208,SUP-00000021,PRD-00000370,100,27.37,2737.0,2024-01-08,2024-01-24,2024-01-19,COMPLETED,
PO-00001209,PO-00001209,SUP-00000095,PRD-00000343,200,76.47,15294.0,2024-08-25,2024-09-09,,PENDING,
PO-00001210,PO-00001210,SUP-00000040,PRD-00000263,50,83.7,4185.0,2024-07-12,2024-07-26,2024-07-26,COMPLETED,
PO-00001211,PO-00001211,SUP-00000007,PRD-00000426,100,29.27,2927.0,2023-11-15,2023-12-06,2023-12-02,COMPLETED,
PO-00001212,PO-00001212,SUP-00000012,PRD-00000345,100,91.88,9188.0,2025-04-15,2025-04-23,,CANCELLED,
PO-00001213,PO-00001213,SUP-00000099,PRD-00000150,50,10.03,501.49999999999994,2024-01-30,2024-02-17,2024-02-20,COMPLETED,
PO-00001214,PO-00001214,SUP-00000092,PRD-00000301,20,44.48,889.5999999999999,2024-02-13,2024-02-24,2024-02-21,COMPLETED,
PO-00001215,PO-00001215,SUP-00000064,PRD-00000049,200,19.95,3990.0,2023-11-04,2023-11-28,2023-11-29,COMPLETED,
PO-00001216,PO-00001216,SUP-00000049,PRD-00000124,50,29.75,1487.5,2023-11-15,2023-12-04,2023-12-06,COMPLETED,
PO-00001217,PO-00001217,SUP-00000027,PRD-00000021,10,63.34,633.4000000000001,2023-09-24,2023-10-20,2023-10-30,COMPLETED,
PO-00001218,PO-00001218,SUP-00000077,PRD-00000389,150,89.16,13374.0,2024-11-24,2024-12-14,2024-12-09,COMPLETED,
PO-00001219,PO-00001219,SUP-00000089,PRD-00000006,50,24.46,1223.0,2023-07-31,2023-08-25,2023-09-02,COMPLETED,
PO-00001220,PO-00001220,SUP-00000053,PRD-00000058,25,12.2,305.0,2024-12-18,2024-12-25,2025-01-01,COMPLETED,
PO-00001221,PO-00001221,SUP-00000091,PRD-00000171,200,4.5,900.0,2024-04-16,2024-05-12,2024-05-20,COMPLETED,
PO-00001222,PO-00001222,SUP-00000076,PRD-00000470,50,6.63,331.5,2025-03-16,2025-04-03,2025-03-30,COMPLETED,
PO-00001223,PO-00001223,SUP-00000016,PRD-00000040,20,6.09,121.8,2024-12-20,2025-01-16,2025-01-20,COMPLETED,
PO-00001224,PO-00001224,SUP-00000009,PRD-00000056,50,1.52,76.0,2024-12-24,2025-01-15,2025-01-10,COMPLETED,
PO-00001225,PO-00001225,SUP-00000012,PRD-00000301,150,41.41,6211.499999999999,2023-12-09,2023-12-22,2023-12-21,COMPLETED,
PO-00001226,PO-00001226,SUP-00000048,PRD-00000038,200,11.49,2298.0,2024-06-10,2024-06-30,2024-07-03,COMPLETED,
PO-00001227,PO-00001227,SUP-00000083,PRD-00000479,75,12.04,902.9999999999999,2024-12-30,2025-01-19,,PENDING,
PO-00001228,PO-00001228,SUP-00000080,PRD-00000022,10,48.61,486.1,2024-06-10,2024-06-24,2024-07-01,COMPLETED,
PO-00001229,PO-00001229,SUP-00000055,PRD-00000220,10,5.71,57.1,2023-10-07,2023-10-17,2023-10-25,COMPLETED,
PO-00001230,PO-00001230,SUP-00000026,PRD-00000400,10,6.03,60.300000000000004,2023-08-26,2023-09-18,,PENDING,
PO-00001231,PO-00001231,SUP-00000076,PRD-00000185,150,146.84,22026.0,2023-09-29,2023-10-06,2023-10-15,COMPLETED,
PO-00001232,PO-00001232,SUP-00000048,PRD-00000038,50,10.76,538.0,2023-12-27,2024-01-09,2024-01-14,COMPLETED,
PO-00001233,PO-00001233,SUP-00000026,PRD-00000183,150,87.18,13077.000000000002,2024-01-04,2024-01-24,2024-02-03,COMPLETED,
PO-00001234,PO-00001234,SUP-00000039,PRD-00000321,150,8.45,1267.5,2025-04-20,2025-05-01,2025-05-04,COMPLETED,
PO-00001235,PO-00001235,SUP-00000066,PRD-00000149,20,98.89,1977.8,2025-01-18,2025-01-25,2025-02-03,COMPLETED,
PO-00001236,PO-00001236,SUP-00000026,PRD-00000400,100,4.9,490.00000000000006,2024-10-31,2024-11-28,,PENDING,
PO-00001237,PO-00001237,SUP-00000054,PRD-00000378,150,9.99,1498.5,2024-02-25,2024-03-23,2024-03-21,COMPLETED,
PO-00001238,PO-00001238,SUP-00000023,PRD-00000028,100,46.69,4669.0,2023-07-19,2023-08-14,2023-08-20,COMPLETED,
PO-00001239,PO-00001239,SUP-00000063,PRD-00000290,75,29.19,2189.25,2024-01-03,2024-01-10,2024-01-19,COMPLETED,
PO-00001240,PO-00001240,SUP-00000084,PRD-00000131,25,4.75,118.75,2025-03-04,2025-04-02,2025-04-10,COMPLETED,
PO-00001241,PO-00001241,SUP-00000026,PRD-00000393,150,9.46,1419.0000000000002,2025-05-03,2025-05-19,2025-05-28,COMPLETED,
PO-00001242,PO-00001242,SUP-00000014,PRD-00000046,25,19.09,477.25,2024-07-09,2024-08-03,2024-08-05,COMPLETED,
PO-00001243,PO-00001243,SUP-00000027,PRD-00000076,20,20.06,401.2,2024-11-24,2024-12-10,2024-12-11,COMPLETED,
PO-00001244,PO-00001244,SUP-00000056,PRD-00000489,50,17.19,859.5000000000001,2024-02-14,2024-03-01,2024-03-09,COMPLETED,
PO-00001245,PO-00001245,SUP-00000049,PRD-00000207,150,63.76,9564.0,2023-07-24,2023-08-17,2023-08-24,COMPLETED,
PO-00001246,PO-00001246,SUP-00000025,PRD-00000328,200,12.75,2550.0,2023-08-01,2023-08-28,2023-08-29,COMPLETED,
PO-00001247,PO-00001247,SUP-00000053,PRD-00000159,50,15.15,757.5,2025-05-09,2025-06-04,,PENDING,
PO-00001248,PO-00001248,SUP-00000035,PRD-00000333,25,2.86,71.5,2025-01-25,2025-02-01,2025-02-05,COMPLETED,
PO-00001249,PO-00001249,SUP-00000077,PRD-00000424,100,245.0,24500.0,2025-05-10,2025-05-20,,CANCELLED,
PO-00001250,PO-00001250,SUP-00000022,PRD-00000462,100,39.65,3965.0,2023-11-28,2023-12-17,2023-12-23,COMPLETED,
PO-00001251,PO-00001251,SUP-00000045,PRD-00000279,150,14.49,2173.5,2023-10-04,2023-10-28,2023-11-04,COMPLETED,
PO-00001252,PO-00001252,SUP-00000027,PRD-00000177,20,3.06,61.2,2024-02-07,2024-02-14,2024-02-22,COMPLETED,
PO-00001253,PO-00001253,SUP-00000038,PRD-00000051,25,4.69,117.25000000000001,2024-12-23,2025-01-09,2025-01-07,COMPLETED,
PO-00001254,PO-00001254,SUP-00000020,PRD-00000129,75,15.58,1168.5,2023-11-30,2023-12-14,2023-12-18,COMPLETED,
PO-00001255,PO-00001255,SUP-00000065,PRD-00000436,10,23.61,236.1,2023-12-16,2024-01-07,2024-01-02,COMPLETED,
PO-00001256,PO-00001256,SUP-00000031,PRD-00000004,150,31.24,4686.0,2024-08-02,2024-08-11,,CANCELLED,
PO-00001257,PO-00001257,SUP-00000076,PRD-00000060,50,4.14,206.99999999999997,2025-05-15,2025-05-28,2025-06-02,COMPLETED,
PO-00001258,PO-00001258,SUP-00000051,PRD-00000422,10,51.5,515.0,2024-07-19,2024-08-11,2024-08-14,COMPLETED,
PO-00001259,PO-00001259,SUP-00000048,PRD-00000042,20,6.53,130.6,2024-05-25,2024-06-02,2024-06-02,COMPLETED,
PO-00001260,PO-00001260,SUP-00000017,PRD-00000442,200,6.25,1250.0,2025-04-03,2025-04-14,2025-04-20,COMPLETED,
PO-00001261,PO-00001261,SUP-00000021,PRD-00000113,75,7.94,595.5,2024-11-19,2024-12-10,2024-12-14,COMPLETED,
PO-00001262,PO-00001262,SUP-00000097,PRD-00000201,10,7.97,79.7,2024-10-02,2024-10-13,2024-10-21,COMPLETED,
PO-00001263,PO-00001263,SUP-00000086,PRD-00000344,25,197.84,4946.0,2025-01-19,2025-01-28,2025-02-07,COMPLETED,
PO-00001264,PO-00001264,SUP-00000036,PRD-00000372,200,4.5,900.0,2023-08-18,2023-08-30,2023-08-27,COMPLETED,
PO-00001265,PO-00001265,SUP-00000054,PRD-00000394,10,22.18,221.8,2024-12-18,2025-01-15,2025-01-12,COMPLETED,
PO-00001266,PO-00001266,SUP-00000048,PRD-00000497,50,2.46,123.0,2024-02-23,2024-03-03,,PENDING,
PO-00001267,PO-00001267,SUP-00000095,PRD-00000489,100,21.19,2119.0,2023-12-23,2024-01-05,2024-01-12,COMPLETED,
PO-00001268,PO-00001268,SUP-00000009,PRD-00000056,20,1.65,33.0,2024-01-26,2024-02-07,2024-02-04,COMPLETED,
PO-00001269,PO-00001269,SUP-00000026,PRD-00000309,10,98.14,981.4,2024-02-10,2024-03-01,2024-03-06,COMPLETED,
PO-00001270,PO-00001270,SUP-00000080,PRD-00000068,200,59.63,11926.0,2024-06-18,2024-07-07,2024-07-08,COMPLETED,
PO-00001271,PO-00001271,SUP-00000009,PRD-00000230,75,7.77,582.75,2025-02-26,2025-03-06,2025-03-06,COMPLETED,
PO-00001272,PO-00001272,SUP-00000096,PRD-00000443,10,14.99,149.9,2024-08-09,2024-08-25,2024-08-23,COMPLETED,
PO-00001273,PO-00001273,SUP-00000009,PRD-00000221,75,68.44,5133.0,2024-02-28,2024-03-20,2024-03-23,COMPLETED,
PO-00001274,PO-00001274,SUP-00000007,PRD-00000426,150,26.95,4042.5,2023-10-19,2023-10-30,,PENDING,
PO-00001275,PO-00001275,SUP-00000004,PRD-00000380,25,6.33,158.25,2023-09-15,2023-09-22,2023-09-19,COMPLETED,
PO-00001276,PO-00001276,SUP-00000025,PRD-00000450,25,23.53,588.25,2024-01-15,2024-01-30,2024-02-07,COMPLETED,
PO-00001277,PO-00001277,SUP-00000094,PRD-00000088,100,14.4,1440.0,2024-11-15,2024-12-15,2024-12-24,COMPLETED,
PO-00001278,PO-00001278,SUP-00000035,PRD-00000120,50,5.97,298.5,2025-01-03,2025-01-17,,PENDING,
PO-00001279,PO-00001279,SUP-00000034,PRD-00000435,100,32.3,3229.9999999999995,2024-06-11,2024-06-25,2024-07-04,COMPLETED,
PO-00001280,PO-00001280,SUP-00000066,PRD-00000492,10,3.85,38.5,2025-02-22,2025-03-18,2025-03-26,COMPLETED,
PO-00001281,PO-00001281,SUP-00000049,PRD-00000207,200,60.82,12164.0,2023-09-01,2023-09-20,,PENDING,
PO-00001282,PO-00001282,SUP-00000070,PRD-00000255,150,15.28,2292.0,2023-11-28,2023-12-05,2023-11-30,COMPLETED,
PO-00001283,PO-00001283,SUP-00000096,PRD-00000193,20,9.18,183.6,2023-12-23,2024-01-04,2024-01-10,COMPLETED,
PO-00001284,PO-00001284,SUP-00000045,PRD-00000168,20,14.53,290.59999999999997,2025-05-26,2025-06-23,2025-06-28,COMPLETED,
PO-00001285,PO-00001285,SUP-00000013,PRD-00000277,20,18.94,378.8,2024-08-18,2024-09-12,2024-09-09,COMPLETED,
PO-00001286,PO-00001286,SUP-00000072,PRD-00000268,20,70.32,1406.3999999999999,2023-11-20,2023-12-07,2023-12-16,COMPLETED,
PO-00001287,PO-00001287,SUP-00000032,PRD-00000387,75,45.52,3414.0000000000005,2025-03-30,2025-04-25,2025-04-20,COMPLETED,
PO-00001288,PO-00001288,SUP-00000020,PRD-00000488,25,13.69,342.25,2023-08-08,2023-08-25,2023-08-27,COMPLETED,
PO-00001289,PO-00001289,SUP-00000085,PRD-00000340,75,5.49,411.75,2024-04-24,2024-05-21,2024-05-26,COMPLETED,
PO-00001290,PO-00001290,SUP-00000075,PRD-00000434,20,17.3,346.0,2024-10-05,2024-11-01,2024-11-10,COMPLETED,
PO-00001291,PO-00001291,SUP-00000063,PRD-00000493,200,2.82,564.0,2023-12-31,2024-01-14,,PENDING,
PO-00001292,PO-00001292,SUP-00000024,PRD-00000206,150,19.99,2998.4999999999995,2025-01-03,2025-01-31,2025-02-09,COMPLETED,
PO-00001293,PO-00001293,SUP-00000094,PRD-00000141,20,65.28,1305.6,2023-09-04,2023-10-04,2023-10-13,COMPLETED,
PO-00001294,PO-00001294,SUP-00000044,PRD-00000254,150,7.7,1155.0,2025-03-30,2025-04-24,,PENDING,
PO-00001295,PO-00001295,SUP-00000005,PRD-00000259,25,33.13,828.2500000000001,2023-11-10,2023-11-27,2023-11-28,COMPLETED,
PO-00001296,PO-00001296,SUP-00000065,PRD-00000253,10,3.49,34.900000000000006,2024-12-26,2025-01-12,2025-01-07,COMPLETED,
PO-00001297,PO-00001297,SUP-00000087,PRD-00000205,25,43.3,1082.5,2024-02-29,2024-03-18,2024-03-21,COMPLETED,
PO-00001298,PO-00001298,SUP-00000061,PRD-00000453,100,3.05,305.0,2024-08-03,2024-08-22,2024-08-27,COMPLETED,
PO-00001299,PO-00001299,SUP-00000036,PRD-00000352,10,35.85,358.5,2023-11-05,2023-11-17,2023-11-17,COMPLETED,
PO-00001300,PO-00001300,SUP-00000012,PRD-00000399,100,14.49,1449.0,2024-01-03,2024-01-26,2024-02-02,COMPLETED,
PO-00001301,PO-00001301,SUP-00000087,PRD-00000101,100,61.46,6146.0,2025-03-18,2025-04-03,2025-04-05,COMPLETED,
PO-00001302,PO-00001302,SUP-00000088,PRD-00000325,75,51.12,3834.0,2024-02-13,2024-02-26,2024-02-24,COMPLETED,
PO-00001303,PO-00001303,SUP-00000089,PRD-00000175,25,13.51,337.75,2025-05-31,2025-06-28,,PENDING,
PO-00001304,PO-00001304,SUP-00000078,PRD-00000096,200,1.84,368.0,2024-06-16,2024-07-05,2024-07-05,COMPLETED,
PO-00001305,PO-00001305,SUP-00000049,PRD-00000207,50,58.07,2903.5,2025-03-14,2025-04-11,2025-04-13,COMPLETED,
PO-00001306,PO-00001306,SUP-00000041,PRD-00000441,150,7.79,1168.5,2023-07-27,2023-08-23,2023-08-26,COMPLETED,
PO-00001307,PO-00001307,SUP-00000078,PRD-00000490,100,26.01,2601.0,2024-05-24,2024-06-15,2024-06-19,COMPLETED,
PO-00001308,PO-00001308,SUP-00000091,PRD-00000423,50,72.33,3616.5,2024-05-09,2024-06-05,2024-06-02,COMPLETED,
PO-00001309,PO-00001309,SUP-00000043,PRD-00000475,200,34.8,6959.999999999999,2023-12-16,2023-12-24,2023-12-29,COMPLETED,
PO-00001310,PO-00001310,SUP-00000034,PRD-00000298,75,12.56,942.0,2023-09-27,2023-10-15,2023-10-19,COMPLETED,
PO-00001311,PO-00001311,SUP-00000014,PRD-00000046,75,18.58,1393.4999999999998,2024-05-30,2024-06-16,2024-06-17,COMPLETED,
PO-00001312,PO-00001312,SUP-00000061,PRD-00000374,100,8.33,833.0,2024-02-05,2024-02-25,2024-02-23,COMPLETED,
PO-00001313,PO-00001313,SUP-00000073,PRD-00000122,200,6.87,1374.0,2023-08-16,2023-08-23,,PENDING,
PO-00001314,PO-00001314,SUP-00000096,PRD-00000137,20,2.28,45.599999999999994,2023-09-28,2023-10-06,2023-10-06,COMPLETED,
PO-00001315,PO-00001315,SUP-00000064,PRD-00000234,20,24.23,484.6,2024-12-18,2025-01-09,2025-01-08,COMPLETED,
PO-00001316,PO-00001316,SUP-00000099,PRD-00000388,10,56.9,569.0,2023-11-10,2023-11-24,2023-11-30,COMPLETED,
PO-00001317,PO-00001317,SUP-00000024,PRD-00000206,25,23.06,576.5,2025-01-21,2025-02-10,2025-02-15,COMPLETED,
PO-00001318,PO-00001318,SUP-00000096,PRD-00000443,200,17.25,3450.0,2024-04-12,2024-04-28,,PENDING,
PO-00001319,PO-00001319,SUP-00000086,PRD-00000071,100,91.09,9109.0,2025-05-16,2025-05-31,2025-06-05,COMPLETED,
PO-00001320,PO-00001320,SUP-00000021,PRD-00000376,100,2.08,208.0,2024-05-20,2024-06-18,2024-06-22,COMPLETED,
PO-00001321,PO-00001321,SUP-00000040,PRD-00000092,25,3.81,95.25,2025-03-21,2025-03-31,,PENDING,
PO-00001322,PO-00001322,SUP-00000004,PRD-00000416,100,1.49,149.0,2023-07-07,2023-07-15,2023-07-19,COMPLETED,
PO-00001323,PO-00001323,SUP-00000086,PRD-00000191,50,73.7,3685.0,2024-02-28,2024-03-10,2024-03-08,COMPLETED,
PO-00001324,PO-00001324,SUP-00000064,PRD-00000410,100,23.36,2336.0,2023-07-06,2023-07-23,2023-07-19,COMPLETED,
PO-00001325,PO-00001325,SUP-00000072,PRD-00000268,150,61.71,9256.5,2024-01-03,2024-01-31,2024-02-04,COMPLETED,
PO-00001326,PO-00001326,SUP-00000054,PRD-00000146,150,28.02,4203.0,2024-11-14,2024-11-25,2024-11-27,COMPLETED,
PO-00001327,PO-00001327,SUP-00000059,PRD-00000217,200,2.42,484.0,2024-04-25,2024-05-22,2024-05-17,COMPLETED,
PO-00001328,PO-00001328,SUP-00000059,PRD-00000067,25,49.0,1225.0,2024-04-20,2024-05-03,,PENDING,
PO-00001329,PO-00001329,SUP-00000035,PRD-00000036,25,26.05,651.25,2023-10-17,2023-11-16,2023-11-13,COMPLETED,
PO-00001330,PO-00001330,SUP-00000037,PRD-00000065,25,135.52,3388.0000000000005,2025-04-21,2025-04-28,2025-04-25,COMPLETED,
PO-00001331,PO-00001331,SUP-00000070,PRD-00000031,10,110.92,1109.2,2024-12-14,2024-12-28,2025-01-07,COMPLETED,
PO-00001332,PO-00001332,SUP-00000064,PRD-00000082,200,4.58,916.0,2024-12-27,2025-01-08,2025-01-15,COMPLETED,
PO-00001333,PO-00001333,SUP-00000071,PRD-00000266,20,31.07,621.4,2023-12-29,2024-01-10,,PENDING,
PO-00001334,PO-00001334,SUP-00000004,PRD-00000246,100,20.86,2086.0,2024-07-06,2024-07-30,2024-08-09,COMPLETED,
PO-00001335,PO-00001335,SUP-00000024,PRD-00000070,25,8.43,210.75,2023-08-03,2023-08-20,2023-08-17,COMPLETED,
PO-00001336,PO-00001336,SUP-00000056,PRD-00000262,200,40.81,8162.0,2025-05-04,2025-05-28,2025-05-26,COMPLETED,
PO-00001337,PO-00001337,SUP-00000097,PRD-00000201,25,7.97,199.25,2023-11-01,2023-11-28,2023-11-25,COMPLETED,
PO-00001338,PO-00001338,SUP-00000098,PRD-00000235,50,26.56,1328.0,2024-02-08,2024-03-04,2024-03-04,COMPLETED,
PO-00001339,PO-00001339,SUP-00000088,PRD-00000490,100,27.73,2773.0,2023-12-06,2023-12-31,,PENDING,
PO-00001340,PO-00001340,SUP-00000010,PRD-00000466,150,32.4,4860.0,2023-10-12,2023-11-11,2023-11-16,COMPLETED,
PO-00001341,PO-00001341,SUP-00000008,PRD-00000337,20,2.27,45.4,2024-02-27,2024-03-22,2024-03-24,COMPLETED,
PO-00001342,PO-00001342,SUP-00000016,PRD-00000460,100,5.22,522.0,2024-03-07,2024-04-01,,PENDING,
PO-00001343,PO-00001343,SUP-00000049,PRD-00000277,100,18.16,1816.0,2024-05-11,2024-05-26,2024-06-05,COMPLETED,
PO-00001344,PO-00001344,SUP-00000036,PRD-00000372,200,4.26,852.0,2024-11-16,2024-11-30,2024-12-07,COMPLETED,
PO-00001345,PO-00001345,SUP-00000066,PRD-00000149,10,110.75,1107.5,2024-03-24,2024-04-08,2024-04-18,COMPLETED,
PO-00001346,PO-00001346,SUP-00000074,PRD-00000313,20,8.2,164.0,2024-09-30,2024-10-26,2024-11-04,COMPLETED,
PO-00001347,PO-00001347,SUP-00000068,PRD-00000002,25,4.53,113.25,2023-12-13,2023-12-21,2023-12-30,COMPLETED,
PO-00001348,PO-00001348,SUP-00000077,PRD-00000389,20,93.25,1865.0,2024-05-30,2024-06-10,2024-06-12,COMPLETED,
PO-00001349,PO-00001349,SUP-00000037,PRD-00000067,10,47.47,474.7,2023-10-09,2023-10-20,2023-10-27,COMPLETED,
PO-00001350,PO-00001350,SUP-00000061,PRD-00000374,50,7.14,357.0,2023-08-15,2023-08-30,2023-09-09,COMPLETED,
PO-00001351,PO-00001351,SUP-00000098,PRD-00000311,200,84.55,16910.0,2024-11-30,2024-12-25,2024-12-26,COMPLETED,
PO-00001352,PO-00001352,SUP-00000015,PRD-00000355,100,26.44,2644.0,2025-04-13,2025-05-07,2025-05-03,COMPLETED,
PO-00001353,PO-00001353,SUP-00000027,PRD-00000409,50,13.26,663.0,2024-05-05,2024-05-19,,PENDING,
PO-00001354,PO-00001354,SUP-00000056,PRD-00000331,100,3.83,383.0,2023-09-07,2023-09-25,2023-09-25,COMPLETED,
PO-00001355,PO-00001355,SUP-00000056,PRD-00000489,20,16.63,332.59999999999997,2023-11-30,2023-12-27,2024-01-02,COMPLETED,
PO-00001356,PO-00001356,SUP-00000086,PRD-00000340,20,5.12,102.4,2024-11-01,2024-11-16,2024-11-17,COMPLETED,
PO-00001357,PO-00001357,SUP-00000018,PRD-00000030,50,9.14,457.0,2025-02-10,2025-03-02,,CANCELLED,
PO-00001358,PO-00001358,SUP-00000089,PRD-00000043,200,14.34,2868.0,2023-10-26,2023-11-06,2023-11-05,COMPLETED,
PO-00001359,PO-00001359,SUP-00000043,PRD-00000375,20,13.28,265.59999999999997,2023-10-29,2023-11-26,,PENDING,
PO-00001360,PO-00001360,SUP-00000048,PRD-00000492,150,3.81,571.5,2025-05-07,2025-05-18,2025-05-15,COMPLETED,
PO-00001361,PO-00001361,SUP-00000063,PRD-00000060,150,4.66,699.0,2023-11-10,2023-11-22,2023-11-18,COMPLETED,
PO-00001362,PO-00001362,SUP-00000095,PRD-00000229,100,112.29,11229.0,2024-12-23,2025-01-13,,PENDING,
PO-00001363,PO-00001363,SUP-00000066,PRD-00000102,10,34.07,340.7,2024-01-14,2024-02-03,2024-02-04,COMPLETED,
PO-00001364,PO-00001364,SUP-00000045,PRD-00000275,25,27.58,689.5,2025-05-12,2025-05-28,2025-05-26,COMPLETED,
PO-00001365,PO-00001365,SUP-00000005,PRD-00000077,25,17.72,443.0,2024-04-17,2024-04-24,2024-05-01,COMPLETED,
PO-00001366,PO-00001366,SUP-00000056,PRD-00000321,25,8.86,221.5,2023-07-09,2023-08-03,2023-08-02,COMPLETED,
PO-00001367,PO-00001367,SUP-00000086,PRD-00000077,75,19.59,1469.25,2023-07-18,2023-08-12,2023-08-18,COMPLETED,
PO-00001368,PO-00001368,SUP-00000097,PRD-00000496,150,2.21,331.5,2023-09-06,2023-10-06,2023-10-01,COMPLETED,
PO-00001369,PO-00001369,SUP-00000037,PRD-00000413,100,2.63,263.0,2025-02-17,2025-03-11,2025-03-09,COMPLETED,
PO-00001370,PO-00001370,SUP-00000076,PRD-00000118,20,10.31,206.20000000000002,2024-01-12,2024-02-01,,PENDING,
PO-00001371,PO-00001371,SUP-00000040,PRD-00000282,100,4.72,472.0,2023-11-11,2023-11-24,2023-11-27,COMPLETED,
PO-00001372,PO-00001372,SUP-00000023,PRD-00000483,25,10.86,271.5,2024-11-05,2024-11-13,2024-11-19,COMPLETED,
PO-00001373,PO-00001373,SUP-00000060,PRD-00000315,200,30.18,6036.0,2024-11-18,2024-12-03,2024-11-29,COMPLETED,
PO-00001374,PO-00001374,SUP-00000051,PRD-00000227,150,40.14,6021.0,2025-02-24,2025-03-03,2025-03-02,COMPLETED,
PO-00001375,PO-00001375,SUP-00000099,PRD-00000065,20,114.01,2280.2000000000003,2024-03-24,2024-04-05,2024-03-31,COMPLETED,
PO-00001376,PO-00001376,SUP-00000054,PRD-00000114,75,15.39,1154.25,2023-08-30,2023-09-09,2023-09-15,COMPLETED,
PO-00001377,PO-00001377,SUP-00000074,PRD-00000465,200,140.5,28100.0,2025-04-16,2025-05-07,2025-05-11,COMPLETED,
PO-00001378,PO-00001378,SUP-00000031,PRD-00000319,100,14.96,1496.0,2025-05-24,2025-06-11,2025-06-19,COMPLETED,
PO-00001379,PO-00001379,SUP-00000086,PRD-00000432,50,42.51,2125.5,2023-10-17,2023-10-28,2023-10-31,COMPLETED,
PO-00001380,PO-00001380,SUP-00000046,PRD-00000237,10,17.62,176.20000000000002,2025-01-19,2025-01-27,2025-01-25,COMPLETED,
PO-00001381,PO-00001381,SUP-00000090,PRD-00000020,10,5.06,50.599999999999994,2024-08-26,2024-09-19,2024-09-28,COMPLETED,
PO-00001382,PO-00001382,SUP-00000057,PRD-00000205,20,40.67,813.4000000000001,2024-09-06,2024-09-29,2024-09-24,COMPLETED,
PO-00001383,PO-00001383,SUP-00000073,PRD-00000265,100,113.97,11397.0,2023-11-29,2023-12-24,2023-12-22,COMPLETED,
PO-00001384,PO-00001384,SUP-00000012,PRD-00000499,10,25.31,253.1,2024-01-17,2024-02-09,2024-02-18,COMPLETED,
PO-00001385,PO-00001385,SUP-00000061,PRD-00000053,10,3.12,31.200000000000003,2024-02-20,2024-03-08,2024-03-04,COMPLETED,
PO-00001386,PO-00001386,SUP-00000031,PRD-00000417,100,2.67,267.0,2024-04-08,2024-04-30,2024-05-07,COMPLETED,
PO-00001387,PO-00001387,SUP-00000094,PRD-00000090,50,25.42,1271.0,2025-01-29,2025-02-18,2025-02-24,COMPLETED,
PO-00001388,PO-00001388,SUP-00000095,PRD-00000229,150,109.96,16494.0,2024-11-20,2024-11-27,2024-11-22,COMPLETED,
PO-00001389,PO-00001389,SUP-00000091,PRD-00000171,50,5.06,252.99999999999997,2023-12-08,2023-12-29,,PENDING,
PO-00001390,PO-00001390,SUP-00000033,PRD-00000430,150,6.58,987.0,2023-11-30,2023-12-09,2023-12-06,COMPLETED,
PO-00001391,PO-00001391,SUP-00000008,PRD-00000269,25,100.8,2520.0,2024-10-29,2024-11-05,2024-11-08,COMPLETED,
PO-00001392,PO-00001392,SUP-00000055,PRD-00000207,150,53.1,7965.0,2024-06-03,2024-06-30,2024-06-27,COMPLETED,
PO-00001393,PO-00001393,SUP-00000029,PRD-00000408,10,11.96,119.60000000000001,2024-11-09,2024-12-07,2024-12-10,COMPLETED,
PO-00001394,PO-00001394,SUP-00000090,PRD-00000020,75,4.73,354.75000000000006,2025-01-07,2025-01-31,2025-02-03,COMPLETED,
PO-00001395,PO-00001395,SUP-00000079,PRD-00000294,100,6.24,624.0,2023-09-06,2023-09-23,2023-09-19,COMPLETED,
PO-00001396,PO-00001396,SUP-00000084,PRD-00000131,10,5.41,54.1,2024-04-30,2024-05-27,2024-06-06,COMPLETED,
PO-00001397,PO-00001397,SUP-00000084,PRD-00000476,200,27.61,5522.0,2025-04-24,2025-05-03,2025-05-12,COMPLETED,
PO-00001398,PO-00001398,SUP-00000023,PRD-00000351,150,75.7,11355.0,2025-01-20,2025-02-19,2025-02-27,COMPLETED,
PO-00001399,PO-00001399,SUP-00000074,PRD-00000465,20,121.43,2428.6000000000004,2024-11-08,2024-11-24,,PENDING,
PO-00001400,PO-00001400,SUP-00000013,PRD-00000249,75,15.17,1137.75,2023-12-26,2024-01-12,2024-01-13,COMPLETED,
PO-00001401,PO-00001401,SUP-00000078,PRD-00000378,20,13.72,274.40000000000003,2024-09-29,2024-10-06,2024-10-09,COMPLETED,
PO-00001402,PO-00001402,SUP-00000065,PRD-00000085,25,34.59,864.7500000000001,2024-10-21,2024-10-29,2024-10-29,COMPLETED,
PO-00001403,PO-00001403,SUP-00000083,PRD-00000055,150,13.94,2091.0,2023-12-10,2024-01-07,2024-01-02,COMPLETED,
PO-00001404,PO-00001404,SUP-00000035,PRD-00000323,75,12.77,957.75,2025-01-09,2025-01-18,2025-01-27,COMPLETED,
PO-00001405,PO-00001405,SUP-00000024,PRD-00000462,20,40.49,809.8000000000001,2024-09-28,2024-10-05,2024-10-09,COMPLETED,
PO-00001406,PO-00001406,SUP-00000084,PRD-00000476,20,30.53,610.6,2024-08-12,2024-08-27,2024-08-26,COMPLETED,
PO-00001407,PO-00001407,SUP-00000059,PRD-00000083,200,17.43,3486.0,2024-06-29,2024-07-22,2024-07-24,COMPLETED,
PO-00001408,PO-00001408,SUP-00000086,PRD-00000293,100,2.84,284.0,2023-07-12,2023-08-05,2023-07-31,COMPLETED,
