movement_id,product_id,warehouse_id,movement_date,movement_type,reference_type,reference_id,quantity_in,quantity_out,unit_cost,running_balance
5528,PRD-00000316,WH-002,2023-11-16,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005528,10,0,25.75,-26
5529,PRD-00000323,WH-002,2025-03-24,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005529,50,0,16.07,270
5530,PRD-00000099,WH-003,2024-08-22,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005530,50,0,22.68,290
5531,PRD-00000136,WH-003,2024-06-04,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005531,20,0,1.69,106
5532,PRD-00000381,WH-003,2024-09-03,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005532,25,0,51.49,93
5533,PRD-00000049,WH-003,2023-12-16,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005533,10,0,21.09,195
5534,PRD-00000244,WH-002,2025-03-08,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005534,200,0,25.81,213
5535,PRD-00000024,WH-001,2025-05-06,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005535,4,0,194.8,574
5536,PRD-00000024,WH-001,2025-05-03,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005536,16,0,194.8,570
5537,PRD-00000307,WH-003,2024-06-25,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005537,10,0,55.32,1
5538,PRD-00000327,WH-003,2024-03-05,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005538,25,0,58.96,164
5539,PRD-00000242,WH-001,2024-03-29,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005539,50,0,5.65,126
5540,PRD-00000077,WH-002,2025-01-06,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005540,25,0,22.53,299
5541,PRD-00000028,WH-002,2024-09-16,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005541,150,0,44.72,307
5542,PRD-00000496,WH-001,2024-10-17,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005542,100,0,2.24,145
5543,PRD-00000297,WH-003,2024-12-08,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005543,13,0,2.58,126
5544,PRD-00000297,WH-001,2024-12-05,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005544,31,0,2.58,109
5545,PRD-00000297,WH-003,2024-12-07,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005545,56,0,2.58,113
5546,PRD-00000366,WH-001,2025-06-11,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005546,200,0,20.93,250
5547,PRD-00000162,WH-002,2025-01-07,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005547,200,0,6.54,647
5548,PRD-00000059,WH-002,2024-04-10,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005548,20,0,26.71,12
5549,PRD-00000228,WH-003,2024-03-29,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005549,200,0,69.99,387
5550,PRD-00000350,WH-002,2024-06-04,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005550,150,0,7.2,109
5551,PRD-00000047,WH-003,2023-10-19,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005551,150,0,55.58,150
5552,PRD-00000106,WH-001,2023-11-28,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005552,20,0,25.16,20
5553,PRD-00000241,WH-002,2024-09-15,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005553,100,0,9.28,363
5554,PRD-00000292,WH-002,2023-12-11,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005554,100,0,3.42,125
5555,PRD-00000284,WH-002,2024-09-18,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005555,75,0,22.86,64
5556,PRD-00000156,WH-001,2024-04-08,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005556,20,0,30.14,58
5557,PRD-00000338,WH-002,2024-12-30,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005557,150,0,11.23,226
5558,PRD-00000330,WH-001,2023-09-28,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005558,75,0,22.5,55
5559,PRD-00000205,WH-001,2025-03-23,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005559,50,0,41.07,-95
5560,PRD-00000315,WH-003,2024-09-23,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005560,12,0,30.71,45
5561,PRD-00000315,WH-002,2024-09-24,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005561,38,0,30.71,375
5562,PRD-00000433,WH-002,2024-06-13,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005562,75,0,8.76,159
5563,PRD-00000051,WH-002,2024-05-31,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005563,75,0,4.42,34
5564,PRD-00000476,WH-002,2024-05-23,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005564,23,0,27.64,41
5565,PRD-00000476,WH-002,2024-05-24,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005565,7,0,27.64,48
5566,PRD-00000476,WH-002,2024-05-20,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005566,20,0,27.64,18
5567,PRD-00000324,WH-002,2025-02-01,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005567,10,0,30.25,25
5568,PRD-00000328,WH-001,2025-07-10,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005568,150,0,12.02,667
5569,PRD-00000028,WH-002,2024-04-19,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005569,50,0,55.12,160
5570,PRD-00000325,WH-003,2024-12-10,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005570,75,0,46.44,-27
5571,PRD-00000191,WH-003,2025-04-05,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005571,50,0,83.99,148
5572,PRD-00000258,WH-002,2024-07-29,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005572,25,0,14.77,69
5573,PRD-00000409,WH-003,2023-07-22,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005573,3,0,14.5,3
5574,PRD-00000409,WH-001,2023-07-28,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005574,2,0,14.5,2
5575,PRD-00000409,WH-003,2023-07-24,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005575,5,0,14.5,8
5576,PRD-00000043,WH-002,2025-04-24,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005576,4,0,16.69,186
5577,PRD-00000043,WH-002,2025-04-23,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005577,16,0,16.69,182
5578,PRD-00000138,WH-003,2023-08-11,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005578,5,0,10.36,5
5579,PRD-00000138,WH-003,2023-08-11,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005579,95,0,10.36,100
5580,PRD-00000017,WH-002,2024-01-01,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005580,80,0,2.5,63
5581,PRD-00000017,WH-003,2023-12-28,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005581,120,0,2.5,100
5582,PRD-00000380,WH-002,2025-04-29,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005582,75,0,4.78,358
5583,PRD-00000442,WH-002,2025-05-12,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005583,10,0,6.59,-79
5584,PRD-00000263,WH-001,2024-02-02,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005584,10,0,74.97,125
5585,PRD-00000492,WH-002,2025-03-01,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005585,20,0,3.81,160
5586,PRD-00000399,WH-001,2023-10-16,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005586,50,0,14.35,-41
5587,PRD-00000483,WH-003,2024-11-13,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005587,20,0,12.57,2
5588,PRD-00000048,WH-003,2024-12-19,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005588,75,0,13.95,80
5589,PRD-00000074,WH-001,2024-03-24,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005589,30,0,23.82,120
5590,PRD-00000074,WH-001,2024-03-26,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005590,70,0,23.82,190
5591,PRD-00000093,WH-003,2023-08-04,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005591,75,0,2.99,25
5592,PRD-00000225,WH-002,2024-08-08,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005592,88,0,116.16,33
5593,PRD-00000225,WH-001,2024-08-06,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005593,112,0,116.16,302
5594,PRD-00000317,WH-001,2023-09-17,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005594,35,0,17.27,29
5595,PRD-00000317,WH-003,2023-09-14,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005595,7,0,17.27,7
5596,PRD-00000317,WH-002,2023-09-19,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005596,33,0,17.27,33
5597,PRD-00000295,WH-003,2025-06-29,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005597,27,0,14.04,96
5598,PRD-00000295,WH-003,2025-06-25,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005598,73,0,14.04,69
5599,PRD-00000203,WH-001,2024-11-10,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005599,4,0,14.42,39
5600,PRD-00000203,WH-003,2024-11-10,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005600,21,0,14.42,328
5601,PRD-00000114,WH-002,2025-06-02,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005601,20,0,17.76,128
5602,PRD-00000044,WH-003,2025-06-03,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005602,100,0,25.09,132
5603,PRD-00000347,WH-001,2024-09-17,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005603,25,0,47.65,73
5604,PRD-00000365,WH-002,2023-12-24,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005604,20,0,40.05,-17
5605,PRD-00000439,WH-003,2024-04-12,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005605,1,0,13.33,-130
5606,PRD-00000439,WH-001,2024-04-16,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005606,9,0,13.33,92
5607,PRD-00000031,WH-003,2023-11-08,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005607,50,0,101.06,49
5608,PRD-00000288,WH-003,2023-12-28,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005608,50,0,12.29,79
5609,PRD-00000218,WH-001,2025-05-02,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005609,9,0,10.34,208
5610,PRD-00000218,WH-003,2025-05-02,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005610,16,0,10.34,233
5611,PRD-00000432,WH-002,2025-02-03,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005611,75,0,49.67,96
5612,PRD-00000277,WH-002,2024-05-11,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005612,50,0,17.5,37
5613,PRD-00000279,WH-003,2024-02-25,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005613,20,0,12.48,-37
5614,PRD-00000295,WH-002,2024-08-03,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005614,150,0,11.75,77
5615,PRD-00000439,WH-001,2024-03-09,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005615,10,0,10.97,83
5616,PRD-00000438,WH-001,2023-11-02,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005616,75,0,11.87,224
5617,PRD-00000030,WH-001,2025-03-23,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005617,75,0,8.01,303
5618,PRD-00000264,WH-001,2023-10-04,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005618,100,0,186.67,80
5619,PRD-00000052,WH-002,2023-08-29,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005619,8,0,3.03,45
5620,PRD-00000052,WH-003,2023-09-04,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005620,17,0,3.03,53
5621,PRD-00000052,WH-001,2023-09-04,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005621,25,0,3.03,182
5622,PRD-00000211,WH-002,2025-06-07,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005622,200,0,3.88,94
5623,PRD-00000303,WH-002,2023-08-25,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005623,49,0,82.65,49
5624,PRD-00000303,WH-001,2023-08-21,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005624,51,0,82.65,51
5625,PRD-00000372,WH-003,2023-09-11,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005625,50,0,3.63,58
5626,PRD-00000498,WH-001,2024-03-03,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005626,10,0,11.48,-37
5627,PRD-00000459,WH-003,2024-08-17,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005627,3,0,34.82,5
5628,PRD-00000459,WH-003,2024-08-17,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005628,72,0,34.82,77
5629,PRD-00000153,WH-001,2024-05-01,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005629,75,0,9.67,128
5630,PRD-00000451,WH-001,2024-06-04,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005630,10,0,5.86,219
5631,PRD-00000172,WH-002,2024-10-22,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005631,150,0,3.46,420
5632,PRD-00000013,WH-001,2023-08-24,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005632,2,0,2.92,148
5633,PRD-00000013,WH-001,2023-08-25,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005633,23,0,2.92,170
5634,PRD-00000276,WH-003,2024-04-13,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005634,150,0,22.51,330
5635,PRD-00000488,WH-003,2025-01-17,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005635,43,0,14.12,169
5636,PRD-00000488,WH-001,2025-01-20,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005636,157,0,14.12,196
5637,PRD-00000135,WH-001,2024-06-08,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005637,25,0,10.98,-54
5638,PRD-00000463,WH-001,2025-06-02,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005638,100,0,99.71,7
5639,PRD-00000005,WH-003,2024-09-05,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005639,4,0,44.84,27
5640,PRD-00000005,WH-001,2024-09-07,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005640,2,0,44.84,198
5641,PRD-00000005,WH-002,2024-09-07,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005641,4,0,44.84,-56
5642,PRD-00000308,WH-002,2023-08-03,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005642,10,0,60.99,10
5643,PRD-00000443,WH-003,2024-07-15,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005643,75,0,19.15,30
5644,PRD-00000184,WH-003,2023-08-30,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005644,75,0,158.51,75
5645,PRD-00000020,WH-001,2024-04-14,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005645,75,0,4.92,15
5646,PRD-00000198,WH-002,2025-01-24,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005646,75,0,14.38,3
5647,PRD-00000209,WH-002,2025-02-16,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005647,75,0,22.34,238
5648,PRD-00000203,WH-002,2024-09-11,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005648,25,0,13.59,21
5649,PRD-00000058,WH-003,2024-08-19,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005649,20,0,12.03,0
5650,PRD-00000031,WH-001,2025-03-12,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005650,100,0,100.45,332
5651,PRD-00000174,WH-001,2023-10-14,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005651,74,0,8.97,200
5652,PRD-00000174,WH-001,2023-10-12,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005652,126,0,8.97,126
5653,PRD-00000351,WH-002,2024-12-10,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005653,200,0,90.6,352
5654,PRD-00000420,WH-003,2024-02-27,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005654,10,0,5.46,-6
5655,PRD-00000299,WH-002,2024-01-09,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005655,150,0,31.15,154
5656,PRD-00000052,WH-002,2024-05-04,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005656,75,0,3.82,70
5657,PRD-00000188,WH-001,2023-10-23,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005657,75,0,55.27,208
5658,PRD-00000261,WH-002,2024-03-28,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005658,20,0,66.81,40
5659,PRD-00000483,WH-002,2025-04-06,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005659,200,0,14.76,363
5660,PRD-00000466,WH-001,2025-03-10,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005660,4,0,32.47,215
5661,PRD-00000466,WH-001,2025-03-16,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005661,6,0,32.47,221
5662,PRD-00000436,WH-003,2025-03-02,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005662,150,0,19.25,304
5663,PRD-00000287,WH-001,2025-05-23,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005663,200,0,59.49,381
5664,PRD-00000204,WH-002,2024-04-13,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005664,200,0,27.03,135
5665,PRD-00000232,WH-003,2023-12-15,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005665,100,0,39.32,25
5666,PRD-00000438,WH-002,2025-02-02,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005666,20,0,11.37,173
5667,PRD-00000223,WH-002,2024-08-19,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005667,150,0,76.4,129
5668,PRD-00000302,WH-001,2024-01-01,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005668,11,0,52.11,31
5669,PRD-00000302,WH-003,2024-01-01,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005669,39,0,52.11,98
5670,PRD-00000176,WH-001,2025-03-01,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005670,20,0,1.66,146
5671,PRD-00000272,WH-003,2024-10-13,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005671,150,0,50.14,99
5672,PRD-00000322,WH-002,2024-03-10,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005672,150,0,6.14,349
5673,PRD-00000029,WH-001,2023-08-22,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005673,100,0,138.97,100
5674,PRD-00000493,WH-003,2023-09-04,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005674,75,0,3.4,25
5675,PRD-00000235,WH-001,2025-04-20,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005675,25,0,25.91,-33
5676,PRD-00000479,WH-002,2024-07-20,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005676,40,0,12.98,283
5677,PRD-00000479,WH-002,2024-07-17,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005677,60,0,12.98,243
5678,PRD-00000200,WH-003,2024-07-13,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005678,50,0,4.24,-5
5679,PRD-00000002,WH-002,2024-07-08,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005679,10,0,5.4,146
5680,PRD-00000083,WH-003,2025-04-30,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005680,200,0,13.31,300
5681,PRD-00000244,WH-002,2025-02-11,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005681,100,0,31.24,13
5682,PRD-00000431,WH-001,2023-08-12,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005682,150,0,105.62,150
5683,PRD-00000136,WH-002,2024-07-23,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005683,32,0,1.79,-3
5684,PRD-00000136,WH-003,2024-07-22,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005684,18,0,1.79,74
5685,PRD-00000136,WH-003,2024-07-22,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005685,25,0,1.79,99
5686,PRD-00000309,WH-001,2024-03-18,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005686,20,0,99.93,30
5687,PRD-00000349,WH-001,2024-11-29,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005687,75,0,97.22,258
5688,PRD-00000289,WH-001,2025-06-11,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005688,20,0,18.78,-28
5689,PRD-00000438,WH-001,2024-01-19,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005689,25,0,11.06,204
5690,PRD-00000311,WH-001,2024-11-21,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005690,100,0,81.98,202
5691,PRD-00000107,WH-002,2023-08-18,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005691,200,0,51.31,185
5692,PRD-00000387,WH-001,2024-11-27,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005692,10,0,43.96,325
5693,PRD-00000294,WH-003,2023-11-09,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005693,1,0,7.08,99
5694,PRD-00000294,WH-002,2023-11-12,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005694,12,0,7.08,162
5695,PRD-00000294,WH-001,2023-11-11,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005695,62,0,7.08,52
5696,PRD-00000345,WH-003,2025-04-01,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005696,100,0,123.39,57
5697,PRD-00000294,WH-002,2023-08-23,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005697,150,0,7.71,150
5698,PRD-00000278,WH-001,2023-10-25,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005698,200,0,16.06,200
5699,PRD-00000303,WH-001,2025-05-11,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005699,20,0,88.6,130
5700,PRD-00000349,WH-002,2025-02-21,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005700,75,0,97.75,100
5701,PRD-00000147,WH-003,2024-12-01,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005701,75,0,39.36,288
5702,PRD-00000322,WH-001,2023-08-19,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005702,1,0,6.15,116
5703,PRD-00000322,WH-001,2023-08-16,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005703,9,0,6.15,115
5704,PRD-00000244,WH-001,2025-03-02,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005704,20,0,34.42,275
5705,PRD-00000082,WH-002,2024-06-28,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005705,5,0,5.55,46
5706,PRD-00000082,WH-003,2024-06-27,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005706,5,0,5.55,238
5707,PRD-00000228,WH-001,2025-05-28,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005707,3,0,69.29,-3
5708,PRD-00000228,WH-002,2025-06-02,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005708,72,0,69.29,177
5709,PRD-00000354,WH-003,2025-03-01,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005709,12,0,21.93,16
5710,PRD-00000354,WH-001,2025-03-02,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005710,13,0,21.93,12
5711,PRD-00000496,WH-001,2024-12-07,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005711,46,0,1.76,171
5712,PRD-00000496,WH-003,2024-12-09,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005712,13,0,1.76,137
5713,PRD-00000496,WH-001,2024-12-07,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005713,141,0,1.76,312
5714,PRD-00000471,WH-003,2024-10-13,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005714,10,0,85.64,78
5715,PRD-00000306,WH-001,2024-05-07,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005715,150,0,23.36,120
5716,PRD-00000113,WH-001,2024-04-22,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005716,10,0,8.33,5
5717,PRD-00000236,WH-001,2024-05-01,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005717,7,0,18.23,27
5718,PRD-00000236,WH-003,2024-04-30,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005718,13,0,18.23,13
5719,PRD-00000150,WH-002,2024-05-30,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005719,50,0,9.69,110
5720,PRD-00000190,WH-002,2023-08-17,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005720,20,0,7.47,18
5721,PRD-00000190,WH-002,2023-10-13,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005721,56,0,7.9,113
5722,PRD-00000190,WH-001,2023-10-09,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005722,144,0,7.9,93
5723,PRD-00000231,WH-002,2024-12-03,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005723,150,0,103.37,355
5724,PRD-00000362,WH-003,2024-03-23,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005724,15,0,4.9,214
5725,PRD-00000362,WH-002,2024-03-21,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005725,35,0,4.9,-113
5726,PRD-00000043,WH-001,2024-05-19,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005726,20,0,17.48,132
5727,PRD-00000040,WH-001,2024-01-10,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005727,25,0,6.29,18
5728,PRD-00000008,WH-002,2025-01-11,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005728,72,0,9.03,148
5729,PRD-00000008,WH-002,2025-01-12,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005729,6,0,9.03,154
5730,PRD-00000008,WH-003,2025-01-11,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005730,72,0,9.03,504
5731,PRD-00000500,WH-002,2023-08-26,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005731,50,0,5.04,35
5732,PRD-00000033,WH-002,2024-06-25,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005732,10,0,10.47,-50
5733,PRD-00000383,WH-003,2025-03-03,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005733,20,0,85.3,-104
5734,PRD-00000408,WH-002,2024-09-14,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005734,60,0,12.61,263
5735,PRD-00000408,WH-001,2024-09-11,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005735,140,0,12.61,70
5736,PRD-00000468,WH-002,2024-11-14,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005736,150,0,52.63,128
5737,PRD-00000087,WH-002,2024-04-04,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005737,75,0,48.13,55
5738,PRD-00000451,WH-001,2024-12-07,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005738,25,0,5.37,267
5739,PRD-00000291,WH-001,2024-11-29,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005739,100,0,4.67,210
5740,PRD-00000252,WH-003,2024-04-03,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005740,18,0,3.92,-7
5741,PRD-00000252,WH-003,2024-04-05,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005741,82,0,3.92,75
5742,PRD-00000462,WH-001,2025-04-19,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005742,75,0,50.89,133
5743,PRD-00000253,WH-002,2023-09-28,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005743,10,0,3.21,57
5744,PRD-00000034,WH-002,2025-06-09,GOODS_RECEIPT,GOODS_RECEIPT,GR-00005744,1,0,21.8,-30
