invoice_id,invoice_number,so_id,invoice_date,due_date,total_amount,amount_paid,status,payment_terms_days
INV-00001023,INV-00001023,SO-00001077,2024-02-18,2024-04-03,45.64,45.64,PAID,45
INV-00001024,INV-00001024,SO-00001078,2025-06-17,2025-08-16,95.52,95.52,PAID,60
INV-00001025,INV-00001025,SO-00001079,2024-03-21,2024-05-05,716.6,0.0,OPEN,45
INV-00001026,INV-00001026,SO-00001080,2024-09-28,2024-10-13,658.85,0.0,OPEN,15
INV-00001027,INV-00001027,SO-00001081,2025-05-01,2025-05-16,1847.6,1847.6,PAID,15
INV-00001028,INV-00001028,SO-00001082,2023-10-31,2023-11-15,740.4,314.89,PARTIAL,15
INV-00001029,INV-00001029,SO-00001083,2024-04-04,2024-04-19,309.45,0.0,OPEN,15
INV-00001030,INV-00001030,SO-00001084,2024-01-27,2024-03-27,61.58,0.0,OPEN,60
INV-00001031,INV-00001031,SO-00001085,2024-02-04,2024-03-05,160.68,160.68,PAID,30
INV-00001032,INV-00001032,SO-00001086,2025-02-16,2025-04-02,345.83,0.0,OPEN,45
INV-00001033,INV-00001033,SO-00001087,2023-12-12,2024-01-26,1031.05,1031.05,PAID,45
INV-00001034,INV-00001034,SO-00001088,2024-11-26,2025-01-10,43.45,43.45,PAID,45
INV-00001035,INV-00001035,SO-00001089,2024-03-30,2024-04-29,146.24,146.24,PAID,30
INV-00001036,INV-00001036,SO-00001090,2023-10-15,2023-12-14,502.9,502.9,PAID,60
INV-00001037,INV-00001037,SO-00001091,2024-01-02,2024-02-01,431.81,216.52,PARTIAL,30
INV-00001038,INV-00001038,SO-00001092,2024-03-11,2024-03-26,732.57,0.0,OVERDUE,15
INV-00001039,INV-00001039,SO-00001093,2024-04-17,2024-05-02,316.2,0.0,OPEN,15
INV-00001040,INV-00001040,SO-00001094,2023-07-03,2023-08-02,59.43,0.0,OPEN,30
INV-00001041,INV-00001041,SO-00001095,2025-04-02,2025-06-01,81.03,0.0,OPEN,60
INV-00001042,INV-00001042,SO-00001096,2024-09-15,2024-10-15,442.0,0.0,OPEN,30
INV-00001043,INV-00001043,SO-00001097,2024-03-18,2024-05-02,4773.5,4773.5,PAID,45
INV-00001044,INV-00001044,SO-00001098,2024-03-27,2024-04-26,28.3,28.3,PAID,30
INV-00001045,INV-00001045,SO-00001099,2024-08-17,2024-10-16,44.8,0.0,OPEN,60
INV-00001046,INV-00001046,SO-00001100,2024-07-31,2024-08-30,1014.5,426.98,PARTIAL,30
INV-00001047,INV-00001047,SO-00001101,2023-12-02,2024-01-01,1150.51,0.0,OVERDUE,30
INV-00001048,INV-00001048,SO-00001102,2023-12-19,2024-02-17,179.67,179.67,PAID,60
INV-00001049,INV-00001049,SO-00001103,2024-03-08,2024-05-07,11.16,11.16,PAID,60
INV-00001050,INV-00001050,SO-00001105,2023-10-04,2023-10-19,159.94,0.0,OPEN,15
INV-00001051,INV-00001051,SO-00001106,2025-03-22,2025-04-06,168.75,168.75,PAID,15
INV-00001052,INV-00001052,SO-00001107,2023-09-11,2023-09-26,454.6,0.0,OPEN,15
INV-00001053,INV-00001053,SO-00001108,2025-01-31,2025-04-01,5032.5,0.0,OPEN,60
INV-00001054,INV-00001054,SO-00001109,2024-06-24,2024-07-24,981.0,0.0,OVERDUE,30
INV-00001055,INV-00001055,SO-00001110,2025-04-02,2025-04-17,1023.3,0.0,OVERDUE,15
INV-00001056,INV-00001056,SO-00001111,2024-08-24,2024-10-08,1286.75,0.0,OPEN,45
INV-00001057,INV-00001057,SO-00001112,2023-08-16,2023-10-15,4107.5,2616.16,PARTIAL,60
INV-00001058,INV-00001058,SO-00001113,2024-06-30,2024-08-29,45.37,45.37,PAID,60
INV-00001059,INV-00001059,SO-00001115,2024-08-07,2024-09-21,145.5,0.0,OPEN,45
INV-00001060,INV-00001060,SO-00001116,2023-12-21,2024-01-05,83.1,0.0,OPEN,15
INV-00001061,INV-00001061,SO-00001117,2024-01-10,2024-02-24,143.06,143.06,PAID,45
INV-00001062,INV-00001062,SO-00001118,2024-07-17,2024-09-15,384.15,129.52,PARTIAL,60
INV-00001063,INV-00001063,SO-00001119,2024-01-16,2024-01-31,110.85,110.85,PAID,15
INV-00001064,INV-00001064,SO-00001120,2024-12-18,2025-01-17,10347.5,10347.5,PAID,30
INV-00001065,INV-00001065,SO-00001121,2023-10-24,2023-12-08,130.85,0.0,OPEN,45
INV-00001066,INV-00001066,SO-00001122,2024-11-28,2025-01-27,71.13,71.13,PAID,60
INV-00001067,INV-00001067,SO-00001123,2025-03-30,2025-05-29,1579.7,1579.7,PAID,60
INV-00001068,INV-00001068,SO-00001124,2024-12-10,2025-01-24,29.18,29.18,PAID,45
INV-00001069,INV-00001069,SO-00001125,2024-06-02,2024-08-01,652.95,652.95,PAID,60
INV-00001070,INV-00001070,SO-00001126,2024-06-19,2024-07-04,329.6,0.0,OPEN,15
INV-00001071,INV-00001071,SO-00001127,2025-01-10,2025-02-24,644.89,0.0,OPEN,45
INV-00001072,INV-00001072,SO-00001128,2024-10-06,2024-11-20,189.73,0.0,OPEN,45
INV-00001073,INV-00001073,SO-00001129,2024-12-29,2025-01-28,496.55,0.0,OPEN,30
INV-00001074,INV-00001074,SO-00001130,2025-02-06,2025-03-08,41.42,0.0,OPEN,30
INV-00001075,INV-00001075,SO-00001131,2024-02-29,2024-04-14,576.75,0.0,OPEN,45
INV-00001076,INV-00001076,SO-00001132,2024-12-07,2025-01-21,105.02,0.0,OPEN,45
INV-00001077,INV-00001077,SO-00001133,2025-04-15,2025-05-30,692.0,0.0,OPEN,45
INV-00001078,INV-00001078,SO-00001134,2023-08-11,2023-08-26,304.9,0.0,OPEN,15
INV-00001079,INV-00001079,SO-00001135,2024-10-09,2024-11-08,81.4,0.0,OPEN,30
INV-00001080,INV-00001080,SO-00001136,2023-09-17,2023-11-16,108.5,0.0,OPEN,60
INV-00001081,INV-00001081,SO-00001138,2024-11-09,2024-12-24,513.3,513.3,PAID,45
INV-00001082,INV-00001082,SO-00001139,2024-08-10,2024-09-24,9.23,0.0,OPEN,45
INV-00001083,INV-00001083,SO-00001140,2024-05-28,2024-07-27,629.0,0.0,OVERDUE,60
INV-00001084,INV-00001084,SO-00001141,2024-07-23,2024-08-07,398.4,205.48,PARTIAL,15
INV-00001085,INV-00001085,SO-00001142,2024-04-10,2024-06-09,207.3,0.0,OVERDUE,60
INV-00001086,INV-00001086,SO-00001143,2024-01-03,2024-01-18,261.5,101.93,PARTIAL,15
INV-00001087,INV-00001087,SO-00001144,2024-03-25,2024-05-24,1171.05,361.95,PARTIAL,60
INV-00001088,INV-00001088,SO-00001145,2023-09-25,2023-11-24,18.05,18.05,PAID,60
INV-00001089,INV-00001089,SO-00001146,2024-01-25,2024-03-25,165.54,165.54,PAID,60
INV-00001090,INV-00001090,SO-00001147,2025-04-29,2025-06-28,517.5,0.0,OPEN,60
INV-00001091,INV-00001091,SO-00001148,2023-10-14,2023-11-28,79.67,79.67,PAID,45
INV-00001092,INV-00001092,SO-00001149,2024-08-18,2024-10-17,1489.65,0.0,OPEN,60
INV-00001093,INV-00001093,SO-00001150,2024-07-27,2024-08-11,7.66,0.0,OPEN,15
INV-00001094,INV-00001094,SO-00001151,2025-05-05,2025-06-04,1070.75,0.0,OPEN,30
INV-00001095,INV-00001095,SO-00001152,2024-09-18,2024-11-02,741.9,0.0,OPEN,45
INV-00001096,INV-00001096,SO-00001153,2023-10-17,2023-11-16,6.9,0.0,OVERDUE,30
INV-00001097,INV-00001097,SO-00001154,2023-09-11,2023-09-26,15.42,0.0,OVERDUE,15
INV-00001098,INV-00001098,SO-00001155,2025-02-18,2025-04-19,2388.0,1400.2,PARTIAL,60
INV-00001099,INV-00001099,SO-00001156,2024-12-10,2025-01-09,7754.02,0.0,OPEN,30
INV-00001100,INV-00001100,SO-00001157,2023-07-11,2023-07-26,1753.94,1753.94,PAID,15
INV-00001101,INV-00001101,SO-00001158,2024-08-06,2024-10-05,739.4,432.27,PARTIAL,60
INV-00001102,INV-00001102,SO-00001159,2024-08-01,2024-09-15,87.55,0.0,OPEN,45
INV-00001103,INV-00001103,SO-00001160,2024-05-21,2024-06-20,32.67,32.67,PAID,30
INV-00001104,INV-00001104,SO-00001161,2025-05-02,2025-06-01,196.75,0.0,OVERDUE,30
INV-00001105,INV-00001105,SO-00001162,2023-07-19,2023-09-17,464.55,0.0,OPEN,60
INV-00001106,INV-00001106,SO-00001163,2025-02-20,2025-04-21,374.25,0.0,OPEN,60
INV-00001107,INV-00001107,SO-00001164,2023-09-18,2023-10-18,1896.22,1896.22,PAID,30
INV-00001108,INV-00001108,SO-00001165,2024-01-30,2024-02-29,75.2,0.0,OPEN,30
INV-00001109,INV-00001109,SO-00001166,2024-04-10,2024-06-09,383.02,383.02,PAID,60
INV-00001110,INV-00001110,SO-00001167,2023-11-03,2023-12-03,48.34,0.0,OPEN,30
INV-00001111,INV-00001111,SO-00001168,2025-05-13,2025-06-27,244.52,244.52,PAID,45
INV-00001112,INV-00001112,SO-00001169,2025-02-08,2025-02-23,5.62,3.87,PARTIAL,15
INV-00001113,INV-00001113,SO-00001170,2024-10-02,2024-11-16,574.75,0.0,OVERDUE,45
INV-00001114,INV-00001114,SO-00001171,2025-04-06,2025-05-21,12.66,7.59,PARTIAL,45
INV-00001115,INV-00001115,SO-00001172,2024-11-01,2024-12-16,3643.02,0.0,OPEN,45
INV-00001116,INV-00001116,SO-00001173,2024-12-07,2025-01-06,981.88,602.38,PARTIAL,30
INV-00001117,INV-00001117,SO-00001175,2025-03-05,2025-05-04,289.25,289.25,PAID,60
INV-00001118,INV-00001118,SO-00001176,2024-05-28,2024-07-27,4107.5,4107.5,PAID,60
INV-00001119,INV-00001119,SO-00001177,2023-11-27,2023-12-12,10.54,0.0,OVERDUE,15
INV-00001120,INV-00001120,SO-00001178,2024-03-25,2024-04-09,233.3,0.0,OVERDUE,15
INV-00001121,INV-00001121,SO-00001179,2023-11-12,2023-11-27,56.7,0.0,OVERDUE,15
INV-00001122,INV-00001122,SO-00001180,2023-12-13,2024-01-27,626.54,0.0,OPEN,45
INV-00001123,INV-00001123,SO-00001181,2024-12-29,2025-01-13,40.25,0.0,OPEN,15
INV-00001124,INV-00001124,SO-00001182,2023-11-24,2023-12-09,102.11,0.0,OPEN,15
INV-00001125,INV-00001125,SO-00001184,2025-01-30,2025-03-01,225.25,0.0,OPEN,30
INV-00001126,INV-00001126,SO-00001185,2024-02-21,2024-04-06,254.08,94.98,PARTIAL,45
INV-00001127,INV-00001127,SO-00001186,2023-12-24,2024-02-07,2115.89,2115.89,PAID,45
INV-00001128,INV-00001128,SO-00001187,2025-01-06,2025-03-07,18.54,0.0,OPEN,60
INV-00001129,INV-00001129,SO-00001188,2024-02-15,2024-03-16,27.24,27.24,PAID,30
INV-00001130,INV-00001130,SO-00001189,2025-03-08,2025-04-07,2226.0,0.0,OVERDUE,30
INV-00001131,INV-00001131,SO-00001190,2023-12-30,2024-02-28,335.5,0.0,OVERDUE,60
INV-00001132,INV-00001132,SO-00001192,2024-10-05,2024-10-20,1458.0,1458.0,PAID,15
INV-00001133,INV-00001133,SO-00001194,2024-03-24,2024-04-23,854.0,854.0,PAID,30
INV-00001134,INV-00001134,SO-00001196,2025-06-17,2025-08-16,95.47,0.0,OPEN,60
INV-00001135,INV-00001135,SO-00001197,2024-01-18,2024-03-18,428.3,428.3,PAID,60
INV-00001136,INV-00001136,SO-00001198,2025-05-05,2025-06-19,1138.5,1138.5,PAID,45
INV-00001137,INV-00001137,SO-00001199,2025-01-18,2025-03-19,1541.25,0.0,OPEN,60
INV-00001138,INV-00001138,SO-00001200,2024-04-28,2024-06-12,979.5,0.0,OPEN,45
INV-00001139,INV-00001139,SO-00001201,2024-02-21,2024-04-06,3374.25,3374.25,PAID,45
INV-00001140,INV-00001140,SO-00001202,2024-10-02,2024-12-01,2081.25,2081.25,PAID,60
INV-00001141,INV-00001141,SO-00001203,2024-03-02,2024-05-01,230.45,230.45,PAID,60
INV-00001142,INV-00001142,SO-00001204,2023-07-21,2023-09-04,379.88,179.71,PARTIAL,45
INV-00001143,INV-00001143,SO-00001205,2023-08-05,2023-08-20,2620.94,0.0,OVERDUE,15
INV-00001144,INV-00001144,SO-00001206,2025-01-29,2025-02-28,20.81,20.81,PAID,30
INV-00001145,INV-00001145,SO-00001207,2025-05-10,2025-06-24,64.2,0.0,OPEN,45
INV-00001146,INV-00001146,SO-00001208,2023-10-19,2023-11-03,27.6,27.6,PAID,15
INV-00001147,INV-00001147,SO-00001209,2024-06-04,2024-06-19,80.62,80.62,PAID,15
INV-00001148,INV-00001148,SO-00001210,2024-06-09,2024-07-09,199.65,199.65,PAID,30
INV-00001149,INV-00001149,SO-00001211,2024-01-24,2024-02-23,153.77,0.0,OVERDUE,30
INV-00001150,INV-00001150,SO-00001212,2024-08-27,2024-10-26,3524.26,0.0,OPEN,60
INV-00001151,INV-00001151,SO-00001213,2024-05-15,2024-06-29,304.9,304.9,PAID,45
INV-00001152,INV-00001152,SO-00001214,2024-05-18,2024-07-17,1105.0,471.11,PARTIAL,60
INV-00001153,INV-00001153,SO-00001215,2024-06-24,2024-08-23,26.26,0.0,OPEN,60
INV-00001154,INV-00001154,SO-00001216,2024-01-23,2024-03-08,140.4,140.4,PAID,45
INV-00001155,INV-00001155,SO-00001217,2023-12-29,2024-01-13,158.24,0.0,OVERDUE,15
INV-00001156,INV-00001156,SO-00001218,2023-11-26,2023-12-11,18.4,0.0,OPEN,15
INV-00001157,INV-00001157,SO-00001220,2023-07-15,2023-08-29,326.5,0.0,OPEN,45
INV-00001158,INV-00001158,SO-00001222,2024-12-01,2025-01-15,105.7,0.0,OPEN,45
INV-00001159,INV-00001159,SO-00001223,2024-10-27,2024-12-26,51.25,51.25,PAID,60
INV-00001160,INV-00001160,SO-00001224,2025-05-07,2025-06-21,318.47,318.47,PAID,45
INV-00001161,INV-00001161,SO-00001225,2024-01-22,2024-02-06,5203.35,5203.35,PAID,15
INV-00001162,INV-00001162,SO-00001226,2024-11-27,2024-12-12,87.0,0.0,OPEN,15
INV-00001163,INV-00001163,SO-00001227,2023-11-25,2024-01-09,4.98,4.98,PAID,45
INV-00001164,INV-00001164,SO-00001228,2024-03-14,2024-05-13,5.1,0.0,OPEN,60
INV-00001165,INV-00001165,SO-00001229,2024-03-18,2024-04-02,14.32,6.04,PARTIAL,15
INV-00001166,INV-00001166,SO-00001230,2025-02-16,2025-03-03,1023.4,1023.4,PAID,15
INV-00001167,INV-00001167,SO-00001232,2024-08-16,2024-09-15,56.07,19.89,PARTIAL,30
INV-00001168,INV-00001168,SO-00001233,2024-09-04,2024-10-04,40.36,27.12,PARTIAL,30
INV-00001169,INV-00001169,SO-00001234,2023-11-17,2024-01-16,2100.6,0.0,OPEN,60
INV-00001170,INV-00001170,SO-00001235,2025-02-14,2025-03-31,26.72,0.0,OPEN,45
INV-00001171,INV-00001171,SO-00001236,2023-11-02,2023-12-17,2246.1,2246.1,PAID,45
INV-00001172,INV-00001172,SO-00001237,2023-09-09,2023-10-09,113.02,0.0,OVERDUE,30
INV-00001173,INV-00001173,SO-00001238,2024-02-19,2024-03-05,458.5,0.0,OPEN,15
INV-00001174,INV-00001174,SO-00001239,2025-05-03,2025-06-17,1965.9,1965.9,PAID,45
INV-00001175,INV-00001175,SO-00001240,2025-03-25,2025-04-24,4585.0,4585.0,PAID,30
INV-00001176,INV-00001176,SO-00001241,2025-05-29,2025-07-13,56.78,56.78,PAID,45
INV-00001177,INV-00001177,SO-00001242,2024-07-05,2024-08-04,2673.5,0.0,OPEN,30
INV-00001178,INV-00001178,SO-00001243,2023-10-21,2023-12-05,1293.0,0.0,OPEN,45
INV-00001179,INV-00001179,SO-00001244,2024-11-29,2025-01-28,465.3,465.3,PAID,60
INV-00001180,INV-00001180,SO-00001245,2024-10-21,2024-12-05,233.0,93.7,PARTIAL,45
INV-00001181,INV-00001181,SO-00001246,2024-03-16,2024-05-15,66.54,66.54,PAID,60
INV-00001182,INV-00001182,SO-00001247,2024-12-08,2025-01-07,366.9,203.38,PARTIAL,30
INV-00001183,INV-00001183,SO-00001248,2024-11-25,2025-01-24,4896.0,3166.3,PARTIAL,60
INV-00001184,INV-00001184,SO-00001249,2024-12-27,2025-01-11,79.1,0.0,OVERDUE,15
INV-00001185,INV-00001185,SO-00001250,2024-04-18,2024-05-03,8.18,0.0,OPEN,15
INV-00001186,INV-00001186,SO-00001251,2024-12-26,2025-01-10,1232.75,372.67,PARTIAL,15
INV-00001187,INV-00001187,SO-00001253,2025-01-13,2025-02-12,1479.6,0.0,OPEN,30
INV-00001188,INV-00001188,SO-00001254,2024-02-03,2024-03-04,145.5,0.0,OPEN,30
INV-00001189,INV-00001189,SO-00001255,2025-01-13,2025-02-12,118.43,118.43,PAID,30
INV-00001190,INV-00001190,SO-00001256,2024-04-29,2024-05-29,393.29,0.0,OPEN,30
INV-00001191,INV-00001191,SO-00001257,2025-02-28,2025-03-15,121.99,121.99,PAID,15
INV-00001192,INV-00001192,SO-00001258,2023-12-24,2024-02-22,110.05,0.0,OPEN,60
INV-00001193,INV-00001193,SO-00001259,2024-05-15,2024-06-14,114.04,0.0,OPEN,30
INV-00001194,INV-00001194,SO-00001261,2025-06-12,2025-08-11,35.89,0.0,OPEN,60
INV-00001195,INV-00001195,SO-00001262,2023-12-10,2024-02-08,1012.54,0.0,OPEN,60
INV-00001196,INV-00001196,SO-00001263,2024-01-28,2024-02-12,1575.56,0.0,OPEN,15
INV-00001197,INV-00001197,SO-00001264,2024-07-16,2024-09-14,71.66,36.12,PARTIAL,60
INV-00001198,INV-00001198,SO-00001265,2025-05-29,2025-07-13,2124.3,2124.3,PAID,45
INV-00001199,INV-00001199,SO-00001266,2024-05-29,2024-07-28,200.61,0.0,OPEN,60
INV-00001200,INV-00001200,SO-00001267,2025-01-14,2025-01-29,751.2,516.99,PARTIAL,15
INV-00001201,INV-00001201,SO-00001269,2024-03-10,2024-05-09,716.0,0.0,OPEN,60
INV-00001202,INV-00001202,SO-00001270,2023-07-21,2023-09-19,4675.25,0.0,OPEN,60
INV-00001203,INV-00001203,SO-00001271,2024-12-29,2025-02-12,202.35,202.35,PAID,45
INV-00001204,INV-00001204,SO-00001272,2024-10-16,2024-12-15,409.0,0.0,OPEN,60
INV-00001205,INV-00001205,SO-00001273,2025-05-15,2025-06-14,314.4,314.4,PAID,30
INV-00001206,INV-00001206,SO-00001274,2023-09-28,2023-10-13,501.6,0.0,OPEN,15
INV-00001207,INV-00001207,SO-00001275,2024-05-08,2024-06-07,264.25,0.0,OVERDUE,30
INV-00001208,INV-00001208,SO-00001276,2024-05-25,2024-07-24,887.6,0.0,OVERDUE,60
INV-00001209,INV-00001209,SO-00001277,2024-09-03,2024-11-02,122.42,45.8,PARTIAL,60
INV-00001210,INV-00001210,SO-00001278,2025-02-19,2025-04-20,184.2,0.0,OPEN,60
INV-00001211,INV-00001211,SO-00001279,2025-05-23,2025-06-22,3877.5,1939.58,PARTIAL,30
INV-00001212,INV-00001212,SO-00001280,2023-08-15,2023-09-29,171.0,106.92,PARTIAL,45
INV-00001213,INV-00001213,SO-00001281,2024-07-02,2024-08-16,528.5,528.5,PAID,45
INV-00001214,INV-00001214,SO-00001282,2025-02-03,2025-04-04,3923.5,3923.5,PAID,60
INV-00001215,INV-00001215,SO-00001283,2023-08-06,2023-08-21,51.7,0.0,OPEN,15
INV-00001216,INV-00001216,SO-00001284,2025-06-23,2025-07-23,9829.5,0.0,OVERDUE,30
INV-00001217,INV-00001217,SO-00001285,2024-02-29,2024-04-29,444.5,444.5,PAID,60
INV-00001218,INV-00001218,SO-00001286,2024-05-29,2024-07-28,1952.33,697.02,PARTIAL,60
INV-00001219,INV-00001219,SO-00001287,2024-02-17,2024-04-02,51.54,0.0,OPEN,45
INV-00001220,INV-00001220,SO-00001288,2023-11-27,2023-12-27,203.77,203.77,PAID,30
INV-00001221,INV-00001221,SO-00001289,2023-08-01,2023-09-15,90.92,90.92,PAID,45
INV-00001222,INV-00001222,SO-00001290,2023-08-03,2023-08-18,146.8,146.8,PAID,15
INV-00001223,INV-00001223,SO-00001291,2024-04-04,2024-04-19,61.65,35.32,PARTIAL,15
INV-00001224,INV-00001224,SO-00001292,2025-06-15,2025-07-30,48.19,48.19,PAID,45
INV-00001225,INV-00001225,SO-00001293,2023-12-20,2024-02-18,379.88,0.0,OPEN,60
INV-00001226,INV-00001226,SO-00001294,2024-07-11,2024-08-25,58.8,19.75,PARTIAL,45
INV-00001227,INV-00001227,SO-00001295,2023-12-28,2024-02-26,147.5,0.0,OVERDUE,60
INV-00001228,INV-00001228,SO-00001296,2025-03-21,2025-04-20,84.7,0.0,OVERDUE,30
INV-00001229,INV-00001229,SO-00001297,2024-03-15,2024-05-14,125.38,0.0,OPEN,60
INV-00001230,INV-00001230,SO-00001298,2025-04-25,2025-06-24,1143.6,1143.6,PAID,60
INV-00001231,INV-00001231,SO-00001299,2025-02-18,2025-03-20,166.09,0.0,OPEN,30
INV-00001232,INV-00001232,SO-00001300,2024-03-10,2024-03-25,169.75,0.0,OPEN,15
INV-00001233,INV-00001233,SO-00001301,2024-12-29,2025-01-13,563.33,0.0,OPEN,15
INV-00001234,INV-00001234,SO-00001302,2024-07-08,2024-08-22,276.8,0.0,OPEN,45
INV-00001235,INV-00001235,SO-00001303,2024-04-05,2024-06-04,103.99,103.99,PAID,60
INV-00001236,INV-00001236,SO-00001304,2023-09-21,2023-10-06,88.7,0.0,OPEN,15
INV-00001237,INV-00001237,SO-00001305,2025-04-25,2025-06-09,90.92,90.92,PAID,45
INV-00001238,INV-00001238,SO-00001306,2025-04-12,2025-06-11,326.2,326.2,PAID,60
INV-00001239,INV-00001239,SO-00001307,2024-05-19,2024-07-18,289.0,289.0,PAID,60
INV-00001240,INV-00001240,SO-00001308,2024-01-15,2024-03-15,607.6,0.0,OPEN,60
INV-00001241,INV-00001241,SO-00001309,2023-09-27,2023-11-26,45.0,45.0,PAID,60
INV-00001242,INV-00001242,SO-00001310,2024-11-14,2024-11-29,80.65,80.65,PAID,15
INV-00001243,INV-00001243,SO-00001311,2024-02-19,2024-04-19,67.32,0.0,OVERDUE,60
INV-00001244,INV-00001244,SO-00001312,2024-01-27,2024-02-26,66.81,66.81,PAID,30
INV-00001245,INV-00001245,SO-00001313,2023-08-29,2023-10-28,685.8,0.0,OPEN,60
INV-00001246,INV-00001246,SO-00001314,2023-12-19,2024-02-17,1100.1,1100.1,PAID,60
INV-00001247,INV-00001247,SO-00001315,2025-06-14,2025-08-13,1466.8,0.0,OVERDUE,60
INV-00001248,INV-00001248,SO-00001316,2024-05-24,2024-06-23,150.36,0.0,OPEN,30
INV-00001249,INV-00001249,SO-00001317,2024-06-18,2024-07-18,20.4,0.0,OVERDUE,30
INV-00001250,INV-00001250,SO-00001318,2023-08-10,2023-09-09,39.43,14.56,PARTIAL,30
INV-00001251,INV-00001251,SO-00001319,2023-09-29,2023-10-29,171.5,171.5,PAID,30
INV-00001252,INV-00001252,SO-00001320,2023-12-05,2024-01-04,497.65,0.0,OVERDUE,30
INV-00001253,INV-00001253,SO-00001321,2024-10-31,2024-11-30,106.0,106.0,PAID,30
INV-00001254,INV-00001254,SO-00001322,2024-03-11,2024-05-10,168.3,57.04,PARTIAL,60
INV-00001255,INV-00001255,SO-00001323,2025-05-30,2025-07-29,2248.0,1059.58,PARTIAL,60
INV-00001256,INV-00001256,SO-00001324,2024-06-06,2024-07-21,486.0,0.0,OPEN,45
INV-00001257,INV-00001257,SO-00001325,2023-12-08,2024-01-07,554.0,0.0,OPEN,30
INV-00001258,INV-00001258,SO-00001326,2024-11-20,2024-12-05,1550.99,957.52,PARTIAL,15
INV-00001259,INV-00001259,SO-00001327,2024-04-20,2024-05-05,537.6,0.0,OPEN,15
INV-00001260,INV-00001260,SO-00001328,2024-04-17,2024-06-16,88.76,0.0,OPEN,60
INV-00001261,INV-00001261,SO-00001329,2024-05-09,2024-05-24,45.4,24.33,PARTIAL,15
INV-00001262,INV-00001262,SO-00001330,2023-11-21,2023-12-21,8519.5,0.0,OVERDUE,30
INV-00001263,INV-00001263,SO-00001331,2025-06-06,2025-06-21,11.56,11.56,PAID,15
INV-00001264,INV-00001264,SO-00001332,2025-02-20,2025-03-22,57.9,57.9,PAID,30
INV-00001265,INV-00001265,SO-00001333,2023-07-11,2023-08-25,888.6,888.6,PAID,45
INV-00001266,INV-00001266,SO-00001334,2025-02-21,2025-03-08,467.05,0.0,OPEN,15
INV-00001267,INV-00001267,SO-00001335,2024-08-19,2024-10-03,8.65,0.0,OPEN,45
INV-00001268,INV-00001268,SO-00001336,2023-08-13,2023-08-28,1034.75,311.41,PARTIAL,15
INV-00001269,INV-00001269,SO-00001337,2024-01-13,2024-02-27,18.58,0.0,OPEN,45
INV-00001270,INV-00001270,SO-00001338,2024-04-06,2024-05-06,1612.75,1612.75,PAID,30
INV-00001271,INV-00001271,SO-00001339,2025-02-28,2025-04-29,681.9,0.0,OPEN,60
INV-00001272,INV-00001272,SO-00001340,2025-01-11,2025-01-26,99.31,0.0,OPEN,15
INV-00001273,INV-00001273,SO-00001341,2024-07-23,2024-09-06,2298.25,0.0,OVERDUE,45
INV-00001274,INV-00001274,SO-00001342,2024-07-09,2024-08-23,691.35,691.35,PAID,45
INV-00001275,INV-00001275,SO-00001343,2024-11-05,2024-12-20,4.48,4.48,PAID,45
INV-00001276,INV-00001276,SO-00001344,2025-05-21,2025-07-05,32.98,0.0,OVERDUE,45
INV-00001277,INV-00001277,SO-00001345,2025-02-28,2025-03-15,367.0,0.0,OPEN,15
INV-00001278,INV-00001278,SO-00001346,2025-05-12,2025-07-11,148.2,0.0,OVERDUE,60
INV-00001279,INV-00001279,SO-00001347,2025-06-05,2025-06-20,54.56,54.56,PAID,15
INV-00001280,INV-00001280,SO-00001348,2024-04-07,2024-05-22,1755.7,579.3,PARTIAL,45
INV-00001281,INV-00001281,SO-00001350,2024-03-02,2024-04-16,227.75,0.0,OPEN,45
INV-00001282,INV-00001282,SO-00001351,2025-03-17,2025-04-16,48.05,0.0,OPEN,30
INV-00001283,INV-00001283,SO-00001352,2024-10-31,2024-12-30,3.52,3.52,PAID,60
INV-00001284,INV-00001284,SO-00001353,2025-05-15,2025-06-29,15.77,0.0,OVERDUE,45
INV-00001285,INV-00001285,SO-00001354,2023-09-22,2023-10-22,3104.25,3104.25,PAID,30
INV-00001286,INV-00001286,SO-00001356,2024-07-25,2024-08-09,2537.0,0.0,OPEN,15
INV-00001287,INV-00001287,SO-00001357,2023-08-30,2023-10-14,89.92,35.18,PARTIAL,45
INV-00001288,INV-00001288,SO-00001358,2024-11-28,2024-12-28,509.1,0.0,OPEN,30
INV-00001289,INV-00001289,SO-00001359,2023-08-02,2023-09-16,792.75,0.0,OPEN,45
INV-00001290,INV-00001290,SO-00001360,2024-07-31,2024-08-30,2462.5,0.0,OVERDUE,30
INV-00001291,INV-00001291,SO-00001361,2023-11-04,2023-11-19,1855.99,851.85,PARTIAL,15
INV-00001292,INV-00001292,SO-00001362,2024-11-04,2025-01-03,75.18,32.8,PARTIAL,60
INV-00001293,INV-00001293,SO-00001363,2024-12-21,2025-02-19,108.16,0.0,OVERDUE,60
INV-00001294,INV-00001294,SO-00001364,2024-07-13,2024-09-11,14.79,0.0,OPEN,60
INV-00001295,INV-00001295,SO-00001365,2024-02-15,2024-03-01,144.5,0.0,OPEN,15
INV-00001296,INV-00001296,SO-00001366,2025-03-05,2025-04-04,15.57,15.57,PAID,30
INV-00001297,INV-00001297,SO-00001367,2024-10-29,2024-12-28,1198.6,1198.6,PAID,60
