profitability_id,so_id,product_id,quantity_sold,revenue,cost_of_goods_sold,gross_profit,gross_margin_pct,calculation_date
969,SO-00002461,PRD-00000387,2,166.44,97.94,68.5,41.16,2025-05-28
970,SO-00002463,PRD-00000221,10,855.29,636.1600000000001,219.12999999999988,25.62,2024-03-30
971,SO-00002464,PRD-00000288,10,206.3,135.0,71.30000000000001,34.56,2024-03-27
972,SO-00002465,PRD-00000429,20,3984.2,2300.2000000000003,1683.9999999999995,42.27,2024-06-13
973,SO-00002466,PRD-00000024,1,313.82,168.04,145.78,46.45,2023-11-07
974,SO-00002468,PRD-00000068,50,4894.0,3015.5,1878.5,38.38,2024-05-30
975,SO-00002469,PRD-00000130,1,42.1,25.01,17.09,40.59,2024-11-10
976,SO-00002470,PRD-00000081,2,28.64,18.66,9.98,34.85,2024-04-18
977,SO-00002478,PRD-00000259,25,1098.98,741.25,357.73,32.55,2024-09-22
978,SO-00002480,PRD-00000151,1,152.47,112.84,39.629999999999995,25.99,2024-06-13
979,SO-00002483,PRD-00000109,10,1965.9,1008.9,957.0000000000001,48.68,2025-01-02
980,SO-00002485,PRD-00000095,15,398.85,238.95,159.90000000000003,40.09,2025-05-01
981,SO-00002486,PRD-00000314,25,831.75,541.25,290.5,34.93,2023-10-04
982,SO-00002487,PRD-00000121,10,112.4,66.10000000000001,46.3,41.19,2024-02-26
983,SO-00002488,PRD-00000130,20,842.0,500.20000000000005,341.79999999999995,40.59,2024-12-04
984,SO-00002491,PRD-00000284,20,887.6,621.1999999999999,266.4000000000001,30.01,2023-07-27
985,SO-00002493,PRD-00000032,10,855.0,533.3,321.70000000000005,37.63,2023-10-12
986,SO-00002494,PRD-00000390,15,169.91,128.4,41.50999999999999,24.43,2023-12-25
987,SO-00002496,PRD-00000200,25,193.5,127.0,66.5,34.37,2024-08-25
988,SO-00002502,PRD-00000351,2,262.64,144.56,118.07999999999998,44.96,2025-06-05
989,SO-00002503,PRD-00000047,50,4107.5,2779.0,1328.5,32.34,2024-03-01
990,SO-00002507,PRD-00000369,20,633.1,419.79999999999995,213.30000000000007,33.69,2024-01-12
991,SO-00002511,PRD-00000179,20,956.0,616.4000000000001,339.5999999999999,35.52,2024-05-07
992,SO-00002512,PRD-00000089,10,262.6,139.4,123.20000000000002,46.92,2025-03-13
993,SO-00002514,PRD-00000360,15,139.95,92.85000000000001,47.09999999999998,33.65,2024-10-11
994,SO-00002516,PRD-00000471,25,3610.29,2044.0000000000002,1566.2899999999997,43.38,2025-01-07
995,SO-00002523,PRD-00000350,25,290.75,167.35,123.4,42.44,2025-04-16
996,SO-00002527,PRD-00000328,5,97.7,63.75,33.95,34.75,2023-07-07
997,SO-00002528,PRD-00000401,20,261.2,165.79999999999998,95.4,36.52,2024-11-29
998,SO-00002529,PRD-00000090,15,713.73,512.5500000000001,201.17999999999995,28.19,2025-04-17
999,SO-00002533,PRD-00000119,25,533.59,428.5,105.09000000000003,19.69,2024-04-05
1000,SO-00002534,PRD-00000155,10,525.1,338.1,187.0,35.61,2024-02-17
1001,SO-00002536,PRD-00000019,2,102.65,67.94,34.71000000000001,33.81,2024-02-06
1002,SO-00002538,PRD-00000200,10,77.4,50.8,26.60000000000001,34.37,2024-09-18
1003,SO-00002544,PRD-00000334,15,181.8,97.2,84.60000000000001,46.53,2024-11-01
1004,SO-00002549,PRD-00000428,10,804.72,633.4000000000001,171.31999999999994,21.29,2023-11-15
1005,SO-00002551,PRD-00000373,2,7.67,4.76,2.91,37.94,2025-06-21
1006,SO-00002553,PRD-00000090,50,2517.5,1708.5,809.0,32.14,2024-03-21
1007,SO-00002556,PRD-00000153,2,28.1,17.44,10.66,37.94,2023-12-22
1008,SO-00002558,PRD-00000464,1,305.25,159.4,145.85,47.78,2024-11-11
1009,SO-00002562,PRD-00000027,50,3511.0,2436.0,1075.0,30.62,2023-08-11
1010,SO-00002563,PRD-00000261,20,1732.93,1295.6,437.33000000000015,25.24,2024-03-15
1011,SO-00002569,PRD-00000394,25,957.0,628.7,328.29999999999995,34.31,2025-05-31
1012,SO-00002573,PRD-00000282,15,109.5,82.95,26.549999999999997,24.25,2024-03-24
1013,SO-00002574,PRD-00000205,5,340.15,230.39999999999998,109.75,32.27,2025-01-16
1014,SO-00002577,PRD-00000091,10,71.0,37.9,33.1,46.62,2024-08-05
1015,SO-00002578,PRD-00000006,1,32.45,22.18,10.270000000000003,31.65,2024-11-30
1016,SO-00002580,PRD-00000417,1,3.85,2.59,1.2600000000000002,32.73,2025-06-08
1017,SO-00002581,PRD-00000391,2,294.43,182.58,111.85,37.99,2023-09-14
1018,SO-00002588,PRD-00000332,2,11.32,6.54,4.78,42.23,2024-09-19
1019,SO-00002590,PRD-00000180,1,10.27,6.18,4.09,39.82,2023-10-15
1020,SO-00002594,PRD-00000309,50,8519.5,4888.0,3631.5,42.63,2024-11-13
1021,SO-00002595,PRD-00000336,1,2.4,1.59,0.8099999999999998,33.75,2023-10-26
1022,SO-00002597,PRD-00000493,5,27.25,17.0,10.25,37.61,2024-04-27
1023,SO-00002599,PRD-00000394,20,659.9,505.75,154.14999999999998,23.36,2025-04-28
1024,SO-00002602,PRD-00000406,2,54.85,40.06,14.79,26.96,2024-02-19
1025,SO-00002608,PRD-00000005,10,856.6,512.1,344.5,40.22,2025-03-08
1026,SO-00002612,PRD-00000361,15,181.54,104.4,77.13999999999999,42.49,2025-04-20
1027,SO-00002613,PRD-00000323,15,369.0,234.8,134.2,36.37,2025-03-29
1028,SO-00002614,PRD-00000040,1,9.2,6.13,3.0699999999999994,33.37,2025-04-26
1029,SO-00002616,PRD-00000365,5,347.62,247.04999999999998,100.57000000000002,28.93,2024-04-24
1030,SO-00002619,PRD-00000220,5,47.3,25.2,22.099999999999998,46.72,2024-04-30
1031,SO-00002621,PRD-00000300,1,9.01,5.73,3.2799999999999994,36.4,2023-07-27
1032,SO-00002622,PRD-00000088,2,44.52,27.08,17.440000000000005,39.17,2025-01-23
1033,SO-00002630,PRD-00000134,2,22.57,17.86,4.710000000000001,20.87,2025-02-02
1034,SO-00002632,PRD-00000318,25,466.75,279.0,187.75,40.22,2024-09-06
1035,SO-00002633,PRD-00000034,5,199.8,124.85,74.95000000000002,37.51,2024-03-29
1036,SO-00002634,PRD-00000018,20,354.24,265.59999999999997,88.64000000000004,25.02,2023-08-31
1037,SO-00002635,PRD-00000495,15,403.5,266.09999999999997,137.40000000000003,34.05,2024-04-19
1038,SO-00002641,PRD-00000488,25,464.0,326.81,137.19,29.57,2024-11-05
1039,SO-00002643,PRD-00000366,15,491.55,308.85,182.7,37.17,2024-09-20
1040,SO-00002644,PRD-00000382,20,1609.6,932.4,677.1999999999999,42.07,2024-09-25
1041,SO-00002648,PRD-00000240,1,9.4,6.56,2.8400000000000007,30.21,2025-02-06
1042,SO-00002650,PRD-00000216,15,43.65,25.049999999999997,18.6,42.61,2025-05-06
1043,SO-00002652,PRD-00000225,5,956.38,673.5,282.88,29.58,2024-07-08
1044,SO-00002654,PRD-00000112,20,1467.14,896.0,571.1400000000001,38.93,2023-11-19
1045,SO-00002656,PRD-00000345,15,2715.75,1661.1,1054.65,38.83,2024-08-07
1046,SO-00002658,PRD-00000343,1,132.88,67.93,64.94999999999999,48.88,2024-03-08
1047,SO-00002661,PRD-00000257,20,77.2,45.599999999999994,31.60000000000001,40.93,2025-01-10
1048,SO-00002663,PRD-00000495,50,1345.0,886.9999999999999,458.0000000000001,34.05,2023-07-10
1049,SO-00002664,PRD-00000371,10,83.4,57.599999999999994,25.80000000000001,30.94,2024-08-12
1050,SO-00002666,PRD-00000182,25,1941.25,1282.1999999999998,659.0500000000002,33.95,2024-11-23
1051,SO-00002669,PRD-00000136,5,16.55,8.299999999999999,8.250000000000002,49.85,2024-06-30
1052,SO-00002674,PRD-00000156,2,90.34,50.42,39.92,44.19,2023-09-07
1053,SO-00002676,PRD-00000128,1,18.7,12.24,6.459999999999999,34.55,2023-10-09
1054,SO-00002680,PRD-00000175,20,489.2,287.6,201.59999999999997,41.21,2023-10-29
1055,SO-00002683,PRD-00000458,25,474.38,341.5,132.88,28.01,2023-10-09
1056,SO-00002684,PRD-00000078,20,456.4,235.0,221.39999999999998,48.51,2024-05-24
1057,SO-00002687,PRD-00000180,5,51.35,30.9,20.450000000000003,39.82,2025-03-20
1058,SO-00002688,PRD-00000118,5,90.12,57.95,32.17,35.7,2024-11-14
1059,SO-00002691,PRD-00000384,5,1734.45,1060.5500000000002,673.8999999999999,38.85,2025-01-28
1060,SO-00002692,PRD-00000050,25,997.42,757.0,240.41999999999996,24.1,2023-07-17
1061,SO-00002700,PRD-00000444,1,50.62,32.47,18.15,35.86,2024-12-08
1062,SO-00002701,PRD-00000039,5,122.93,79.85000000000001,43.08,35.04,2024-12-01
1063,SO-00002702,PRD-00000487,25,2047.75,1088.0,959.75,46.87,2023-07-04
1064,SO-00002704,PRD-00000104,5,1938.75,1238.1,700.6500000000001,36.14,2024-09-19
1065,SO-00002706,PRD-00000278,25,574.75,380.75,194.0,33.75,2025-06-19
1066,SO-00002709,PRD-00000302,15,1044.01,590.4,453.61,43.45,2023-07-05
1067,SO-00002710,PRD-00000198,2,44.5,28.76,15.739999999999998,35.37,2025-04-28
1068,SO-00002711,PRD-00000202,5,41.62,30.55,11.069999999999997,26.6,2023-07-25
1069,SO-00002714,PRD-00000049,50,1548.5,1031.5,517.0,33.39,2024-11-14
1070,SO-00002715,PRD-00000497,20,81.26,61.6,19.660000000000004,24.19,2024-03-08
1071,SO-00002716,PRD-00000383,50,6038.92,3754.58,2284.34,37.83,2024-06-19
1072,SO-00002718,PRD-00000188,15,1302.3,758.25,544.05,41.78,2025-01-07
1073,SO-00002720,PRD-00000023,20,2163.06,1270.4,892.6599999999999,41.27,2023-08-27
1074,SO-00002721,PRD-00000127,10,836.5,477.8,358.7,42.88,2025-03-01
1075,SO-00002723,PRD-00000328,5,97.7,63.75,33.95,34.75,2024-11-08
1076,SO-00002726,PRD-00000373,20,86.6,52.3,34.3,39.61,2025-03-22
1077,SO-00002727,PRD-00000162,5,47.5,33.050000000000004,14.449999999999996,30.42,2023-11-23
1078,SO-00002728,PRD-00000383,10,1243.03,708.9,534.13,42.97,2024-04-09
1079,SO-00002734,PRD-00000219,15,741.9,458.09999999999997,283.8,38.25,2024-08-12
1080,SO-00002736,PRD-00000142,25,1978.0,1019.5,958.5,48.46,2023-07-11
1081,SO-00002737,PRD-00000259,2,99.28,59.3,39.980000000000004,40.27,2024-04-18
1082,SO-00002738,PRD-00000378,25,490.5,307.75,182.75,37.26,2024-09-22
1083,SO-00002741,PRD-00000126,25,760.99,465.25,295.74,38.86,2024-08-04
1084,SO-00002746,PRD-00000118,2,39.04,23.18,15.86,40.62,2024-12-22
1085,SO-00002747,PRD-00000138,10,194.1,103.6,90.5,46.63,2023-11-21
1086,SO-00002748,PRD-00000154,5,180.8,123.25,57.55000000000001,31.83,2024-09-28
1087,SO-00002751,PRD-00000104,15,5816.25,3714.3,2101.95,36.14,2023-09-03
1088,SO-00002752,PRD-00000410,25,1078.54,584.0,494.53999999999996,45.85,2024-07-18
1089,SO-00002753,PRD-00000467,2,169.12,101.56,67.56,39.95,2024-03-25
1090,SO-00002756,PRD-00000276,2,74.04,49.74,24.300000000000004,32.82,2024-06-05
1091,SO-00002757,PRD-00000452,25,120.96,97.0,23.959999999999994,19.81,2023-12-26
1092,SO-00002760,PRD-00000055,20,545.6,309.20000000000005,236.39999999999998,43.33,2025-03-22
1093,SO-00002764,PRD-00000225,5,990.95,673.5,317.45000000000005,32.03,2024-12-16
1094,SO-00002765,PRD-00000057,2,8.96,5.54,3.420000000000001,38.17,2025-04-07
1095,SO-00002768,PRD-00000458,2,41.42,27.32,14.100000000000001,34.04,2024-08-02
1096,SO-00002772,PRD-00000084,20,1029.4,574.2,455.20000000000005,44.22,2024-01-30
1097,SO-00002775,PRD-00000103,2,238.84,122.64,116.2,48.65,2024-06-02
1098,SO-00002780,PRD-00000138,15,261.96,155.39999999999998,106.56,40.68,2024-12-30
1099,SO-00002785,PRD-00000479,5,114.4,58.5,55.900000000000006,48.86,2025-02-05
1100,SO-00002786,PRD-00000176,20,56.4,34.2,22.199999999999996,39.36,2023-09-18
1101,SO-00002787,PRD-00000090,15,755.25,512.5500000000001,242.69999999999993,32.14,2023-10-10
1102,SO-00002789,PRD-00000296,20,57.01,36.62,20.39,35.77,2024-06-30
1103,SO-00002793,PRD-00000383,1,113.14,70.89,42.25,37.34,2024-04-20
1104,SO-00002795,PRD-00000110,50,570.5,285.5,285.0,49.96,2024-10-07
1105,SO-00002797,PRD-00000300,2,15.61,11.46,4.149999999999999,26.59,2024-07-14
1106,SO-00002803,PRD-00000430,10,112.1,66.64,45.459999999999994,40.55,2025-03-14
1107,SO-00002805,PRD-00000170,20,934.0,577.6999999999999,356.30000000000007,38.15,2024-09-10
1108,SO-00002808,PRD-00000091,10,71.0,37.9,33.1,46.62,2023-07-22
1109,SO-00002810,PRD-00000400,50,438.0,285.48,152.51999999999998,34.82,2024-05-18
1110,SO-00002817,PRD-00000425,50,9497.0,4822.0,4675.0,49.23,2023-07-21
1111,SO-00002819,PRD-00000481,15,202.35,125.85000000000001,76.49999999999999,37.81,2025-03-21
1112,SO-00002821,PRD-00000084,20,954.89,574.2,380.68999999999994,39.87,2025-05-09
1113,SO-00002823,PRD-00000202,15,113.37,91.65,21.72,19.16,2023-10-30
1114,SO-00002824,PRD-00000253,2,10.6,6.46,4.14,39.06,2023-07-14
1115,SO-00002826,PRD-00000387,50,4161.0,2448.5,1712.5,41.16,2023-11-26
1116,SO-00002831,PRD-00000241,20,268.6,135.0,133.60000000000002,49.74,2024-04-11
1117,SO-00002832,PRD-00000220,50,473.0,252.0,221.0,46.72,2024-11-14
1118,SO-00002835,PRD-00000288,50,1031.5,606.84,424.65999999999997,41.17,2024-10-25
1119,SO-00002837,PRD-00000430,20,224.2,132.44,91.75999999999999,40.93,2023-10-07
1120,SO-00002840,PRD-00000205,50,3401.5,2304.0,1097.5,32.27,2024-09-02
1121,SO-00002841,PRD-00000246,1,35.65,23.0,12.649999999999999,35.48,2024-05-29
1122,SO-00002844,PRD-00000345,1,181.05,110.74,70.31000000000002,38.83,2025-04-05
1123,SO-00002845,PRD-00000406,25,702.57,500.75,201.82000000000005,28.73,2024-05-20
1124,SO-00002849,PRD-00000206,50,1678.0,1104.75,573.25,34.16,2023-08-04
1125,SO-00002851,PRD-00000385,1,224.95,128.25,96.69999999999999,42.99,2024-08-19
1126,SO-00002853,PRD-00000137,1,3.74,2.76,0.9800000000000004,26.2,2024-08-11
1127,SO-00002854,PRD-00000105,25,5021.0,3047.75,1973.25,39.3,2024-02-07
1128,SO-00002855,PRD-00000024,50,15691.0,8402.0,7289.0,46.45,2025-05-12
1129,SO-00002857,PRD-00000429,15,2700.31,1725.15,975.1599999999999,36.11,2025-05-26
1130,SO-00002859,PRD-00000276,5,160.24,124.35000000000001,35.89,22.4,2024-01-21
1131,SO-00002860,PRD-00000076,50,1794.5,1036.5,758.0,42.24,2024-04-23
1132,SO-00002861,PRD-00000300,1,8.07,5.73,2.34,29.0,2024-02-10
1133,SO-00002863,PRD-00000332,50,283.0,163.5,119.5,42.23,2025-06-19
1134,SO-00002864,PRD-00000263,15,1942.95,1238.4,704.55,36.26,2024-05-23
1135,SO-00002865,PRD-00000271,15,2035.05,1365.45,669.5999999999999,32.9,2025-03-22
1136,SO-00002871,PRD-00000414,15,178.92,105.75,73.16999999999999,40.9,2024-12-29
1137,SO-00002876,PRD-00000457,5,20.6,12.05,8.55,41.5,2024-07-26
1138,SO-00002881,PRD-00000325,50,3885.0,2604.0,1281.0,32.97,2023-07-21
1139,SO-00002886,PRD-00000337,15,54.15,37.65,16.5,30.47,2025-04-02
1140,SO-00002888,PRD-00000327,25,2231.75,1291.35,940.4000000000001,42.14,2025-01-02
1141,SO-00002889,PRD-00000339,25,1067.52,787.25,280.27,26.25,2024-09-04
1142,SO-00002890,PRD-00000146,10,454.0,256.3,197.7,43.55,2023-08-03
1143,SO-00002892,PRD-00000248,2,39.26,24.46,14.799999999999997,37.7,2024-02-20
1144,SO-00002896,PRD-00000360,50,466.5,309.5,157.0,33.65,2023-12-19
1145,SO-00002900,PRD-00000415,25,714.75,419.75,295.0,41.27,2024-04-05
1146,SO-00002902,PRD-00000089,50,1190.43,697.0,493.43000000000006,41.45,2024-12-14
1147,SO-00002908,PRD-00000282,5,35.31,27.650000000000002,7.66,21.69,2024-10-10
1148,SO-00002909,PRD-00000178,15,316.2,199.65,116.54999999999998,36.86,2024-11-09
1149,SO-00002914,PRD-00000146,50,2270.0,1301.59,968.4100000000001,42.66,2025-05-06
1150,SO-00002916,PRD-00000459,20,999.2,625.6,373.6,37.39,2024-12-15
1151,SO-00002918,PRD-00000163,25,587.11,390.0,197.11,33.57,2023-08-09
1152,SO-00002921,PRD-00000449,10,323.3,175.79999999999998,147.50000000000003,45.62,2025-06-04
1153,SO-00002923,PRD-00000228,50,5152.5,3047.0499999999997,2105.4500000000003,40.86,2025-06-20
1154,SO-00002924,PRD-00000086,50,1948.5,1234.0,714.5,36.67,2023-09-30
1155,SO-00002925,PRD-00000184,1,276.93,158.51,118.42000000000002,42.76,2024-06-14
1156,SO-00002927,PRD-00000363,20,448.4,289.8,158.59999999999997,35.37,2025-03-02
1157,SO-00002938,PRD-00000021,5,491.25,300.59999999999997,190.65000000000003,38.81,2024-12-23
1158,SO-00002942,PRD-00000269,20,3150.4,1604.1999999999998,1546.2000000000003,49.08,2024-10-16
1159,SO-00002945,PRD-00000437,15,384.45,241.35,143.1,37.22,2025-05-09
1160,SO-00002947,PRD-00000012,15,90.0,49.95,40.05,44.5,2023-08-12
1161,SO-00002948,PRD-00000357,1,24.62,14.28,10.340000000000002,42.0,2025-05-09
1162,SO-00002954,PRD-00000349,2,318.91,256.88,62.03000000000003,19.45,2024-04-20
1163,SO-00002955,PRD-00000292,15,91.95,62.099999999999994,29.85000000000001,32.46,2025-03-13
1164,SO-00002956,PRD-00000347,15,970.34,548.6999999999999,421.6400000000001,43.45,2023-09-13
1165,SO-00002967,PRD-00000385,10,2249.5,1282.5,967.0,42.99,2023-10-30
1166,SO-00002968,PRD-00000178,25,453.04,332.75,120.29000000000002,26.55,2025-06-07
1167,SO-00002969,PRD-00000449,1,32.33,17.58,14.75,45.62,2023-10-11
1168,SO-00002981,PRD-00000498,50,876.5,453.54,422.96,48.26,2024-02-22
1169,SO-00002983,PRD-00000201,25,283.93,187.25,96.68,34.05,2024-10-26
1170,SO-00002984,PRD-00000423,2,273.66,166.98,106.68000000000004,38.98,2025-04-29
1171,SO-00002986,PRD-00000393,10,140.4,93.69999999999999,46.70000000000002,33.26,2023-10-04
1172,SO-00002989,PRD-00000427,15,1332.9,699.0,633.9000000000001,47.56,2024-11-07
1173,SO-00002992,PRD-00000127,25,2091.25,1194.99,896.26,42.86,2023-11-22
1174,SO-00002993,PRD-00000418,2,40.54,26.86,13.68,33.74,2023-09-07
1175,SO-00002994,PRD-00000126,2,57.61,37.7,19.909999999999997,34.56,2023-10-30
1176,SO-00002996,PRD-00000073,20,285.53,181.0,104.52999999999997,36.61,2023-07-25
1177,SO-00002998,PRD-00000466,20,958.2,648.0,310.20000000000005,32.37,2024-06-29
1178,SO-00003001,PRD-00000253,5,26.5,16.15,10.350000000000001,39.06,2024-10-31
1179,SO-00003006,PRD-00000225,2,420.72,269.4,151.32000000000005,35.97,2023-08-18
1180,SO-00003010,PRD-00000297,1,4.34,3.02,1.3199999999999998,30.41,2023-11-06
1181,SO-00003019,PRD-00000093,10,46.4,29.900000000000002,16.499999999999996,35.56,2023-09-10
1182,SO-00003024,PRD-00000454,15,164.35,133.35000000000002,30.99999999999997,18.86,2025-03-25
1183,SO-00003032,PRD-00000333,20,90.6,55.8,34.8,38.41,2024-08-25
1184,SO-00003033,PRD-00000197,2,67.88,41.04,26.839999999999996,39.54,2024-05-03
1185,SO-00003036,PRD-00000312,10,738.4,394.7,343.7,46.55,2024-06-07
1186,SO-00003037,PRD-00000235,15,676.95,436.95,240.00000000000006,35.45,2023-09-21
1187,SO-00003043,PRD-00000342,5,291.07,204.20000000000002,86.86999999999998,29.85,2025-01-02
1188,SO-00003046,PRD-00000105,1,185.81,121.91,63.900000000000006,34.39,2023-07-03
1189,SO-00003047,PRD-00000275,10,406.26,307.6,98.65999999999997,24.28,2023-10-13
1190,SO-00003054,PRD-00000394,20,715.63,505.75,209.88,29.33,2025-05-07
1191,SO-00003055,PRD-00000068,15,1468.2,928.45,539.75,36.76,2023-07-02
1192,SO-00003057,PRD-00000449,10,323.3,175.79999999999998,147.50000000000003,45.62,2025-02-23
1193,SO-00003059,PRD-00000449,25,808.25,439.49999999999994,368.75000000000006,45.62,2025-03-20
1194,SO-00003065,PRD-00000436,25,879.75,458.0,421.75,47.94,2025-01-22
1195,SO-00003077,PRD-00000278,50,1149.5,782.25,367.25,31.95,2023-11-14
1196,SO-00003079,PRD-00000432,25,1931.5,1037.5,894.0,46.29,2023-11-30
1197,SO-00003086,PRD-00000081,50,651.91,466.5,185.40999999999997,28.44,2025-02-28
1198,SO-00003088,PRD-00000056,15,41.7,22.35,19.35,46.4,2023-07-15
1199,SO-00003089,PRD-00000097,5,18.16,10.649999999999999,7.510000000000002,41.35,2024-05-05
1200,SO-00003094,PRD-00000125,10,896.5,562.8,333.70000000000005,37.22,2025-03-04
1201,SO-00003097,PRD-00000228,2,206.1,130.42,75.68,36.72,2024-07-10
1202,SO-00003101,PRD-00000081,2,26.07,18.66,7.41,28.42,2023-08-12
1203,SO-00003102,PRD-00000204,10,435.71,270.3,165.40999999999997,37.96,2025-06-16
1204,SO-00003104,PRD-00000315,15,828.75,441.75,387.0,46.7,2025-06-09
1205,SO-00003109,PRD-00000185,10,2169.3,1468.4,700.9000000000001,32.31,2025-01-18
1206,SO-00003112,PRD-00000420,2,17.12,9.78,7.340000000000002,42.87,2024-03-27
1207,SO-00003114,PRD-00000453,15,70.2,49.05,21.150000000000006,30.13,2024-06-22
1208,SO-00003116,PRD-00000372,5,32.9,22.5,10.399999999999999,31.61,2025-01-22
1209,SO-00003117,PRD-00000097,25,98.0,53.25,44.75,45.66,2024-07-17
1210,SO-00003119,PRD-00000032,10,855.0,533.3,321.70000000000005,37.63,2024-12-30
1211,SO-00003120,PRD-00000324,25,1097.25,650.5,446.75,40.72,2024-08-20
1212,SO-00003122,PRD-00000010,5,197.5,125.19999999999999,72.30000000000001,36.61,2024-04-18
1213,SO-00003129,PRD-00000123,25,562.25,373.25,189.0,33.61,2023-12-24
1214,SO-00003130,PRD-00000360,15,139.95,92.85000000000001,47.09999999999998,33.65,2023-10-31
1215,SO-00003135,PRD-00000223,2,229.06,180.94,48.120000000000005,21.01,2023-07-21
1216,SO-00003141,PRD-00000069,25,4630.0,2319.0,2311.0,49.91,2024-12-28
1217,SO-00003143,PRD-00000292,1,6.13,4.14,1.9900000000000002,32.46,2024-12-02
1218,SO-00003144,PRD-00000335,25,714.75,419.75,295.0,41.27,2023-12-26
1219,SO-00003146,PRD-00000288,1,20.63,13.5,7.129999999999999,34.56,2024-10-04
1220,SO-00003147,PRD-00000382,25,2012.0,1165.5,846.5,42.07,2024-10-29
1221,SO-00003150,PRD-00000345,50,9052.5,5537.0,3515.5,38.83,2024-06-11
1222,SO-00003152,PRD-00000063,10,1455.0,876.5999999999999,578.4000000000001,39.75,2024-04-21
1223,SO-00003154,PRD-00000431,5,796.1,528.1,268.0,33.66,2025-04-03
1224,SO-00003156,PRD-00000026,5,218.7,135.39,83.31,38.09,2025-04-02
1225,SO-00003158,PRD-00000107,1,76.46,51.31,25.14999999999999,32.89,2025-05-07
1226,SO-00003159,PRD-00000343,10,1328.8,679.3000000000001,649.4999999999999,48.88,2025-02-11
1227,SO-00003160,PRD-00000068,10,857.03,630.3000000000001,226.7299999999999,26.46,2023-09-20
1228,SO-00003161,PRD-00000163,10,250.3,156.0,94.30000000000001,37.67,2023-12-08
1229,SO-00003165,PRD-00000498,1,17.53,8.77,8.760000000000002,49.97,2024-08-20
1230,SO-00003166,PRD-00000086,1,35.85,24.68,11.170000000000002,31.16,2023-10-06
1231,SO-00003175,PRD-00000150,1,14.68,8.19,6.49,44.21,2023-12-15
1232,SO-00003179,PRD-00000075,5,220.8,132.85,87.95000000000002,39.83,2024-03-01
1233,SO-00003182,PRD-00000089,5,114.23,69.7,44.53,38.98,2024-09-24
1234,SO-00003184,PRD-00000138,20,388.2,207.2,181.0,46.63,2024-12-01
1235,SO-00003186,PRD-00000198,2,44.5,28.76,15.739999999999998,35.37,2024-09-30
1236,SO-00003187,PRD-00000065,15,3008.4,1876.65,1131.75,37.62,2024-07-07
1237,SO-00003188,PRD-00000358,2,37.97,22.2,15.77,41.53,2023-07-31
1238,SO-00003189,PRD-00000262,1,70.79,40.13,30.660000000000004,43.31,2023-08-28
1239,SO-00003195,PRD-00000096,2,5.9,4.62,1.2800000000000002,21.69,2024-08-28
1240,SO-00003197,PRD-00000034,2,79.92,49.94,29.980000000000004,37.51,2024-05-18
1241,SO-00003201,PRD-00000226,10,502.2,272.9,229.3,45.66,2023-11-04
1242,SO-00003202,PRD-00000228,15,1545.75,941.8499999999999,603.9000000000001,39.07,2024-09-28
1243,SO-00003210,PRD-00000023,2,247.52,127.04,120.48,48.67,2025-01-23
1244,SO-00003211,PRD-00000366,10,327.7,205.9,121.79999999999998,37.17,2024-08-11
1245,SO-00003214,PRD-00000106,50,2416.0,1294.5,1121.5,46.42,2025-02-07
1246,SO-00003215,PRD-00000476,20,879.6,590.6,289.0,32.86,2024-02-13
1247,SO-00003216,PRD-00000400,25,219.0,145.81,73.19,33.42,2024-10-24
1248,SO-00003220,PRD-00000133,2,7.86,5.04,2.8200000000000003,35.88,2025-06-06
1249,SO-00003227,PRD-00000046,5,157.25,86.25,71.0,45.15,2024-07-23
1250,SO-00003228,PRD-00000324,50,2194.5,1252.25,942.25,42.94,2024-10-04
1251,SO-00003231,PRD-00000181,10,941.19,537.7,403.49,42.87,2024-02-29
1252,SO-00003232,PRD-00000077,50,1577.68,956.5,621.1800000000001,39.37,2023-10-28
1253,SO-00003234,PRD-00000262,25,1769.75,1005.75,764.0,43.17,2023-09-13
1254,SO-00003238,PRD-00000208,5,103.65,58.7,44.95,43.37,2024-11-02
1255,SO-00003242,PRD-00000365,2,149.96,98.82,51.140000000000015,34.1,2024-04-17
1256,SO-00003244,PRD-00000135,50,1005.89,556.5,449.39,44.68,2023-07-13
1257,SO-00003245,PRD-00000456,2,5.38,3.3,2.08,38.66,2024-02-10
1258,SO-00003247,PRD-00000064,25,8387.5,4923.0,3464.5,41.31,2025-03-09
1259,SO-00003248,PRD-00000399,50,1133.27,882.0,251.26999999999998,22.17,2023-07-12
1260,SO-00003250,PRD-00000126,2,67.44,37.7,29.739999999999995,44.1,2023-08-10
1261,SO-00003252,PRD-00000167,50,3829.5,2095.0600000000004,1734.4399999999996,45.29,2024-01-06
1262,SO-00003255,PRD-00000359,1,24.86,18.35,6.509999999999998,26.19,2024-02-06
1263,SO-00003256,PRD-00000321,15,194.25,132.89999999999998,61.35000000000002,31.58,2024-10-20
1264,SO-00003257,PRD-00000352,5,354.15,234.0,120.14999999999998,33.93,2025-01-30
1265,SO-00003259,PRD-00000027,1,65.96,48.72,17.239999999999995,26.14,2024-03-29
1266,SO-00003260,PRD-00000075,5,220.8,132.85,87.95000000000002,39.83,2023-11-01
1267,SO-00003266,PRD-00000084,2,91.28,57.42,33.86,37.09,2023-08-24
1268,SO-00003267,PRD-00000136,50,165.5,83.0,82.5,49.85,2024-05-31
1269,SO-00003269,PRD-00000331,25,183.5,95.75,87.75,47.82,2025-01-23
