so_id,so_number,customer_id,product_id,quantity,unit_price,total_amount,order_date,expected_delivery_date,actual_delivery_date,status,salesperson_id,warehouse_id,so_type,notes
SO-00001339,SO-00001339,CUST-00000267,PRD-00000410,15,45.46,681.9,2025-02-26,2025-03-10,,CONFIRMED,SP-00000014,WH-003,STANDARD,
SO-00001340,SO-00001340,CUST-00000618,PRD-00000468,1,99.31,99.31,2025-01-10,2025-01-14,,DELIVERED,SP-00000016,WH-003,STANDARD,
SO-00001341,SO-00001341,CUST-00000948,PRD-00000428,25,91.93,2298.25,2024-07-22,2024-07-28,,PROCESSING,SP-00000012,WH-001,STANDARD,
SO-00001342,SO-00001342,CUST-00000634,PRD-00000210,15,46.09,691.35,2024-07-07,2024-07-20,,CONFIRMED,SP-00000014,WH-001,STANDARD,
SO-00001343,SO-00001343,CUST-00000651,PRD-00000057,1,4.48,4.48,2024-11-03,2024-11-06,,CONFIRMED,SP-00000016,WH-002,STANDARD,
SO-00001344,SO-00001344,CUST-00000259,PRD-00000051,5,6.6,32.98,2025-05-20,2025-05-29,,PROCESSING,SP-00000008,WH-003,STANDARD,
SO-00001345,SO-00001345,CUST-00000184,PRD-00000331,50,7.34,367.0,2025-02-25,2025-03-07,,CONFIRMED,SP-00000007,WH-002,STANDARD,
SO-00001346,SO-00001346,CUST-00000476,PRD-00000242,15,9.88,148.2,2025-05-11,2025-05-16,,DELIVERED,SP-00000013,WH-001,STANDARD,
SO-00001347,SO-00001347,CUST-00000347,PRD-00000055,2,27.28,54.56,2025-06-04,2025-06-10,,CONFIRMED,SP-00000013,WH-003,STANDARD,
SO-00001348,SO-00001348,CUST-00000795,PRD-00000394,50,35.11,1755.7,2024-04-04,2024-04-18,,CONFIRMED,SP-00000010,WH-002,STANDARD,
SO-00001349,SO-00001349,CUST-00000931,PRD-00000388,2,102.65,205.3,2024-12-26,2025-01-08,,CANCELLED,SP-00000018,WH-001,STANDARD,
SO-00001350,SO-00001350,CUST-00000073,PRD-00000491,25,9.11,227.75,2024-02-28,2024-03-11,,SHIPPED,SP-00000012,WH-001,STANDARD,
SO-00001351,SO-00001351,CUST-00000195,PRD-00000053,10,4.8,48.05,2025-03-16,2025-03-30,,CONFIRMED,SP-00000020,WH-002,STANDARD,
SO-00001352,SO-00001352,CUST-00000263,PRD-00000257,1,3.52,3.52,2024-10-29,2024-11-11,,DELIVERED,SP-00000013,WH-002,STANDARD,
SO-00001353,SO-00001353,CUST-00000128,PRD-00000113,1,15.77,15.77,2025-05-12,2025-05-19,,SHIPPED,SP-00000003,WH-001,STANDARD,
SO-00001354,SO-00001354,CUST-00000427,PRD-00000469,15,206.95,3104.25,2023-09-19,2023-09-29,,CONFIRMED,SP-00000016,WH-002,STANDARD,
SO-00001355,SO-00001355,CUST-00000897,PRD-00000264,2,343.25,686.5,2025-03-05,2025-03-13,,CANCELLED,SP-00000001,WH-002,STANDARD,
SO-00001356,SO-00001356,CUST-00000912,PRD-00000181,25,101.48,2537.0,2024-07-22,2024-07-28,,SHIPPED,SP-00000006,WH-002,STANDARD,
SO-00001357,SO-00001357,CUST-00000443,PRD-00000370,2,44.96,89.92,2023-08-29,2023-09-04,,DELIVERED,SP-00000013,WH-001,STANDARD,
SO-00001358,SO-00001358,CUST-00000220,PRD-00000197,15,33.94,509.1,2024-11-25,2024-12-03,,PROCESSING,SP-00000002,WH-003,STANDARD,
SO-00001359,SO-00001359,CUST-00000265,PRD-00000386,15,52.85,792.75,2023-07-31,2023-08-11,,CONFIRMED,SP-00000003,WH-001,STANDARD,
SO-00001360,SO-00001360,CUST-00000278,PRD-00000355,50,49.25,2462.5,2024-07-30,2024-08-03,,CONFIRMED,SP-00000018,WH-001,STANDARD,
SO-00001361,SO-00001361,CUST-00000530,PRD-00000109,10,185.6,1855.99,2023-11-03,2023-11-12,,PROCESSING,SP-00000018,WH-003,STANDARD,
SO-00001362,SO-00001362,CUST-00000402,PRD-00000486,2,37.59,75.18,2024-11-02,2024-11-12,,SHIPPED,SP-00000014,WH-003,STANDARD,
SO-00001363,SO-00001363,CUST-00000553,PRD-00000419,2,54.08,108.16,2024-12-20,2024-12-26,,CONFIRMED,SP-00000014,WH-003,STANDARD,
SO-00001364,SO-00001364,CUST-00000035,PRD-00000273,1,14.79,14.79,2024-07-11,2024-07-15,,CONFIRMED,SP-00000007,WH-003,STANDARD,
SO-00001365,SO-00001365,CUST-00000935,PRD-00000252,25,5.78,144.5,2024-02-14,2024-02-18,,DELIVERED,SP-00000003,WH-001,STANDARD,
SO-00001366,SO-00001366,CUST-00000884,PRD-00000008,1,15.57,15.57,2025-03-02,2025-03-14,,CONFIRMED,SP-00000013,WH-003,STANDARD,
SO-00001367,SO-00001367,CUST-00000114,PRD-00000223,10,119.86,1198.6,2024-10-28,2024-11-06,,CONFIRMED,SP-00000015,WH-003,STANDARD,
SO-00001368,SO-00001368,CUST-00000725,PRD-00000293,1,4.84,4.84,2024-07-22,2024-07-25,,CONFIRMED,SP-00000014,WH-002,STANDARD,
SO-00001369,SO-00001369,CUST-00000084,PRD-00000486,25,33.96,848.99,2024-03-17,2024-03-25,,CONFIRMED,SP-00000018,WH-002,STANDARD,
SO-00001370,SO-00001370,CUST-00000822,PRD-00000178,15,21.08,316.2,2025-02-12,2025-02-15,,PROCESSING,SP-00000005,WH-002,STANDARD,
SO-00001371,SO-00001371,CUST-00000073,PRD-00000258,15,22.13,331.95,2023-07-24,2023-07-28,,CONFIRMED,SP-00000011,WH-003,STANDARD,
SO-00001372,SO-00001372,CUST-00000833,PRD-00000395,2,46.74,93.48,2023-07-13,2023-07-19,,PROCESSING,SP-00000005,WH-002,STANDARD,
SO-00001373,SO-00001373,CUST-00000524,PRD-00000281,1,13.98,13.98,2023-08-28,2023-09-01,,PROCESSING,SP-00000019,WH-003,STANDARD,
SO-00001374,SO-00001374,CUST-00000255,PRD-00000045,15,83.25,1248.75,2025-04-11,2025-04-17,,CONFIRMED,SP-00000002,WH-003,STANDARD,
SO-00001375,SO-00001375,CUST-00000297,PRD-00000234,25,33.75,843.86,2024-11-18,2024-11-28,,DELIVERED,SP-00000016,WH-001,STANDARD,
SO-00001376,SO-00001376,CUST-00000661,PRD-00000164,2,56.07,112.14,2024-10-21,2024-10-31,,PROCESSING,SP-00000013,WH-001,STANDARD,
SO-00001377,SO-00001377,CUST-00000621,PRD-00000033,20,13.01,260.13,2023-10-15,2023-10-20,,SHIPPED,SP-00000008,WH-001,STANDARD,
SO-00001378,SO-00001378,CUST-00000847,PRD-00000110,10,11.41,114.1,2024-04-27,2024-05-02,,SHIPPED,SP-00000020,WH-003,STANDARD,
SO-00001379,SO-00001379,CUST-00000336,PRD-00000402,2,9.33,18.66,2025-05-01,2025-05-15,,CONFIRMED,SP-00000011,WH-002,STANDARD,
SO-00001380,SO-00001380,CUST-00000212,PRD-00000370,50,44.96,2248.0,2023-10-13,2023-10-24,,CONFIRMED,SP-00000015,WH-003,STANDARD,
SO-00001381,SO-00001381,CUST-00000201,PRD-00000488,5,20.18,100.9,2025-04-04,2025-04-10,,PROCESSING,SP-00000014,WH-002,STANDARD,
SO-00001382,SO-00001382,CUST-00000861,PRD-00000288,10,20.63,206.3,2024-09-07,2024-09-14,,CONFIRMED,SP-00000007,WH-003,STANDARD,
SO-00001383,SO-00001383,CUST-00000789,PRD-00000322,1,9.5,9.5,2024-12-19,2025-01-01,,DELIVERED,SP-00000009,WH-002,STANDARD,
SO-00001384,SO-00001384,CUST-00000946,PRD-00000237,50,33.75,1687.5,2024-05-02,2024-05-09,,PROCESSING,SP-00000016,WH-003,STANDARD,
SO-00001385,SO-00001385,CUST-00000972,PRD-00000332,1,5.66,5.66,2023-07-04,2023-07-07,,DELIVERED,SP-00000005,WH-003,STANDARD,
SO-00001386,SO-00001386,CUST-00000363,PRD-00000393,20,12.06,241.13,2023-10-20,2023-10-28,,DELIVERED,SP-00000018,WH-001,STANDARD,
SO-00001387,SO-00001387,CUST-00000669,PRD-00000246,25,37.78,944.5,2025-04-29,2025-05-02,,CONFIRMED,SP-00000009,WH-003,STANDARD,
SO-00001388,SO-00001388,CUST-00000637,PRD-00000272,1,77.09,77.09,2023-07-13,2023-07-20,,PROCESSING,SP-00000009,WH-003,STANDARD,
SO-00001389,SO-00001389,CUST-00000947,PRD-00000246,2,33.62,67.23,2024-10-21,2024-10-26,,PROCESSING,SP-00000012,WH-002,STANDARD,
SO-00001390,SO-00001390,CUST-00000950,PRD-00000027,1,70.22,70.22,2023-08-25,2023-08-29,,PROCESSING,SP-00000006,WH-002,STANDARD,
SO-00001391,SO-00001391,CUST-00000728,PRD-00000019,50,54.63,2731.5,2024-10-07,2024-10-18,,CONFIRMED,SP-00000018,WH-003,STANDARD,
SO-00001392,SO-00001392,CUST-00000195,PRD-00000417,25,3.43,85.69,2025-01-13,2025-01-20,,DELIVERED,SP-00000020,WH-002,STANDARD,
SO-00001393,SO-00001393,CUST-00000524,PRD-00000159,1,26.81,26.81,2024-01-02,2024-01-09,,DELIVERED,SP-00000002,WH-003,STANDARD,
SO-00001394,SO-00001394,CUST-00000525,PRD-00000256,15,2.6,39.0,2023-10-06,2023-10-18,,PROCESSING,SP-00000011,WH-002,STANDARD,
SO-00001395,SO-00001395,CUST-00000848,PRD-00000163,50,23.32,1165.87,2024-03-18,2024-03-23,,DELIVERED,SP-00000019,WH-002,STANDARD,
SO-00001396,SO-00001396,CUST-00000792,PRD-00000311,20,140.04,2800.8,2024-02-11,2024-02-24,,CONFIRMED,SP-00000020,WH-002,STANDARD,
SO-00001397,SO-00001397,CUST-00000604,PRD-00000046,10,31.45,314.5,2023-11-04,2023-11-14,,PROCESSING,SP-00000018,WH-003,STANDARD,
SO-00001398,SO-00001398,CUST-00000985,PRD-00000439,50,21.8,1090.0,2023-09-15,2023-09-22,,PROCESSING,SP-00000005,WH-003,STANDARD,
SO-00001399,SO-00001399,CUST-00000696,PRD-00000081,10,14.32,143.2,2024-08-26,2024-09-03,,SHIPPED,SP-00000006,WH-003,STANDARD,
SO-00001400,SO-00001400,CUST-00000166,PRD-00000435,5,47.57,237.83,2025-05-21,2025-05-31,,DELIVERED,SP-00000008,WH-003,STANDARD,
SO-00001401,SO-00001401,CUST-00000387,PRD-00000129,2,26.88,53.76,2024-04-06,2024-04-13,,PROCESSING,SP-00000003,WH-002,STANDARD,
SO-00001402,SO-00001402,CUST-00000009,PRD-00000101,50,83.01,4150.41,2023-12-19,2023-12-24,,CONFIRMED,SP-00000008,WH-002,STANDARD,
SO-00001403,SO-00001403,CUST-00000795,PRD-00000387,5,73.9,369.49,2024-07-28,2024-08-07,,CONFIRMED,SP-00000010,WH-001,STANDARD,
SO-00001404,SO-00001404,CUST-00000825,PRD-00000416,25,2.95,73.75,2024-03-23,2024-04-04,,SHIPPED,SP-00000016,WH-003,STANDARD,
SO-00001405,SO-00001405,CUST-00000167,PRD-00000046,50,31.45,1572.5,2025-02-24,2025-03-08,,PROCESSING,SP-00000019,WH-001,STANDARD,
SO-00001406,SO-00001406,CUST-00000518,PRD-00000124,1,49.71,49.71,2025-06-05,2025-06-15,,SHIPPED,SP-00000017,WH-003,STANDARD,
SO-00001407,SO-00001407,CUST-00000454,PRD-00000254,1,12.66,12.66,2023-12-18,2023-12-22,,SHIPPED,SP-00000006,WH-002,STANDARD,
SO-00001408,SO-00001408,CUST-00000096,PRD-00000393,2,12.0,24.0,2024-03-31,2024-04-14,,PROCESSING,SP-00000013,WH-003,STANDARD,
SO-00001409,SO-00001409,CUST-00000607,PRD-00000386,15,52.85,792.75,2025-03-11,2025-03-16,,CONFIRMED,SP-00000013,WH-003,STANDARD,
SO-00001410,SO-00001410,CUST-00000693,PRD-00000041,15,9.93,148.99,2024-05-04,2024-05-17,,CONFIRMED,SP-00000005,WH-002,STANDARD,
SO-00001411,SO-00001411,CUST-00000164,PRD-00000235,15,45.13,676.95,2023-07-11,2023-07-24,,PROCESSING,SP-00000015,WH-003,STANDARD,
SO-00001412,SO-00001412,CUST-00000905,PRD-00000263,20,129.53,2590.6,2024-05-12,2024-05-16,,PROCESSING,SP-00000001,WH-001,STANDARD,
SO-00001413,SO-00001413,CUST-00000382,PRD-00000188,15,86.82,1302.3,2023-10-02,2023-10-09,,DELIVERED,SP-00000016,WH-001,STANDARD,
SO-00001414,SO-00001414,CUST-00000851,PRD-00000471,5,153.23,766.15,2025-02-06,2025-02-19,,CONFIRMED,SP-00000020,WH-002,STANDARD,
SO-00001415,SO-00001415,CUST-00000787,PRD-00000052,25,4.94,123.6,2024-10-11,2024-10-21,,CONFIRMED,SP-00000014,WH-001,STANDARD,
SO-00001416,SO-00001416,CUST-00000047,PRD-00000469,1,192.77,192.77,2024-12-15,2024-12-23,,DELIVERED,SP-00000016,WH-003,STANDARD,
SO-00001417,SO-00001417,CUST-00000844,PRD-00000087,10,82.96,829.6,2023-11-05,2023-11-14,,CONFIRMED,SP-00000008,WH-001,STANDARD,
SO-00001418,SO-00001418,CUST-00000005,PRD-00000451,10,8.04,80.42,2024-09-28,2024-10-07,,DELIVERED,SP-00000008,WH-002,STANDARD,
SO-00001419,SO-00001419,CUST-00000607,PRD-00000488,25,17.43,435.83,2024-01-26,2024-01-29,,SHIPPED,SP-00000013,WH-002,STANDARD,
SO-00001420,SO-00001420,CUST-00000979,PRD-00000480,15,9.32,139.8,2025-06-27,2025-07-04,,PROCESSING,SP-00000004,WH-001,STANDARD,
SO-00001421,SO-00001421,CUST-00000943,PRD-00000118,25,18.44,460.96,2024-09-03,2024-09-07,,CONFIRMED,SP-00000016,WH-002,STANDARD,
SO-00001422,SO-00001422,CUST-00000589,PRD-00000099,10,43.45,434.5,2024-03-23,2024-04-06,,SHIPPED,SP-00000017,WH-002,STANDARD,
SO-00001423,SO-00001423,CUST-00000475,PRD-00000109,20,196.59,3931.8,2023-11-13,2023-11-22,,CONFIRMED,SP-00000014,WH-001,STANDARD,
SO-00001424,SO-00001424,CUST-00000637,PRD-00000140,2,9.31,18.62,2023-12-01,2023-12-07,,PROCESSING,SP-00000004,WH-003,STANDARD,
SO-00001425,SO-00001425,CUST-00000091,PRD-00000393,25,14.04,351.0,2023-12-16,2023-12-28,,SHIPPED,SP-00000019,WH-003,STANDARD,
SO-00001426,SO-00001426,CUST-00000532,PRD-00000160,5,8.38,41.9,2024-12-15,2024-12-25,,PROCESSING,SP-00000008,WH-003,STANDARD,
SO-00001427,SO-00001427,CUST-00000896,PRD-00000314,2,30.99,61.98,2024-11-24,2024-12-06,,CONFIRMED,SP-00000004,WH-001,STANDARD,
SO-00001428,SO-00001428,CUST-00000952,PRD-00000143,2,136.61,273.22,2023-09-20,2023-09-23,,SHIPPED,SP-00000017,WH-001,STANDARD,
SO-00001429,SO-00001429,CUST-00000298,PRD-00000442,2,9.94,19.88,2025-02-13,2025-02-17,,PROCESSING,SP-00000011,WH-003,STANDARD,
SO-00001430,SO-00001430,CUST-00000375,PRD-00000296,50,3.3,165.0,2024-03-25,2024-04-07,,PROCESSING,SP-00000006,WH-003,STANDARD,
SO-00001431,SO-00001431,CUST-00000168,PRD-00000293,50,4.84,242.0,2025-05-17,2025-05-29,,CONFIRMED,SP-00000008,WH-003,STANDARD,
SO-00001432,SO-00001432,CUST-00000091,PRD-00000373,5,4.33,21.65,2024-04-24,2024-05-07,,SHIPPED,SP-00000017,WH-001,STANDARD,
SO-00001433,SO-00001433,CUST-00000385,PRD-00000364,20,45.74,914.86,2024-02-15,2024-02-29,,CONFIRMED,SP-00000004,WH-001,STANDARD,
SO-00001434,SO-00001434,CUST-00000647,PRD-00000484,25,53.47,1336.75,2024-01-01,2024-01-08,,DELIVERED,SP-00000007,WH-002,STANDARD,
SO-00001435,SO-00001435,CUST-00000476,PRD-00000339,25,46.61,1165.25,2024-12-06,2024-12-14,,CONFIRMED,SP-00000009,WH-001,STANDARD,
SO-00001436,SO-00001436,CUST-00000183,PRD-00000035,15,48.17,722.55,2024-12-06,2024-12-10,,PROCESSING,SP-00000014,WH-003,STANDARD,
SO-00001437,SO-00001437,CUST-00000190,PRD-00000026,5,40.98,204.89,2023-09-11,2023-09-21,,PROCESSING,SP-00000014,WH-001,STANDARD,
SO-00001438,SO-00001438,CUST-00000283,PRD-00000069,2,185.2,370.4,2023-07-04,2023-07-12,,DELIVERED,SP-00000006,WH-002,STANDARD,
SO-00001439,SO-00001439,CUST-00000141,PRD-00000497,20,4.55,91.0,2025-05-30,2025-06-02,,SHIPPED,SP-00000005,WH-002,STANDARD,
SO-00001440,SO-00001440,CUST-00000827,PRD-00000306,2,41.52,83.04,2025-01-16,2025-01-19,,DELIVERED,SP-00000013,WH-001,STANDARD,
SO-00001441,SO-00001441,CUST-00000300,PRD-00000466,1,47.91,47.91,2024-10-12,2024-10-22,,DELIVERED,SP-00000010,WH-003,STANDARD,
SO-00001442,SO-00001442,CUST-00000834,PRD-00000166,15,38.45,576.75,2023-08-02,2023-08-06,,PROCESSING,SP-00000011,WH-003,STANDARD,
SO-00001443,SO-00001443,CUST-00000593,PRD-00000254,1,12.66,12.66,2025-01-21,2025-02-01,,DELIVERED,SP-00000006,WH-002,STANDARD,
SO-00001444,SO-00001444,CUST-00000235,PRD-00000187,25,74.39,1859.75,2024-07-10,2024-07-22,,CONFIRMED,SP-00000007,WH-003,STANDARD,
SO-00001445,SO-00001445,CUST-00000286,PRD-00000178,20,21.08,421.6,2024-03-21,2024-03-25,,CONFIRMED,SP-00000016,WH-003,STANDARD,
SO-00001446,SO-00001446,CUST-00000852,PRD-00000420,1,8.56,8.56,2025-03-04,2025-03-11,,CONFIRMED,SP-00000013,WH-002,STANDARD,
SO-00001447,SO-00001447,CUST-00000405,PRD-00000128,1,18.7,18.7,2024-08-18,2024-08-22,,SHIPPED,SP-00000008,WH-003,STANDARD,
SO-00001448,SO-00001448,CUST-00000922,PRD-00000091,50,6.69,334.5,2024-10-05,2024-10-11,,PROCESSING,SP-00000012,WH-001,STANDARD,
SO-00001449,SO-00001449,CUST-00000188,PRD-00000434,15,29.31,439.72,2024-08-27,2024-09-04,,CANCELLED,SP-00000017,WH-002,STANDARD,
SO-00001450,SO-00001450,CUST-00000784,PRD-00000119,20,24.71,494.2,2025-06-10,2025-06-20,,CONFIRMED,SP-00000002,WH-001,STANDARD,
SO-00001451,SO-00001451,CUST-00000016,PRD-00000449,5,30.1,150.49,2024-04-19,2024-04-23,,CONFIRMED,SP-00000001,WH-001,STANDARD,
SO-00001452,SO-00001452,CUST-00000297,PRD-00000435,20,55.53,1110.6,2024-09-26,2024-10-04,,PROCESSING,SP-00000012,WH-002,STANDARD,
SO-00001453,SO-00001453,CUST-00000733,PRD-00000401,10,12.27,122.69,2024-02-18,2024-02-28,,SHIPPED,SP-00000001,WH-003,STANDARD,
SO-00001454,SO-00001454,CUST-00000275,PRD-00000007,10,100.58,1005.8,2025-06-22,2025-07-02,,PROCESSING,SP-00000013,WH-003,STANDARD,
SO-00001455,SO-00001455,CUST-00000900,PRD-00000164,50,56.07,2803.5,2024-09-14,2024-09-26,,PROCESSING,SP-00000010,WH-002,STANDARD,
SO-00001456,SO-00001456,CUST-00000881,PRD-00000337,25,3.61,90.25,2023-10-19,2023-10-23,,SHIPPED,SP-00000015,WH-003,STANDARD,
SO-00001457,SO-00001457,CUST-00000111,PRD-00000397,2,31.14,62.28,2024-11-22,2024-11-26,,PROCESSING,SP-00000018,WH-002,STANDARD,
SO-00001458,SO-00001458,CUST-00000915,PRD-00000185,15,216.93,3253.95,2023-11-15,2023-11-29,,CONFIRMED,SP-00000006,WH-001,STANDARD,
SO-00001459,SO-00001459,CUST-00000783,PRD-00000446,1,36.37,36.37,2025-04-03,2025-04-16,,PROCESSING,SP-00000003,WH-002,STANDARD,
SO-00001460,SO-00001460,CUST-00000353,PRD-00000206,5,33.56,167.8,2025-03-01,2025-03-07,,DELIVERED,SP-00000010,WH-002,STANDARD,
SO-00001461,SO-00001461,CUST-00000751,PRD-00000403,1,22.77,22.77,2023-11-29,2023-12-03,,CONFIRMED,SP-00000005,WH-001,STANDARD,
SO-00001462,SO-00001462,CUST-00000791,PRD-00000307,50,82.77,4138.5,2024-01-29,2024-02-06,,CONFIRMED,SP-00000002,WH-001,STANDARD,
SO-00001463,SO-00001463,CUST-00000793,PRD-00000463,10,133.4,1334.01,2025-01-04,2025-01-14,,DELIVERED,SP-00000016,WH-001,STANDARD,
SO-00001464,SO-00001464,CUST-00000043,PRD-00000423,1,135.23,135.23,2023-10-27,2023-11-08,,DELIVERED,SP-00000016,WH-002,STANDARD,
SO-00001465,SO-00001465,CUST-00000815,PRD-00000144,20,274.73,5494.57,2024-06-19,2024-07-03,,SHIPPED,SP-00000002,WH-001,STANDARD,
SO-00001466,SO-00001466,CUST-00000646,PRD-00000479,2,22.88,45.76,2023-11-02,2023-11-14,,SHIPPED,SP-00000010,WH-002,STANDARD,
SO-00001467,SO-00001467,CUST-00000396,PRD-00000136,50,3.12,155.77,2024-03-10,2024-03-20,,DELIVERED,SP-00000017,WH-002,STANDARD,
SO-00001468,SO-00001468,CUST-00000670,PRD-00000430,50,11.21,560.5,2025-05-17,2025-05-30,,CONFIRMED,SP-00000014,WH-002,STANDARD,
SO-00001469,SO-00001469,CUST-00000166,PRD-00000270,10,10.03,100.34,2024-10-22,2024-10-29,,PROCESSING,SP-00000018,WH-003,STANDARD,
SO-00001470,SO-00001470,CUST-00000944,PRD-00000027,10,63.21,632.08,2023-12-24,2024-01-04,,DELIVERED,SP-00000005,WH-003,STANDARD,
SO-00001471,SO-00001471,CUST-00000575,PRD-00000471,5,153.23,766.15,2025-03-30,2025-04-09,,CANCELLED,SP-00000008,WH-001,STANDARD,
SO-00001472,SO-00001472,CUST-00000840,PRD-00000367,25,95.47,2386.75,2023-10-24,2023-11-06,,DELIVERED,SP-00000008,WH-001,STANDARD,
SO-00001473,SO-00001473,CUST-00000574,PRD-00000135,50,21.67,1083.5,2023-07-10,2023-07-22,,PROCESSING,SP-00000009,WH-001,STANDARD,
SO-00001474,SO-00001474,CUST-00000843,PRD-00000120,25,8.84,221.0,2025-05-14,2025-05-28,,SHIPPED,SP-00000011,WH-002,STANDARD,
SO-00001475,SO-00001475,CUST-00000559,PRD-00000085,10,68.46,684.6,2025-01-16,2025-01-27,,CONFIRMED,SP-00000010,WH-001,STANDARD,
SO-00001476,SO-00001476,CUST-00000303,PRD-00000113,15,15.77,236.55,2024-05-18,2024-05-23,,PROCESSING,SP-00000008,WH-002,STANDARD,
SO-00001477,SO-00001477,CUST-00000410,PRD-00000086,5,38.97,194.85,2024-08-02,2024-08-08,,CONFIRMED,SP-00000005,WH-001,STANDARD,
SO-00001478,SO-00001478,CUST-00000526,PRD-00000036,10,40.61,406.1,2025-04-24,2025-05-06,,SHIPPED,SP-00000011,WH-001,STANDARD,
SO-00001479,SO-00001479,CUST-00000197,PRD-00000437,10,25.63,256.3,2024-12-11,2024-12-25,,CONFIRMED,SP-00000009,WH-002,STANDARD,
SO-00001480,SO-00001480,CUST-00000382,PRD-00000478,10,20.63,206.3,2024-04-28,2024-05-09,,CONFIRMED,SP-00000016,WH-002,STANDARD,
SO-00001481,SO-00001481,CUST-00000613,PRD-00000325,25,68.46,1711.5,2023-07-01,2023-07-07,,PROCESSING,SP-00000019,WH-003,STANDARD,
SO-00001482,SO-00001482,CUST-00000061,PRD-00000495,5,23.3,116.5,2025-03-21,2025-04-01,,SHIPPED,SP-00000015,WH-002,STANDARD,
SO-00001483,SO-00001483,CUST-00000085,PRD-00000244,20,49.24,984.8,2024-05-22,2024-06-05,,CONFIRMED,SP-00000019,WH-002,STANDARD,
SO-00001484,SO-00001484,CUST-00000837,PRD-00000125,15,84.8,1272.0,2024-08-02,2024-08-12,,CONFIRMED,SP-00000011,WH-003,STANDARD,
SO-00001485,SO-00001485,CUST-00000160,PRD-00000079,20,25.05,501.0,2024-07-19,2024-08-01,,CONFIRMED,SP-00000006,WH-002,STANDARD,
SO-00001486,SO-00001486,CUST-00000848,PRD-00000202,25,8.82,220.5,2023-11-23,2023-11-30,,SHIPPED,SP-00000019,WH-003,STANDARD,
SO-00001487,SO-00001487,CUST-00000198,PRD-00000248,20,17.07,341.39,2024-01-18,2024-01-21,,SHIPPED,SP-00000016,WH-001,STANDARD,
SO-00001488,SO-00001488,CUST-00000312,PRD-00000201,15,12.39,185.85,2025-03-23,2025-03-27,,SHIPPED,SP-00000009,WH-003,STANDARD,
SO-00001489,SO-00001489,CUST-00000314,PRD-00000143,25,124.68,3117.02,2023-08-08,2023-08-11,,SHIPPED,SP-00000009,WH-001,STANDARD,
SO-00001490,SO-00001490,CUST-00000364,PRD-00000208,2,20.73,41.46,2024-07-22,2024-07-29,,DELIVERED,SP-00000020,WH-002,STANDARD,
SO-00001491,SO-00001491,CUST-00000410,PRD-00000225,1,210.36,210.36,2024-12-07,2024-12-19,,PROCESSING,SP-00000005,WH-001,STANDARD,
SO-00001492,SO-00001492,CUST-00000806,PRD-00000080,10,9.4,94.0,2025-04-28,2025-05-03,,SHIPPED,SP-00000006,WH-002,STANDARD,
SO-00001493,SO-00001493,CUST-00000959,PRD-00000350,2,10.35,20.7,2024-01-27,2024-02-07,,DELIVERED,SP-00000002,WH-002,STANDARD,
SO-00001494,SO-00001494,CUST-00000393,PRD-00000446,1,36.37,36.37,2024-02-27,2024-03-02,,CONFIRMED,SP-00000012,WH-003,STANDARD,
SO-00001495,SO-00001495,CUST-00000934,PRD-00000141,25,94.24,2356.0,2024-06-19,2024-06-29,,CONFIRMED,SP-00000002,WH-002,STANDARD,
SO-00001496,SO-00001496,CUST-00000674,PRD-00000148,25,78.47,1961.75,2023-07-13,2023-07-16,,DELIVERED,SP-00000013,WH-002,STANDARD,
SO-00001497,SO-00001497,CUST-00000333,PRD-00000294,2,10.63,21.26,2025-02-15,2025-02-24,,PROCESSING,SP-00000019,WH-002,STANDARD,
SO-00001498,SO-00001498,CUST-00000608,PRD-00000331,10,6.56,65.62,2024-08-16,2024-08-20,,DELIVERED,SP-00000007,WH-001,STANDARD,
SO-00001499,SO-00001499,CUST-00000214,PRD-00000261,50,88.78,4438.79,2023-09-26,2023-10-09,,DELIVERED,SP-00000003,WH-002,STANDARD,
SO-00001500,SO-00001500,CUST-00000383,PRD-00000327,15,89.27,1339.05,2024-09-27,2024-10-09,,PROCESSING,SP-00000019,WH-003,STANDARD,
SO-00001501,SO-00001501,CUST-00000188,PRD-00000268,5,95.85,479.24,2024-06-12,2024-06-21,,PROCESSING,SP-00000008,WH-003,STANDARD,
SO-00001502,SO-00001502,CUST-00000310,PRD-00000121,1,11.24,11.24,2024-05-19,2024-06-01,,CONFIRMED,SP-00000001,WH-003,STANDARD,
SO-00001503,SO-00001503,CUST-00000986,PRD-00000132,20,6.44,128.8,2024-01-05,2024-01-18,,SHIPPED,SP-00000012,WH-002,STANDARD,
SO-00001504,SO-00001504,CUST-00000300,PRD-00000115,1,48.95,48.95,2025-02-02,2025-02-12,,PROCESSING,SP-00000017,WH-001,STANDARD,
SO-00001505,SO-00001505,CUST-00000087,PRD-00000046,10,29.73,297.34,2023-09-20,2023-09-27,,DELIVERED,SP-00000005,WH-001,STANDARD,
SO-00001506,SO-00001506,CUST-00000832,PRD-00000090,2,50.35,100.7,2024-08-05,2024-08-15,,CONFIRMED,SP-00000003,WH-002,STANDARD,
SO-00001507,SO-00001507,CUST-00000478,PRD-00000499,20,42.7,854.0,2024-03-05,2024-03-12,,PROCESSING,SP-00000006,WH-001,STANDARD,
SO-00001508,SO-00001508,CUST-00000539,PRD-00000474,5,32.62,163.1,2024-02-25,2024-03-05,,PROCESSING,SP-00000020,WH-001,STANDARD,
