lead_id,lead_number,customer_id,salesperson_id,estimated_value,lead_date,lead_status,source,notes
LEAD-00000695,LEAD-00000695,CUST-00000493,SP-00000011,500.0,2024-09-04,NEW,Website,
LEAD-00000696,LEAD-00000696,CUST-00000226,SP-00000008,25000.0,2024-07-18,NEW,Website,
LEAD-00000697,LEAD-00000697,CUST-00000405,SP-00000008,50000.0,2025-05-07,CONVERTED,Email Campaign,
LEAD-00000698,LEAD-00000698,CUST-00000773,SP-00000010,50000.0,2024-06-27,QUALIFIED,Cold Call,
LEAD-00000699,LEAD-00000699,CUST-00000641,SP-00000008,5000.0,2023-12-20,CONTACTED,Referral,
LEAD-00000700,LEAD-00000700,CUST-00000014,SP-00000008,2500.0,2025-05-09,QUALIFIED,Cold Call,
LEAD-00000701,LEAD-00000701,CUST-00000804,SP-00000001,1000.0,2024-09-24,CONVERTED,Referral,
LEAD-00000702,LEAD-00000702,CUST-00000947,SP-00000005,5000.0,2025-03-23,QUALIFIED,Cold Call,
LEAD-00000703,LEAD-00000703,CUST-00000139,SP-00000017,5000.0,2023-07-27,NEW,Email Campaign,
LEAD-00000704,LEAD-00000704,CUST-00000310,SP-00000001,500.0,2025-02-21,QUALIFIED,Trade Show,
LEAD-00000705,LEAD-00000705,CUST-00000084,SP-00000003,500.0,2024-01-07,QUALIFIED,Email Campaign,
LEAD-00000706,LEAD-00000706,CUST-00000646,SP-00000009,500.0,2025-02-08,CONVERTED,Email Campaign,
LEAD-00000707,LEAD-00000707,CUST-00000423,SP-00000012,5000.0,2024-10-22,CONVERTED,Email Campaign,
LEAD-00000708,LEAD-00000708,CUST-00000582,SP-00000012,25000.0,2024-07-23,CONTACTED,Partner,
LEAD-00000709,LEAD-00000709,CUST-00000364,SP-00000020,25000.0,2024-12-18,QUALIFIED,Cold Call,
LEAD-00000710,LEAD-00000710,CUST-00000066,SP-00000007,500.0,2024-02-13,NEW,Email Campaign,
LEAD-00000711,LEAD-00000711,CUST-00000149,SP-00000018,2500.0,2024-05-01,NEW,Referral,
LEAD-00000712,LEAD-00000712,CUST-00000110,SP-00000007,10000.0,2024-04-25,QUALIFIED,Referral,
LEAD-00000713,LEAD-00000713,CUST-00000131,SP-00000003,50000.0,2024-03-05,CONVERTED,Referral,
LEAD-00000714,LEAD-00000714,CUST-00000784,SP-00000002,500.0,2025-04-23,NEW,Partner,
LEAD-00000715,LEAD-00000715,CUST-00000942,SP-00000006,10000.0,2024-06-03,CONTACTED,Referral,
LEAD-00000716,LEAD-00000716,CUST-00000030,SP-00000005,10000.0,2024-01-20,QUALIFIED,Email Campaign,
LEAD-00000717,LEAD-00000717,CUST-00000347,SP-00000017,5000.0,2025-04-18,NEW,Referral,
LEAD-00000718,LEAD-00000718,CUST-00000025,SP-00000015,2500.0,2023-12-04,NEW,Partner,
LEAD-00000719,LEAD-00000719,CUST-00000177,SP-00000011,2500.0,2024-08-06,QUALIFIED,Website,
LEAD-00000720,LEAD-00000720,CUST-00000524,SP-00000014,500.0,2024-09-18,QUALIFIED,Referral,
LEAD-00000721,LEAD-00000721,CUST-00000836,SP-00000004,2500.0,2024-03-04,QUALIFIED,Trade Show,
LEAD-00000722,LEAD-00000722,CUST-00000309,SP-00000008,5000.0,2024-03-08,NEW,Referral,
LEAD-00000723,LEAD-00000723,CUST-00000999,SP-00000012,10000.0,2024-09-02,NEW,Cold Call,
LEAD-00000724,LEAD-00000724,CUST-00000424,SP-00000008,500.0,2023-08-05,QUALIFIED,Cold Call,
LEAD-00000725,LEAD-00000725,CUST-00000392,SP-00000008,50000.0,2025-04-10,NEW,Referral,
LEAD-00000726,LEAD-00000726,CUST-00000469,SP-00000008,10000.0,2024-09-23,LOST,Cold Call,
LEAD-00000727,LEAD-00000727,CUST-00000999,SP-00000009,10000.0,2025-01-12,NEW,Email Campaign,
LEAD-00000728,LEAD-00000728,CUST-00000097,SP-00000009,1000.0,2023-07-09,CONTACTED,Cold Call,
LEAD-00000729,LEAD-00000729,CUST-00000372,SP-00000013,10000.0,2024-05-13,NEW,Trade Show,
LEAD-00000730,LEAD-00000730,CUST-00000255,SP-00000003,50000.0,2024-04-30,NEW,Referral,
LEAD-00000731,LEAD-00000731,CUST-00000604,SP-00000017,10000.0,2024-10-25,QUALIFIED,Trade Show,
LEAD-00000732,LEAD-00000732,CUST-00000166,SP-00000020,2500.0,2024-03-03,QUALIFIED,Referral,
LEAD-00000733,LEAD-00000733,CUST-00000738,SP-00000015,500.0,2024-12-08,LOST,Trade Show,
LEAD-00000734,LEAD-00000734,CUST-00000910,SP-00000006,10000.0,2024-04-14,NEW,Email Campaign,
LEAD-00000735,LEAD-00000735,CUST-00000715,SP-00000018,50000.0,2024-11-30,CONTACTED,Partner,
LEAD-00000736,LEAD-00000736,CUST-00000228,SP-00000017,500.0,2024-01-04,QUALIFIED,Trade Show,
LEAD-00000737,LEAD-00000737,CUST-00000153,SP-00000003,1000.0,2023-08-22,NEW,Trade Show,
LEAD-00000738,LEAD-00000738,CUST-00000658,SP-00000003,5000.0,2024-03-30,LOST,Partner,
LEAD-00000739,LEAD-00000739,CUST-00000369,SP-00000003,50000.0,2024-07-11,CONTACTED,Cold Call,
LEAD-00000740,LEAD-00000740,CUST-00000268,SP-00000018,5000.0,2023-08-02,NEW,Referral,
LEAD-00000741,LEAD-00000741,CUST-00000954,SP-00000004,10000.0,2024-10-17,NEW,Email Campaign,
LEAD-00000742,LEAD-00000742,CUST-00000376,SP-00000002,25000.0,2025-05-13,QUALIFIED,Email Campaign,
LEAD-00000743,LEAD-00000743,CUST-00000561,SP-00000017,2500.0,2023-12-16,CONVERTED,Partner,
LEAD-00000744,LEAD-00000744,CUST-00000873,SP-00000012,10000.0,2024-03-28,NEW,Partner,
LEAD-00000745,LEAD-00000745,CUST-00000820,SP-00000003,5000.0,2025-02-09,QUALIFIED,Website,
LEAD-00000746,LEAD-00000746,CUST-00000928,SP-00000014,10000.0,2023-09-10,CONTACTED,Partner,
LEAD-00000747,LEAD-00000747,CUST-00000399,SP-00000007,25000.0,2025-06-28,LOST,Referral,
LEAD-00000748,LEAD-00000748,CUST-00000147,SP-00000009,25000.0,2024-04-20,CONTACTED,Referral,
LEAD-00000749,LEAD-00000749,CUST-00000980,SP-00000014,2500.0,2024-07-07,CONTACTED,Trade Show,
LEAD-00000750,LEAD-00000750,CUST-00000682,SP-00000016,25000.0,2024-10-04,NEW,Referral,
LEAD-00000751,LEAD-00000751,CUST-00000347,SP-00000012,50000.0,2023-09-25,LOST,Referral,
LEAD-00000752,LEAD-00000752,CUST-00000473,SP-00000009,25000.0,2025-01-13,CONTACTED,Email Campaign,
LEAD-00000753,LEAD-00000753,CUST-00000699,SP-00000006,5000.0,2023-08-13,CONVERTED,Email Campaign,
LEAD-00000754,LEAD-00000754,CUST-00000614,SP-00000009,2500.0,2024-07-21,NEW,Referral,
LEAD-00000755,LEAD-00000755,CUST-00000323,SP-00000008,5000.0,2023-08-27,CONTACTED,Email Campaign,
LEAD-00000756,LEAD-00000756,CUST-00000294,SP-00000010,5000.0,2025-05-28,NEW,Partner,
LEAD-00000757,LEAD-00000757,CUST-00000713,SP-00000016,2500.0,2023-07-05,QUALIFIED,Website,
LEAD-00000758,LEAD-00000758,CUST-00000701,SP-00000006,5000.0,2023-07-31,NEW,Email Campaign,
LEAD-00000759,LEAD-00000759,CUST-00000467,SP-00000002,500.0,2024-10-01,CONVERTED,Website,
LEAD-00000760,LEAD-00000760,CUST-00000027,SP-00000014,2500.0,2024-12-02,NEW,Referral,
LEAD-00000761,LEAD-00000761,CUST-00000796,SP-00000007,1000.0,2024-06-30,QUALIFIED,Email Campaign,
LEAD-00000762,LEAD-00000762,CUST-00000407,SP-00000019,10000.0,2025-04-03,LOST,Website,
LEAD-00000763,LEAD-00000763,CUST-00000064,SP-00000018,10000.0,2023-10-10,CONTACTED,Trade Show,
LEAD-00000764,LEAD-00000764,CUST-00000555,SP-00000020,2500.0,2024-07-31,QUALIFIED,Trade Show,
LEAD-00000765,LEAD-00000765,CUST-00000269,SP-00000003,25000.0,2023-09-08,NEW,Partner,
LEAD-00000766,LEAD-00000766,CUST-00000179,SP-00000005,10000.0,2024-08-25,LOST,Website,
LEAD-00000767,LEAD-00000767,CUST-00000435,SP-00000020,500.0,2024-03-12,CONVERTED,Referral,
LEAD-00000768,LEAD-00000768,CUST-00000803,SP-00000004,5000.0,2025-06-28,NEW,Email Campaign,
LEAD-00000769,LEAD-00000769,CUST-00000321,SP-00000005,25000.0,2023-09-18,QUALIFIED,Cold Call,
LEAD-00000770,LEAD-00000770,CUST-00000455,SP-00000017,50000.0,2023-11-24,CONTACTED,Partner,
LEAD-00000771,LEAD-00000771,CUST-00000595,SP-00000014,5000.0,2024-05-26,CONTACTED,Cold Call,
LEAD-00000772,LEAD-00000772,CUST-00000422,SP-00000012,10000.0,2024-04-23,QUALIFIED,Email Campaign,
LEAD-00000773,LEAD-00000773,CUST-00000407,SP-00000008,5000.0,2025-01-21,CONTACTED,Partner,
LEAD-00000774,LEAD-00000774,CUST-00000677,SP-00000017,2500.0,2024-06-07,QUALIFIED,Cold Call,
LEAD-00000775,LEAD-00000775,CUST-00000948,SP-00000004,50000.0,2023-09-21,CONVERTED,Email Campaign,
LEAD-00000776,LEAD-00000776,CUST-00000928,SP-00000016,25000.0,2023-11-12,CONTACTED,Email Campaign,
LEAD-00000777,LEAD-00000777,CUST-00000920,SP-00000004,10000.0,2024-09-27,NEW,Cold Call,
LEAD-00000778,LEAD-00000778,CUST-00000204,SP-00000007,5000.0,2025-04-05,QUALIFIED,Cold Call,
LEAD-00000779,LEAD-00000779,CUST-00000268,SP-00000015,1000.0,2025-06-25,CONTACTED,Cold Call,
LEAD-00000780,LEAD-00000780,CUST-00000739,SP-00000007,1000.0,2024-07-29,QUALIFIED,Website,
LEAD-00000781,LEAD-00000781,CUST-00000240,SP-00000014,500.0,2024-06-09,LOST,Partner,
LEAD-00000782,LEAD-00000782,CUST-00000631,SP-00000008,5000.0,2024-05-11,NEW,Partner,
LEAD-00000783,LEAD-00000783,CUST-00000402,SP-00000005,500.0,2025-06-15,LOST,Referral,
LEAD-00000784,LEAD-00000784,CUST-00000971,SP-00000018,1000.0,2025-06-29,NEW,Trade Show,
LEAD-00000785,LEAD-00000785,CUST-00000645,SP-00000019,2500.0,2025-06-27,QUALIFIED,Referral,
LEAD-00000786,LEAD-00000786,CUST-00000759,SP-00000009,500.0,2025-04-17,CONTACTED,Referral,
LEAD-00000787,LEAD-00000787,CUST-00000287,SP-00000011,10000.0,2023-10-20,QUALIFIED,Referral,
LEAD-00000788,LEAD-00000788,CUST-00000694,SP-00000003,2500.0,2025-05-07,QUALIFIED,Trade Show,
LEAD-00000789,LEAD-00000789,CUST-00000174,SP-00000003,50000.0,2024-06-24,QUALIFIED,Trade Show,
LEAD-00000790,LEAD-00000790,CUST-00000871,SP-00000009,50000.0,2024-06-15,QUALIFIED,Partner,
LEAD-00000791,LEAD-00000791,CUST-00000823,SP-00000004,2500.0,2024-02-10,CONTACTED,Email Campaign,
LEAD-00000792,LEAD-00000792,CUST-00000956,SP-00000005,2500.0,2023-09-01,NEW,Partner,
LEAD-00000793,LEAD-00000793,CUST-00000392,SP-00000020,50000.0,2025-02-22,NEW,Website,
LEAD-00000794,LEAD-00000794,CUST-00000358,SP-00000003,500.0,2024-01-14,CONTACTED,Website,
LEAD-00000795,LEAD-00000795,CUST-00000369,SP-00000019,2500.0,2025-03-27,CONVERTED,Partner,
LEAD-00000796,LEAD-00000796,CUST-00000781,SP-00000005,25000.0,2025-01-07,NEW,Email Campaign,
LEAD-00000797,LEAD-00000797,CUST-00000291,SP-00000005,10000.0,2024-03-09,CONTACTED,Referral,
LEAD-00000798,LEAD-00000798,CUST-00000454,SP-00000002,5000.0,2023-07-12,CONTACTED,Partner,
LEAD-00000799,LEAD-00000799,CUST-00000745,SP-00000003,2500.0,2025-03-06,CONVERTED,Cold Call,
LEAD-00000800,LEAD-00000800,CUST-00000299,SP-00000005,1000.0,2024-08-09,LOST,Website,
LEAD-00000801,LEAD-00000801,CUST-00000505,SP-00000002,1000.0,2023-11-12,CONTACTED,Referral,
LEAD-00000802,LEAD-00000802,CUST-00000233,SP-00000010,500.0,2024-10-13,LOST,Cold Call,
LEAD-00000803,LEAD-00000803,CUST-00000602,SP-00000005,50000.0,2025-06-06,QUALIFIED,Partner,
LEAD-00000804,LEAD-00000804,CUST-00000108,SP-00000015,500.0,2023-08-06,CONTACTED,Trade Show,
LEAD-00000805,LEAD-00000805,CUST-00000322,SP-00000020,5000.0,2023-07-14,QUALIFIED,Website,
LEAD-00000806,LEAD-00000806,CUST-00000164,SP-00000016,50000.0,2023-11-01,CONTACTED,Website,
LEAD-00000807,LEAD-00000807,CUST-00000577,SP-00000018,2500.0,2023-07-17,NEW,Website,
LEAD-00000808,LEAD-00000808,CUST-00000659,SP-00000019,2500.0,2024-01-18,LOST,Trade Show,
LEAD-00000809,LEAD-00000809,CUST-00000175,SP-00000004,500.0,2025-03-14,CONVERTED,Email Campaign,
LEAD-00000810,LEAD-00000810,CUST-00000849,SP-00000016,500.0,2024-10-26,LOST,Cold Call,
LEAD-00000811,LEAD-00000811,CUST-00000739,SP-00000006,2500.0,2025-04-29,LOST,Partner,
LEAD-00000812,LEAD-00000812,CUST-00000866,SP-00000003,2500.0,2024-08-21,CONTACTED,Email Campaign,
LEAD-00000813,LEAD-00000813,CUST-00000556,SP-00000013,2500.0,2025-05-16,CONTACTED,Partner,
LEAD-00000814,LEAD-00000814,CUST-00000347,SP-00000001,2500.0,2024-05-27,CONTACTED,Cold Call,
LEAD-00000815,LEAD-00000815,CUST-00000006,SP-00000014,1000.0,2024-12-12,CONTACTED,Cold Call,
LEAD-00000816,LEAD-00000816,CUST-00000838,SP-00000016,50000.0,2024-05-12,QUALIFIED,Email Campaign,
LEAD-00000817,LEAD-00000817,CUST-00000645,SP-00000003,10000.0,2024-10-24,LOST,Website,
LEAD-00000818,LEAD-00000818,CUST-00000835,SP-00000007,25000.0,2024-08-24,CONTACTED,Trade Show,
LEAD-00000819,LEAD-00000819,CUST-00000196,SP-00000004,1000.0,2024-03-06,LOST,Website,
LEAD-00000820,LEAD-00000820,CUST-00000712,SP-00000005,25000.0,2024-11-12,QUALIFIED,Cold Call,
LEAD-00000821,LEAD-00000821,CUST-00000739,SP-00000010,2500.0,2024-05-13,CONTACTED,Email Campaign,
LEAD-00000822,LEAD-00000822,CUST-00000809,SP-00000007,50000.0,2025-02-04,QUALIFIED,Email Campaign,
LEAD-00000823,LEAD-00000823,CUST-00000859,SP-00000001,2500.0,2025-02-12,CONTACTED,Partner,
LEAD-00000824,LEAD-00000824,CUST-00000092,SP-00000001,1000.0,2023-08-10,QUALIFIED,Referral,
LEAD-00000825,LEAD-00000825,CUST-00000849,SP-00000016,10000.0,2025-03-15,NEW,Website,
LEAD-00000826,LEAD-00000826,CUST-00000997,SP-00000017,2500.0,2023-07-02,NEW,Cold Call,
LEAD-00000827,LEAD-00000827,CUST-00000409,SP-00000015,500.0,2024-09-11,CONTACTED,Website,
LEAD-00000828,LEAD-00000828,CUST-00000612,SP-00000007,50000.0,2023-07-31,QUALIFIED,Trade Show,
LEAD-00000829,LEAD-00000829,CUST-00000493,SP-00000015,5000.0,2025-04-25,NEW,Website,
LEAD-00000830,LEAD-00000830,CUST-00000393,SP-00000019,25000.0,2023-12-05,CONTACTED,Website,
LEAD-00000831,LEAD-00000831,CUST-00000353,SP-00000010,1000.0,2025-01-22,CONTACTED,Trade Show,
LEAD-00000832,LEAD-00000832,CUST-00000501,SP-00000009,500.0,2025-01-21,QUALIFIED,Partner,
LEAD-00000833,LEAD-00000833,CUST-00000346,SP-00000004,5000.0,2024-05-10,CONTACTED,Trade Show,
LEAD-00000834,LEAD-00000834,CUST-00000985,SP-00000003,1000.0,2024-12-21,LOST,Referral,
LEAD-00000835,LEAD-00000835,CUST-00000324,SP-00000018,25000.0,2024-01-02,QUALIFIED,Partner,
LEAD-00000836,LEAD-00000836,CUST-00000360,SP-00000011,1000.0,2024-08-05,CONTACTED,Referral,
LEAD-00000837,LEAD-00000837,CUST-00000252,SP-00000018,50000.0,2023-08-30,LOST,Cold Call,
LEAD-00000838,LEAD-00000838,CUST-00000783,SP-00000004,5000.0,2024-11-02,QUALIFIED,Email Campaign,
LEAD-00000839,LEAD-00000839,CUST-00000578,SP-00000002,2500.0,2024-01-30,QUALIFIED,Website,
LEAD-00000840,LEAD-00000840,CUST-00000936,SP-00000002,500.0,2024-08-10,CONTACTED,Website,
LEAD-00000841,LEAD-00000841,CUST-00000323,SP-00000020,25000.0,2024-06-25,NEW,Cold Call,
LEAD-00000842,LEAD-00000842,CUST-00000128,SP-00000009,500.0,2025-05-18,CONTACTED,Cold Call,
LEAD-00000843,LEAD-00000843,CUST-00000519,SP-00000015,500.0,2025-05-06,CONTACTED,Website,
LEAD-00000844,LEAD-00000844,CUST-00000493,SP-00000008,50000.0,2024-02-16,QUALIFIED,Website,
LEAD-00000845,LEAD-00000845,CUST-00000059,SP-00000020,1000.0,2023-08-24,NEW,Website,
LEAD-00000846,LEAD-00000846,CUST-00000120,SP-00000009,10000.0,2024-12-20,QUALIFIED,Website,
LEAD-00000847,LEAD-00000847,CUST-00000703,SP-00000013,10000.0,2024-06-22,CONVERTED,Email Campaign,
LEAD-00000848,LEAD-00000848,CUST-00000992,SP-00000017,50000.0,2025-03-08,CONTACTED,Email Campaign,
LEAD-00000849,LEAD-00000849,CUST-00000198,SP-00000020,10000.0,2025-04-17,CONTACTED,Cold Call,
LEAD-00000850,LEAD-00000850,CUST-00000939,SP-00000009,5000.0,2025-03-08,NEW,Cold Call,
LEAD-00000851,LEAD-00000851,CUST-00000650,SP-00000004,500.0,2025-03-19,CONTACTED,Referral,
LEAD-00000852,LEAD-00000852,CUST-00000918,SP-00000008,10000.0,2023-12-06,LOST,Referral,
LEAD-00000853,LEAD-00000853,CUST-00000700,SP-00000007,10000.0,2025-04-07,QUALIFIED,Referral,
LEAD-00000854,LEAD-00000854,CUST-00000246,SP-00000012,1000.0,2024-10-12,CONTACTED,Partner,
LEAD-00000855,LEAD-00000855,CUST-00000509,SP-00000005,5000.0,2025-06-08,NEW,Email Campaign,
LEAD-00000856,LEAD-00000856,CUST-00000136,SP-00000011,500.0,2025-04-27,NEW,Email Campaign,
LEAD-00000857,LEAD-00000857,CUST-00000874,SP-00000018,5000.0,2023-12-03,NEW,Email Campaign,
LEAD-00000858,LEAD-00000858,CUST-00000412,SP-00000012,50000.0,2024-09-24,CONTACTED,Cold Call,
LEAD-00000859,LEAD-00000859,CUST-00000966,SP-00000015,10000.0,2024-11-28,CONTACTED,Referral,
LEAD-00000860,LEAD-00000860,CUST-00000875,SP-00000001,10000.0,2025-04-02,CONTACTED,Email Campaign,
LEAD-00000861,LEAD-00000861,CUST-00000216,SP-00000020,5000.0,2023-11-12,NEW,Website,
LEAD-00000862,LEAD-00000862,CUST-00000402,SP-00000014,1000.0,2023-11-11,QUALIFIED,Cold Call,
LEAD-00000863,LEAD-00000863,CUST-00000521,SP-00000019,10000.0,2024-07-19,CONTACTED,Trade Show,
LEAD-00000864,LEAD-00000864,CUST-00000514,SP-00000019,50000.0,2024-03-05,CONTACTED,Partner,
LEAD-00000865,LEAD-00000865,CUST-00000019,SP-00000014,25000.0,2023-09-06,QUALIFIED,Partner,
LEAD-00000866,LEAD-00000866,CUST-00000507,SP-00000012,500.0,2023-07-03,CONTACTED,Website,
LEAD-00000867,LEAD-00000867,CUST-00000832,SP-00000010,25000.0,2023-08-27,CONTACTED,Email Campaign,
LEAD-00000868,LEAD-00000868,CUST-00000554,SP-00000001,500.0,2024-06-27,CONVERTED,Website,
LEAD-00000869,LEAD-00000869,CUST-00000362,SP-00000001,500.0,2024-07-04,QUALIFIED,Referral,
LEAD-00000870,LEAD-00000870,CUST-00000380,SP-00000007,2500.0,2025-06-04,QUALIFIED,Partner,
LEAD-00000871,LEAD-00000871,CUST-00000914,SP-00000018,2500.0,2024-01-05,CONTACTED,Cold Call,
LEAD-00000872,LEAD-00000872,CUST-00000071,SP-00000009,500.0,2024-09-25,LOST,Trade Show,
LEAD-00000873,LEAD-00000873,CUST-00000224,SP-00000015,5000.0,2023-07-29,NEW,Email Campaign,
LEAD-00000874,LEAD-00000874,CUST-00000763,SP-00000007,1000.0,2024-07-02,CONTACTED,Email Campaign,
LEAD-00000875,LEAD-00000875,CUST-00000524,SP-00000004,25000.0,2024-07-28,QUALIFIED,Partner,
LEAD-00000876,LEAD-00000876,CUST-00000684,SP-00000008,25000.0,2024-07-09,NEW,Partner,
LEAD-00000877,LEAD-00000877,CUST-00000744,SP-00000014,50000.0,2025-02-27,NEW,Partner,
LEAD-00000878,LEAD-00000878,CUST-00000438,SP-00000002,2500.0,2024-01-05,CONTACTED,Email Campaign,
LEAD-00000879,LEAD-00000879,CUST-00000022,SP-00000009,25000.0,2025-05-28,QUALIFIED,Website,
LEAD-00000880,LEAD-00000880,CUST-00000071,SP-00000020,1000.0,2025-02-07,CONVERTED,Partner,
LEAD-00000881,LEAD-00000881,CUST-00000826,SP-00000018,10000.0,2024-12-03,NEW,Partner,
LEAD-00000882,LEAD-00000882,CUST-00000522,SP-00000010,1000.0,2024-01-07,CONTACTED,Trade Show,
LEAD-00000883,LEAD-00000883,CUST-00000912,SP-00000012,5000.0,2025-06-28,CONTACTED,Referral,
LEAD-00000884,LEAD-00000884,CUST-00000320,SP-00000006,2500.0,2025-02-25,CONTACTED,Website,
LEAD-00000885,LEAD-00000885,CUST-00000162,SP-00000005,10000.0,2024-08-16,CONVERTED,Trade Show,
LEAD-00000886,LEAD-00000886,CUST-00000146,SP-00000019,50000.0,2025-06-28,CONTACTED,Partner,
LEAD-00000887,LEAD-00000887,CUST-00000744,SP-00000017,1000.0,2023-10-14,LOST,Cold Call,
LEAD-00000888,LEAD-00000888,CUST-00000158,SP-00000018,5000.0,2025-01-16,CONVERTED,Referral,
LEAD-00000889,LEAD-00000889,CUST-00000101,SP-00000002,500.0,2025-06-20,CONTACTED,Trade Show,
LEAD-00000890,LEAD-00000890,CUST-00000611,SP-00000002,500.0,2024-01-24,NEW,Partner,
LEAD-00000891,LEAD-00000891,CUST-00000361,SP-00000015,500.0,2025-04-22,CONVERTED,Trade Show,
LEAD-00000892,LEAD-00000892,CUST-00000818,SP-00000003,50000.0,2024-03-22,QUALIFIED,Referral,
LEAD-00000893,LEAD-00000893,CUST-00000286,SP-00000007,50000.0,2023-07-19,NEW,Trade Show,
LEAD-00000894,LEAD-00000894,CUST-00000630,SP-00000011,10000.0,2024-12-16,QUALIFIED,Trade Show,
LEAD-00000895,LEAD-00000895,CUST-00000923,SP-00000015,1000.0,2025-02-28,CONVERTED,Email Campaign,
LEAD-00000896,LEAD-00000896,CUST-00000501,SP-00000009,1000.0,2025-04-16,LOST,Website,
LEAD-00000897,LEAD-00000897,CUST-00000557,SP-00000012,2500.0,2023-08-15,NEW,Partner,
LEAD-00000898,LEAD-00000898,CUST-00000403,SP-00000006,50000.0,2024-07-18,CONVERTED,Email Campaign,
LEAD-00000899,LEAD-00000899,CUST-00000627,SP-00000004,2500.0,2025-05-23,LOST,Referral,
LEAD-00000900,LEAD-00000900,CUST-00000863,SP-00000011,1000.0,2025-02-05,CONVERTED,Email Campaign,
LEAD-00000901,LEAD-00000901,CUST-00000823,SP-00000011,5000.0,2025-03-08,CONVERTED,Cold Call,
LEAD-00000902,LEAD-00000902,CUST-00000166,SP-00000001,5000.0,2023-09-02,CONTACTED,Partner,
LEAD-00000903,LEAD-00000903,CUST-00000498,SP-00000020,10000.0,2024-11-27,QUALIFIED,Referral,
LEAD-00000904,LEAD-00000904,CUST-00000486,SP-00000007,5000.0,2024-02-11,CONVERTED,Website,
LEAD-00000905,LEAD-00000905,CUST-00000099,SP-00000012,25000.0,2024-01-04,CONTACTED,Cold Call,
LEAD-00000906,LEAD-00000906,CUST-00000206,SP-00000015,2500.0,2025-01-06,CONVERTED,Website,
LEAD-00000907,LEAD-00000907,CUST-00000126,SP-00000018,2500.0,2024-04-07,QUALIFIED,Email Campaign,
LEAD-00000908,LEAD-00000908,CUST-00000594,SP-00000001,2500.0,2023-12-01,QUALIFIED,Email Campaign,
LEAD-00000909,LEAD-00000909,CUST-00000870,SP-00000010,2500.0,2023-08-21,QUALIFIED,Website,
LEAD-00000910,LEAD-00000910,CUST-00000871,SP-00000006,2500.0,2024-05-25,LOST,Cold Call,
LEAD-00000911,LEAD-00000911,CUST-00000523,SP-00000005,2500.0,2024-10-17,NEW,Website,
LEAD-00000912,LEAD-00000912,CUST-00000217,SP-00000001,1000.0,2023-12-08,CONVERTED,Website,
LEAD-00000913,LEAD-00000913,CUST-00000980,SP-00000008,5000.0,2024-03-08,LOST,Trade Show,
LEAD-00000914,LEAD-00000914,CUST-00000309,SP-00000002,50000.0,2024-07-09,QUALIFIED,Referral,
LEAD-00000915,LEAD-00000915,CUST-00000703,SP-00000009,50000.0,2023-07-01,CONVERTED,Website,
LEAD-00000916,LEAD-00000916,CUST-00000428,SP-00000009,50000.0,2025-06-01,CONTACTED,Partner,
LEAD-00000917,LEAD-00000917,CUST-00000370,SP-00000002,50000.0,2025-06-27,CONTACTED,Website,
LEAD-00000918,LEAD-00000918,CUST-00000640,SP-00000008,1000.0,2024-11-23,NEW,Email Campaign,
LEAD-00000919,LEAD-00000919,CUST-00000390,SP-00000012,10000.0,2024-05-23,NEW,Referral,
LEAD-00000920,LEAD-00000920,CUST-00000728,SP-00000003,50000.0,2024-04-21,CONTACTED,Trade Show,
LEAD-00000921,LEAD-00000921,CUST-00000551,SP-00000004,10000.0,2025-05-14,CONTACTED,Referral,
LEAD-00000922,LEAD-00000922,CUST-00000895,SP-00000001,50000.0,2024-08-04,LOST,Website,
LEAD-00000923,LEAD-00000923,CUST-00000362,SP-00000006,25000.0,2024-05-20,CONVERTED,Website,
LEAD-00000924,LEAD-00000924,CUST-00000615,SP-00000003,5000.0,2024-11-05,QUALIFIED,Email Campaign,
LEAD-00000925,LEAD-00000925,CUST-00000730,SP-00000015,10000.0,2024-05-17,NEW,Trade Show,
LEAD-00000926,LEAD-00000926,CUST-00000478,SP-00000002,500.0,2024-08-13,NEW,Trade Show,
LEAD-00000927,LEAD-00000927,CUST-00000834,SP-00000002,500.0,2024-10-05,CONVERTED,Trade Show,
LEAD-00000928,LEAD-00000928,CUST-00000626,SP-00000003,5000.0,2025-06-02,CONTACTED,Email Campaign,
LEAD-00000929,LEAD-00000929,CUST-00000661,SP-00000019,500.0,2025-03-06,LOST,Referral,
LEAD-00000930,LEAD-00000930,CUST-00000868,SP-00000019,50000.0,2024-02-12,CONTACTED,Website,
LEAD-00000931,LEAD-00000931,CUST-00000718,SP-00000010,25000.0,2024-04-13,CONTACTED,Cold Call,
LEAD-00000932,LEAD-00000932,CUST-00000996,SP-00000001,5000.0,2024-09-16,NEW,Trade Show,
LEAD-00000933,LEAD-00000933,CUST-00000505,SP-00000020,5000.0,2024-05-24,NEW,Referral,
LEAD-00000934,LEAD-00000934,CUST-00000592,SP-00000018,1000.0,2023-09-11,QUALIFIED,Referral,
LEAD-00000935,LEAD-00000935,CUST-00000750,SP-00000011,10000.0,2024-11-27,CONVERTED,Referral,
LEAD-00000936,LEAD-00000936,CUST-00000938,SP-00000003,10000.0,2025-06-23,QUALIFIED,Cold Call,
LEAD-00000937,LEAD-00000937,CUST-00000810,SP-00000001,500.0,2024-09-15,LOST,Partner,
LEAD-00000938,LEAD-00000938,CUST-00000299,SP-00000009,2500.0,2024-06-17,NEW,Email Campaign,
