id,invoice_id,invoice_number,so_number,invoice_date,due_date,customer_id,customer_name,total_amount,amount_paid,amount_outstanding,days_overdue,aging_bucket,status
426,INV-00000426,INV-00000426,SO-00000454,2024-02-17,2024-03-03,CUST-00000414,Thompson-Harrell LLC,310.5,0.0,310.5,829.2754373843782,OVER 90 DAYS,OPEN
427,INV-00000427,INV-00000427,SO-00000455,2024-09-30,2024-11-14,CUST-00000683,Cruz-Rodriguez Corp,153.25,0.0,153.25,573.2754373843782,OVER 90 DAYS,OVERDUE
428,INV-00000428,INV-00000428,SO-00000456,2024-07-30,2024-08-29,CUST-00000976,Newton and Sons Corp,461.86,0.0,461.86,650.2754373843782,OVER 90 DAYS,OVERDUE
429,INV-00000429,INV-00000429,SO-00000457,2023-07-24,2023-08-08,CUST-00000836,"Wright, Wise and Ramos LLC",116.1,0.0,116.1,1037.2754373843782,OVER 90 DAYS,OPEN
430,INV-00000430,INV-00000430,SO-00000458,2024-12-01,2024-12-31,CUST-00000166,"Bell, Campbell and Ryan Inc",92.9,33.94,58.96000000000001,526.2754373843782,OVER 90 DAYS,PARTIAL
431,INV-00000431,INV-00000431,SO-00000459,2025-05-31,2025-07-30,CUST-00000838,Boyd and Sons Corp,62.9,0.0,62.9,315.27543738437817,OVER 90 DAYS,OPEN
432,INV-00000432,INV-00000432,SO-00000460,2024-06-11,2024-08-10,CUST-00000053,Jacobson Inc Corp,134.5,0.0,134.5,669.2754373843782,OVER 90 DAYS,OPEN
433,INV-00000433,INV-00000433,SO-00000461,2024-04-17,2024-05-17,CUST-00000108,Rodriguez and Sons Ltd,4076.5,1667.47,2409.0299999999997,754.2754373843782,OVER 90 DAYS,PARTIAL
434,INV-00000434,INV-00000434,SO-00000462,2025-03-13,2025-04-27,CUST-00000611,Avila PLC Co,43.25,0.0,43.25,409.27543738437817,OVER 90 DAYS,OPEN
435,INV-00000435,INV-00000435,SO-00000463,2024-02-05,2024-03-06,CUST-00000574,Greer-Pruitt LLC,57.18,0.0,57.18,826.2754373843782,OVER 90 DAYS,OPEN
436,INV-00000436,INV-00000436,SO-00000464,2024-05-24,2024-06-23,CUST-00000286,"Adkins, Wright and Murray Corp",219.87,0.0,219.87,717.2754373843782,OVER 90 DAYS,OPEN
437,INV-00000437,INV-00000437,SO-00000465,2024-08-08,2024-09-07,CUST-00000380,Stokes and Sons LLC,49.58,49.58,0.0,0.0,PAID,PAID
438,INV-00000438,INV-00000438,SO-00000466,2024-01-10,2024-02-09,CUST-00000996,Higgins Inc Inc,701.11,0.0,701.11,852.2754373843782,OVER 90 DAYS,OPEN
439,INV-00000439,INV-00000439,SO-00000467,2024-12-25,2025-01-24,CUST-00000868,Russo and Sons Corp,101.37,0.0,101.37,502.27543738437817,OVER 90 DAYS,OVERDUE
440,INV-00000440,INV-00000440,SO-00000468,2023-12-17,2024-01-16,CUST-00000007,Pinnacle Group,5021.0,0.0,5021.0,876.2754373843782,OVER 90 DAYS,OPEN
441,INV-00000441,INV-00000441,SO-00000469,2025-05-15,2025-06-14,CUST-00000764,Krause Ltd Corp,69.2,0.0,69.2,361.27543738437817,OVER 90 DAYS,OPEN
442,INV-00000442,INV-00000442,SO-00000470,2024-07-17,2024-08-31,CUST-00000451,Taylor and Sons Co,406.59,406.59,0.0,0.0,PAID,PAID
443,INV-00000443,INV-00000443,SO-00000471,2025-06-21,2025-07-06,CUST-00000123,"Wilson, Sweeney and Wong Co",167.8,0.0,167.8,339.27543738437817,OVER 90 DAYS,OVERDUE
444,INV-00000444,INV-00000444,SO-00000472,2024-05-23,2024-06-22,CUST-00000376,Miller-Orr Inc,100.06,100.06,0.0,0.0,PAID,PAID
445,INV-00000445,INV-00000445,SO-00000473,2024-10-24,2024-12-08,CUST-00000167,Werner-Carter Inc,20.5,0.0,20.5,549.2754373843782,OVER 90 DAYS,OVERDUE
446,INV-00000446,INV-00000446,SO-00000475,2023-08-27,2023-10-26,CUST-00000597,Williams-Villanueva LLC,23.12,0.0,23.12,958.2754373843782,OVER 90 DAYS,OPEN
447,INV-00000447,INV-00000447,SO-00000476,2025-01-09,2025-01-24,CUST-00000749,"Rubio, Charles and Watson Corp",13.31,13.31,0.0,0.0,PAID,PAID
448,INV-00000448,INV-00000448,SO-00000477,2024-03-31,2024-05-30,CUST-00000712,Baker LLC LLC,465.82,0.0,465.82,741.2754373843782,OVER 90 DAYS,OPEN
449,INV-00000449,INV-00000449,SO-00000478,2024-11-28,2024-12-28,CUST-00000417,Johnson-Williams LLC,68.44,0.0,68.44,529.2754373843782,OVER 90 DAYS,OVERDUE
450,INV-00000450,INV-00000450,SO-00000479,2024-08-25,2024-09-09,CUST-00000009,Summit Partners,142.95,0.0,142.95,639.2754373843782,OVER 90 DAYS,OPEN
451,INV-00000451,INV-00000451,SO-00000480,2024-12-21,2025-02-04,CUST-00000900,"Ross, Hardin and Navarro Inc",153.75,153.75,0.0,0.0,PAID,PAID
452,INV-00000452,INV-00000452,SO-00000481,2023-11-28,2024-01-27,CUST-00000416,Curry-Barker Ltd,9937.5,9937.5,0.0,0.0,PAID,PAID
453,INV-00000453,INV-00000453,SO-00000482,2025-05-21,2025-06-20,CUST-00000498,"Holland, Murphy and Kline Corp",367.74,367.74,0.0,0.0,PAID,PAID
454,INV-00000454,INV-00000454,SO-00000483,2025-05-28,2025-07-27,CUST-00000019,Titan Industries,56.4,0.0,56.4,318.27543738437817,OVER 90 DAYS,OPEN
455,INV-00000455,INV-00000455,SO-00000484,2025-05-02,2025-07-01,CUST-00000338,Rivera Inc Ltd,2012.0,2012.0,0.0,0.0,PAID,PAID
456,INV-00000456,INV-00000456,SO-00000485,2025-03-07,2025-04-06,CUST-00000735,Reyes and Sons Ltd,472.01,246.07,225.94,430.27543738437817,OVER 90 DAYS,PARTIAL
457,INV-00000457,INV-00000457,SO-00000486,2024-04-28,2024-05-28,CUST-00000687,"Gordon, Wilson and Olson Co",764.43,403.56,360.86999999999995,743.2754373843782,OVER 90 DAYS,PARTIAL
458,INV-00000458,INV-00000458,SO-00000487,2024-06-04,2024-07-19,CUST-00000778,Ray Ltd LLC,48.17,0.0,48.17,691.2754373843782,OVER 90 DAYS,OPEN
459,INV-00000459,INV-00000459,SO-00000488,2025-06-20,2025-07-05,CUST-00000533,Wilson-Malone LLC,45.21,0.0,45.21,340.27543738437817,OVER 90 DAYS,OVERDUE
460,INV-00000460,INV-00000460,SO-00000490,2024-02-28,2024-03-14,CUST-00000204,Jones PLC Co,50.5,0.0,50.5,818.2754373843782,OVER 90 DAYS,OPEN
461,INV-00000461,INV-00000461,SO-00000491,2024-05-01,2024-05-16,CUST-00000723,"Gonzalez, Smith and Padilla Co",257.35,0.0,257.35,755.2754373843782,OVER 90 DAYS,OPEN
462,INV-00000462,INV-00000462,SO-00000492,2025-06-08,2025-07-23,CUST-00000435,"Johnson, Jimenez and Phillips Inc",7171.5,7171.5,0.0,0.0,PAID,PAID
463,INV-00000463,INV-00000463,SO-00000493,2023-10-13,2023-10-28,CUST-00000130,Smith-Lewis Ltd,745.46,745.46,0.0,0.0,PAID,PAID
464,INV-00000464,INV-00000464,SO-00000494,2023-10-23,2023-12-22,CUST-00000785,Miller LLC Inc,106.87,0.0,106.87,901.2754373843782,OVER 90 DAYS,OPEN
465,INV-00000465,INV-00000465,SO-00000495,2025-01-07,2025-02-21,CUST-00000538,Lopez Group Ltd,49.95,0.0,49.95,474.27543738437817,OVER 90 DAYS,OVERDUE
466,INV-00000466,INV-00000466,SO-00000496,2024-01-01,2024-01-31,CUST-00000285,Crane Group Corp,33.62,33.62,0.0,0.0,PAID,PAID
467,INV-00000467,INV-00000467,SO-00000497,2023-11-01,2023-12-01,CUST-00000678,"Haney, Dillon and Jackson Inc",98.48,40.55,57.93000000000001,922.2754373843782,OVER 90 DAYS,PARTIAL
468,INV-00000468,INV-00000468,SO-00000498,2024-11-07,2024-11-22,CUST-00000101,Fuentes Group Co,153.52,0.0,153.52,565.2754373843782,OVER 90 DAYS,OPEN
469,INV-00000469,INV-00000469,SO-00000499,2023-07-26,2023-09-09,CUST-00000236,"Smith, Crawford and Reed Ltd",4860.0,0.0,4860.0,1005.2754373843782,OVER 90 DAYS,OPEN
470,INV-00000470,INV-00000470,SO-00000500,2024-08-18,2024-09-17,CUST-00000498,"Holland, Murphy and Kline Corp",981.5,981.5,0.0,0.0,PAID,PAID
471,INV-00000471,INV-00000471,SO-00000501,2024-07-16,2024-07-31,CUST-00000438,"Reeves, Parks and Little LLC",702.1,702.1,0.0,0.0,PAID,PAID
472,INV-00000472,INV-00000472,SO-00000502,2024-01-25,2024-03-25,CUST-00000258,Vargas-Snyder Corp,198.14,0.0,198.14,807.2754373843782,OVER 90 DAYS,OPEN
473,INV-00000473,INV-00000473,SO-00000503,2023-08-29,2023-10-13,CUST-00000778,Ray Ltd LLC,256.3,256.3,0.0,0.0,PAID,PAID
474,INV-00000474,INV-00000474,SO-00000504,2025-04-12,2025-04-27,CUST-00000357,Terry-Bowen Co,889.0,889.0,0.0,0.0,PAID,PAID
475,INV-00000475,INV-00000475,SO-00000505,2023-12-14,2024-01-28,CUST-00000783,Davidson LLC Corp,177.58,0.0,177.58,864.2754373843782,OVER 90 DAYS,OPEN
476,INV-00000476,INV-00000476,SO-00000506,2023-12-01,2024-01-15,CUST-00000900,"Ross, Hardin and Navarro Inc",63.88,0.0,63.88,877.2754373843782,OVER 90 DAYS,OPEN
477,INV-00000477,INV-00000477,SO-00000507,2024-08-18,2024-10-02,CUST-00000001,Acme Corp,60.98,60.98,0.0,0.0,PAID,PAID
478,INV-00000478,INV-00000478,SO-00000508,2025-05-29,2025-06-13,CUST-00000556,"Hester, Thompson and Daniels Inc",49.24,0.0,49.24,362.27543738437817,OVER 90 DAYS,OPEN
479,INV-00000479,INV-00000479,SO-00000510,2024-08-16,2024-10-15,CUST-00000956,Browning-Murphy Co,85.29,85.29,0.0,0.0,PAID,PAID
480,INV-00000480,INV-00000480,SO-00000511,2024-08-07,2024-09-06,CUST-00000601,Hancock Group Corp,1056.09,1056.09,0.0,0.0,PAID,PAID
481,INV-00000481,INV-00000481,SO-00000512,2024-05-21,2024-06-05,CUST-00000986,Lee Group Co,207.6,0.0,207.6,735.2754373843782,OVER 90 DAYS,OPEN
482,INV-00000482,INV-00000482,SO-00000513,2023-08-20,2023-10-04,CUST-00000039,"Arnold, Smith and Moreno Corp",276.0,0.0,276.0,980.2754373843782,OVER 90 DAYS,OVERDUE
483,INV-00000483,INV-00000483,SO-00000514,2024-08-28,2024-09-12,CUST-00000475,Wise-Dean Co,403.2,0.0,403.2,636.2754373843782,OVER 90 DAYS,OVERDUE
484,INV-00000484,INV-00000484,SO-00000515,2024-11-29,2024-12-29,CUST-00000166,"Bell, Campbell and Ryan Inc",8.29,8.29,0.0,0.0,PAID,PAID
485,INV-00000485,INV-00000485,SO-00000516,2024-07-26,2024-09-24,CUST-00000290,Aguilar LLC Co,80.5,0.0,80.5,624.2754373843782,OVER 90 DAYS,OPEN
486,INV-00000486,INV-00000486,SO-00000517,2025-03-28,2025-04-12,CUST-00000225,Hunter-Fuller LLC,14.53,0.0,14.53,424.27543738437817,OVER 90 DAYS,OPEN
487,INV-00000487,INV-00000487,SO-00000518,2023-12-19,2024-02-02,CUST-00000371,"Contreras, Miller and Cooper Co",29.6,0.0,29.6,859.2754373843782,OVER 90 DAYS,OVERDUE
488,INV-00000488,INV-00000488,SO-00000519,2023-07-05,2023-08-04,CUST-00000376,Miller-Orr Inc,67.45,0.0,67.45,1041.2754373843782,OVER 90 DAYS,OPEN
489,INV-00000489,INV-00000489,SO-00000520,2024-03-21,2024-04-20,CUST-00000884,Andrade-Jackson Co,13.0,5.75,7.25,781.2754373843782,OVER 90 DAYS,PARTIAL
490,INV-00000490,INV-00000490,SO-00000521,2025-05-28,2025-06-12,CUST-00000594,Cruz PLC Co,31.07,0.0,31.07,363.27543738437817,OVER 90 DAYS,OVERDUE
491,INV-00000491,INV-00000491,SO-00000522,2024-11-04,2024-12-04,CUST-00000994,"Huang, Khan and Davis Co",67.66,0.0,67.66,553.2754373843782,OVER 90 DAYS,OPEN
492,INV-00000492,INV-00000492,SO-00000523,2024-09-01,2024-10-01,CUST-00000726,Perez-Mccarty Inc,27.36,11.05,16.31,617.2754373843782,OVER 90 DAYS,PARTIAL
493,INV-00000493,INV-00000493,SO-00000524,2024-04-26,2024-06-25,CUST-00000626,"Phelps, York and Randolph Ltd",986.4,0.0,986.4,715.2754373843782,OVER 90 DAYS,OPEN
494,INV-00000494,INV-00000494,SO-00000525,2024-10-21,2024-11-05,CUST-00000413,Watson PLC Ltd,16.9,7.0,9.899999999999999,582.2754373843782,OVER 90 DAYS,PARTIAL
495,INV-00000495,INV-00000495,SO-00000526,2024-10-09,2024-11-08,CUST-00000325,Brown-Hernandez Inc,67.05,67.05,0.0,0.0,PAID,PAID
496,INV-00000496,INV-00000496,SO-00000527,2023-09-04,2023-11-03,CUST-00000229,Herrera Group LLC,16.76,16.76,0.0,0.0,PAID,PAID
497,INV-00000497,INV-00000497,SO-00000528,2024-09-25,2024-11-24,CUST-00000460,Powell-Sanford Corp,66.0,0.0,66.0,563.2754373843782,OVER 90 DAYS,OPEN
498,INV-00000498,INV-00000498,SO-00000529,2024-04-08,2024-05-23,CUST-00000100,"Clark, Salinas and Guerra Co",68.89,0.0,68.89,748.2754373843782,OVER 90 DAYS,OPEN
499,INV-00000499,INV-00000499,SO-00000530,2024-09-06,2024-11-05,CUST-00000617,Taylor Group LLC,183.0,63.66,119.34,582.2754373843782,OVER 90 DAYS,PARTIAL
500,INV-00000500,INV-00000500,SO-00000531,2024-06-11,2024-08-10,CUST-00000445,Fisher-Eaton Inc,344.19,0.0,344.19,669.2754373843782,OVER 90 DAYS,OPEN
501,INV-00000501,INV-00000501,SO-00000532,2025-02-24,2025-03-26,CUST-00000792,"King, Manning and Brady Co",128.61,128.61,0.0,0.0,PAID,PAID
502,INV-00000502,INV-00000502,SO-00000533,2025-01-14,2025-02-28,CUST-00000797,Miller Group LLC,218.0,218.0,0.0,0.0,PAID,PAID
503,INV-00000503,INV-00000503,SO-00000534,2025-03-27,2025-04-26,CUST-00000216,Adkins LLC Inc,935.93,415.37,520.56,410.27543738437817,OVER 90 DAYS,PARTIAL
504,INV-00000504,INV-00000504,SO-00000535,2023-12-14,2024-02-12,CUST-00000708,Owen-Mendez Ltd,443.8,443.8,0.0,0.0,PAID,PAID
505,INV-00000505,INV-00000505,SO-00000536,2024-09-28,2024-10-13,CUST-00000895,Foley Inc LLC,227.25,0.0,227.25,605.2754373843782,OVER 90 DAYS,OPEN
506,INV-00000506,INV-00000506,SO-00000537,2024-03-09,2024-04-08,CUST-00000108,Rodriguez and Sons Ltd,56.79,0.0,56.79,793.2754373843782,OVER 90 DAYS,OPEN
507,INV-00000507,INV-00000507,SO-00000538,2025-06-23,2025-07-23,CUST-00000216,Adkins LLC Inc,382.95,382.95,0.0,0.0,PAID,PAID
508,INV-00000508,INV-00000508,SO-00000539,2024-06-20,2024-08-19,CUST-00000741,Shannon LLC LLC,708.3,708.3,0.0,0.0,PAID,PAID
509,INV-00000509,INV-00000509,SO-00000540,2025-05-25,2025-07-09,CUST-00000690,"Reynolds, Fisher and Golden Corp",1038.0,0.0,1038.0,336.27543738437817,OVER 90 DAYS,OPEN
510,INV-00000510,INV-00000510,SO-00000541,2023-10-23,2023-12-22,CUST-00000232,"Ashley, Allen and Sanchez Ltd",488.0,0.0,488.0,901.2754373843782,OVER 90 DAYS,OPEN
511,INV-00000511,INV-00000511,SO-00000542,2024-02-14,2024-03-30,CUST-00000778,Ray Ltd LLC,1298.58,1298.58,0.0,0.0,PAID,PAID
512,INV-00000512,INV-00000512,SO-00000544,2023-11-12,2023-12-12,CUST-00000502,Marsh-Banks LLC,1690.0,998.11,691.89,911.2754373843782,OVER 90 DAYS,PARTIAL
513,INV-00000513,INV-00000513,SO-00000545,2024-12-05,2025-01-04,CUST-00000066,"Sanders, Ayala and Johnson Corp",1818.92,1818.92,0.0,0.0,PAID,PAID
514,INV-00000514,INV-00000514,SO-00000546,2024-09-01,2024-10-31,CUST-00000013,Central Trading,1991.19,1102.14,889.05,587.2754373843782,OVER 90 DAYS,PARTIAL
515,INV-00000515,INV-00000515,SO-00000547,2023-10-26,2023-11-25,CUST-00000369,Marshall-Perez Co,20.73,0.0,20.73,928.2754373843782,OVER 90 DAYS,OPEN
516,INV-00000516,INV-00000516,SO-00000548,2024-07-20,2024-09-03,CUST-00000505,Pruitt-Webb LLC,177.5,177.5,0.0,0.0,PAID,PAID
517,INV-00000517,INV-00000517,SO-00000549,2025-04-12,2025-05-27,CUST-00000609,Hamilton-Smith Co,47.8,0.0,47.8,379.27543738437817,OVER 90 DAYS,OPEN
518,INV-00000518,INV-00000518,SO-00000550,2024-10-18,2024-11-17,CUST-00000444,"Davis, Kelly and Garner Corp",16127.5,8125.37,8002.13,570.2754373843782,OVER 90 DAYS,PARTIAL
519,INV-00000519,INV-00000519,SO-00000551,2023-11-18,2023-12-03,CUST-00000351,Barron and Sons Inc,142.95,0.0,142.95,920.2754373843782,OVER 90 DAYS,OVERDUE
520,INV-00000520,INV-00000520,SO-00000552,2024-05-11,2024-06-10,CUST-00000604,"Parks, Johnson and Love LLC",207.1,207.1,0.0,0.0,PAID,PAID
521,INV-00000521,INV-00000521,SO-00000553,2024-10-18,2024-12-17,CUST-00000385,Miller PLC Ltd,155.35,155.35,0.0,0.0,PAID,PAID
522,INV-00000522,INV-00000522,SO-00000554,2024-06-18,2024-07-03,CUST-00000638,Hampton-Tucker LLC,195.76,0.0,195.76,707.2754373843782,OVER 90 DAYS,OPEN
523,INV-00000523,INV-00000523,SO-00000555,2023-07-08,2023-08-07,CUST-00000364,Anthony-Parker LLC,9105.75,9105.75,0.0,0.0,PAID,PAID
524,INV-00000524,INV-00000524,SO-00000556,2023-08-03,2023-09-17,CUST-00000763,Ramirez-White Corp,465.99,465.99,0.0,0.0,PAID,PAID
525,INV-00000525,INV-00000525,SO-00000557,2024-05-14,2024-05-29,CUST-00000438,"Reeves, Parks and Little LLC",52.19,52.19,0.0,0.0,PAID,PAID
526,INV-00000526,INV-00000526,SO-00000558,2023-11-14,2023-12-29,CUST-00000736,"Haynes, Mcbride and Gutierrez Ltd",63.3,63.3,0.0,0.0,PAID,PAID
527,INV-00000527,INV-00000527,SO-00000559,2025-04-04,2025-06-03,CUST-00000841,"Pineda, Meyer and King Corp",255.0,142.5,112.5,372.27543738437817,OVER 90 DAYS,PARTIAL
528,INV-00000528,INV-00000528,SO-00000560,2024-08-01,2024-09-15,CUST-00000312,"Howard, Silva and Hall Co",261.2,139.04,122.16,633.2754373843782,OVER 90 DAYS,PARTIAL
529,INV-00000529,INV-00000529,SO-00000562,2025-06-18,2025-08-17,CUST-00000434,Guerrero-Becker Inc,165.4,0.0,165.4,297.27543738437817,OVER 90 DAYS,OPEN
530,INV-00000530,INV-00000530,SO-00000563,2025-05-20,2025-06-19,CUST-00000477,Williams Inc Ltd,76.76,0.0,76.76,356.27543738437817,OVER 90 DAYS,OPEN
531,INV-00000531,INV-00000531,SO-00000564,2024-03-20,2024-04-19,CUST-00000339,Reed LLC LLC,88.32,88.32,0.0,0.0,PAID,PAID
532,INV-00000532,INV-00000532,SO-00000565,2025-06-24,2025-07-09,CUST-00000581,Rivera Ltd Ltd,90.34,0.0,90.34,336.27543738437817,OVER 90 DAYS,OVERDUE
533,INV-00000533,INV-00000533,SO-00000566,2025-06-06,2025-07-06,CUST-00000173,Burns-Ray LLC,206.84,206.84,0.0,0.0,PAID,PAID
534,INV-00000534,INV-00000534,SO-00000568,2023-12-12,2024-01-11,CUST-00000801,Dalton-Nguyen Co,2454.95,0.0,2454.95,881.2754373843782,OVER 90 DAYS,OVERDUE
535,INV-00000535,INV-00000535,SO-00000569,2023-07-14,2023-09-12,CUST-00000647,Vance PLC Inc,7.32,7.32,0.0,0.0,PAID,PAID
536,INV-00000536,INV-00000536,SO-00000570,2023-09-15,2023-10-30,CUST-00000117,Perry-Nixon Inc,31.54,0.0,31.54,954.2754373843782,OVER 90 DAYS,OPEN
537,INV-00000537,INV-00000537,SO-00000571,2023-08-30,2023-09-29,CUST-00000483,Hunt PLC Co,189.63,0.0,189.63,985.2754373843782,OVER 90 DAYS,OPEN
538,INV-00000538,INV-00000538,SO-00000572,2024-02-27,2024-04-12,CUST-00000391,"Chan, Floyd and Dillon LLC",556.25,0.0,556.25,789.2754373843782,OVER 90 DAYS,OPEN
539,INV-00000539,INV-00000539,SO-00000573,2025-02-12,2025-04-13,CUST-00000613,Reilly-Rodriguez Inc,2050.09,0.0,2050.09,423.27543738437817,OVER 90 DAYS,OPEN
540,INV-00000540,INV-00000540,SO-00000574,2024-09-06,2024-10-06,CUST-00000880,Lee Ltd Co,138.0,0.0,138.0,612.2754373843782,OVER 90 DAYS,OPEN
541,INV-00000541,INV-00000541,SO-00000575,2025-06-06,2025-06-21,CUST-00000109,"Ortega, Jackson and Salazar Ltd",2430.0,0.0,2430.0,354.27543738437817,OVER 90 DAYS,OVERDUE
542,INV-00000542,INV-00000542,SO-00000576,2024-08-28,2024-10-27,CUST-00000460,Powell-Sanford Corp,3.81,0.0,3.81,591.2754373843782,OVER 90 DAYS,OPEN
543,INV-00000543,INV-00000543,SO-00000577,2023-08-06,2023-10-05,CUST-00000855,Washington Group Inc,1264.8,0.0,1264.8,979.2754373843782,OVER 90 DAYS,OPEN
544,INV-00000544,INV-00000544,SO-00000578,2024-03-31,2024-04-30,CUST-00000110,"Terrell, Byrd and Ross Ltd",6097.24,6097.24,0.0,0.0,PAID,PAID
545,INV-00000545,INV-00000545,SO-00000579,2023-11-09,2024-01-08,CUST-00000080,Smith-Gutierrez Corp,3556.8,3556.8,0.0,0.0,PAID,PAID
546,INV-00000546,INV-00000546,SO-00000580,2025-05-06,2025-05-21,CUST-00000442,Hardy-Hansen LLC,1061.85,1061.85,0.0,0.0,PAID,PAID
547,INV-00000547,INV-00000547,SO-00000581,2024-07-24,2024-09-22,CUST-00000125,"Thompson, Moore and Castro LLC",809.3,809.3,0.0,0.0,PAID,PAID
548,INV-00000548,INV-00000548,SO-00000582,2025-01-13,2025-02-27,CUST-00000933,Singh and Sons LLC,75.9,75.9,0.0,0.0,PAID,PAID
549,INV-00000549,INV-00000549,SO-00000583,2025-05-26,2025-07-10,CUST-00000328,"Foster, Garcia and Turner Inc",1003.2,1003.2,0.0,0.0,PAID,PAID
550,INV-00000550,INV-00000550,SO-00000584,2023-08-01,2023-09-15,CUST-00000215,Harris-Lawson Corp,196.0,0.0,196.0,999.2754373843782,OVER 90 DAYS,OPEN
551,INV-00000551,INV-00000551,SO-00000585,2025-02-10,2025-02-25,CUST-00000484,Campbell Inc Corp,332.18,0.0,332.18,470.27543738437817,OVER 90 DAYS,OPEN
552,INV-00000552,INV-00000552,SO-00000586,2023-12-28,2024-01-12,CUST-00000631,Stewart Group LLC,153.0,153.0,0.0,0.0,PAID,PAID
553,INV-00000553,INV-00000553,SO-00000587,2024-11-08,2024-12-23,CUST-00000913,Hernandez-Rogers Ltd,205.4,205.4,0.0,0.0,PAID,PAID
554,INV-00000554,INV-00000554,SO-00000588,2024-11-16,2025-01-15,CUST-00000370,Elliott-Hernandez Ltd,87.48,34.59,52.89,511.27543738437817,OVER 90 DAYS,PARTIAL
555,INV-00000555,INV-00000555,SO-00000589,2024-05-12,2024-06-26,CUST-00000609,Hamilton-Smith Co,11.82,0.0,11.82,714.2754373843782,OVER 90 DAYS,OVERDUE
556,INV-00000556,INV-00000556,SO-00000590,2024-01-06,2024-01-21,CUST-00000941,Lin-Smith Corp,17702.0,11171.36,6530.639999999999,871.2754373843782,OVER 90 DAYS,PARTIAL
557,INV-00000557,INV-00000557,SO-00000591,2024-03-02,2024-03-17,CUST-00000581,Rivera Ltd Ltd,1380.0,1380.0,0.0,0.0,PAID,PAID
558,INV-00000558,INV-00000558,SO-00000592,2024-09-02,2024-10-02,CUST-00000091,"Mccann, Taylor and Flores Corp",4365.5,0.0,4365.5,616.2754373843782,OVER 90 DAYS,OPEN
559,INV-00000559,INV-00000559,SO-00000594,2024-12-08,2024-12-23,CUST-00000576,"Morrison, Parsons and Brandt Corp",627.64,627.64,0.0,0.0,PAID,PAID
560,INV-00000560,INV-00000560,SO-00000595,2023-08-20,2023-10-19,CUST-00000309,Nelson-Johnson Ltd,2922.57,0.0,2922.57,965.2754373843782,OVER 90 DAYS,OPEN
561,INV-00000561,INV-00000561,SO-00000596,2024-05-07,2024-05-22,CUST-00000155,Dunn-Wilson Inc,978.5,0.0,978.5,749.2754373843782,OVER 90 DAYS,OPEN
562,INV-00000562,INV-00000562,SO-00000597,2024-09-07,2024-10-22,CUST-00000259,Oconnor PLC Ltd,18.25,0.0,18.25,596.2754373843782,OVER 90 DAYS,OPEN
563,INV-00000563,INV-00000563,SO-00000600,2024-10-08,2024-12-07,CUST-00000257,"Mueller, Stevenson and Sanchez Corp",83.2,83.2,0.0,0.0,PAID,PAID
564,INV-00000564,INV-00000564,SO-00000601,2024-01-04,2024-02-03,CUST-00000962,"Fry, Wilson and Stewart Inc",42.1,42.1,0.0,0.0,PAID,PAID
565,INV-00000565,INV-00000565,SO-00000602,2024-10-24,2024-11-23,CUST-00000316,"Bradford, Salinas and Kelly Co",26.5,26.5,0.0,0.0,PAID,PAID
566,INV-00000566,INV-00000566,SO-00000603,2024-03-03,2024-04-02,CUST-00000619,"Wong, Bernard and Smith Inc",168.6,0.0,168.6,799.2754373843782,OVER 90 DAYS,OPEN
567,INV-00000567,INV-00000567,SO-00000604,2024-09-10,2024-09-25,CUST-00000973,Henry-Taylor Ltd,87.48,0.0,87.48,623.2754373843782,OVER 90 DAYS,OPEN
568,INV-00000568,INV-00000568,SO-00000605,2025-02-26,2025-03-13,CUST-00000768,"Hernandez, Shaffer and Thompso Co",963.8,963.8,0.0,0.0,PAID,PAID
569,INV-00000569,INV-00000569,SO-00000606,2024-11-12,2025-01-11,CUST-00000448,"Carpenter, Oliver and Kennedy Ltd",4294.5,0.0,4294.5,515.2754373843782,OVER 90 DAYS,OPEN
570,INV-00000570,INV-00000570,SO-00000607,2025-01-01,2025-01-31,CUST-00000110,"Terrell, Byrd and Ross Ltd",6937.8,0.0,6937.8,495.27543738437817,OVER 90 DAYS,OPEN
571,INV-00000571,INV-00000571,SO-00000608,2025-06-20,2025-07-20,CUST-00000195,Rios-Padilla Co,2256.5,1155.76,1100.74,325.27543738437817,OVER 90 DAYS,PARTIAL
572,INV-00000572,INV-00000572,SO-00000609,2024-04-16,2024-05-01,CUST-00000551,Taylor PLC Ltd,1217.05,727.8,489.25,770.2754373843782,OVER 90 DAYS,PARTIAL
573,INV-00000573,INV-00000573,SO-00000610,2025-01-03,2025-02-17,CUST-00000590,"Moreno, Barajas and Colon Inc",425.86,425.86,0.0,0.0,PAID,PAID
574,INV-00000574,INV-00000574,SO-00000611,2024-10-29,2024-11-13,CUST-00000869,Washington Inc LLC,382.5,0.0,382.5,574.2754373843782,OVER 90 DAYS,OPEN
575,INV-00000575,INV-00000575,SO-00000612,2024-03-14,2024-04-13,CUST-00000805,"Fields, Elliott and Mills Co",812.25,0.0,812.25,788.2754373843782,OVER 90 DAYS,OPEN
576,INV-00000576,INV-00000576,SO-00000613,2025-04-02,2025-05-02,CUST-00000962,"Fry, Wilson and Stewart Inc",259.0,0.0,259.0,404.27543738437817,OVER 90 DAYS,OPEN
577,INV-00000577,INV-00000577,SO-00000614,2023-10-07,2023-11-21,CUST-00000196,Lewis Inc Ltd,681.0,0.0,681.0,932.2754373843782,OVER 90 DAYS,OPEN
