id,po_id,po_number,order_date,year,month,quarter,supplier_id,supplier_name,country,supplier_type,product_id,product_name,category,quantity,unit_cost,total_cost,receipt_date,days_to_deliver,on_time_delivery,status
1080,PO-00001080,PO-00001080,2023-08-28,2023,8,3,SUP-00000100,Coastal Distributors #100,Germany,Manufacturer,PRD-00000486,USB Hub 7-Port Lite,Electronics,100,25.76,2576.0,2023-09-25,28.0,0.0,COMPLETED
1081,PO-00001081,PO-00001081,2024-06-06,2024,6,3,SUP-00000070,Peak Performance #70,United Kingdom,Importer,PRD-00000079,Tape Measure Digital XL,Tools,200,17.43,3486.0,2024-06-26,20.0,0.0,COMPLETED
1082,PO-00001082,PO-00001082,2024-08-19,2024,8,3,SUP-00000085,Reliable Components #85,Canada,Manufacturer,PRD-00000250,Laptop Stand Lite,Electronics,150,26.87,4030.5,2024-09-12,24.0,0.0,COMPLETED
1083,PO-00001083,PO-00001083,2024-05-30,2024,5,2,SUP-00000071,Elite Imports #71,Italy,Importer,PRD-00000125,Webcam HD Basic,Electronics,100,47.68,4768.0,2024-06-21,22.0,1.0,COMPLETED
1084,PO-00001084,PO-00001084,2023-07-09,2023,7,3,SUP-00000088,Alliance Trading #88,Canada,Importer,PRD-00000052,Ballpoint Pens 12-Pack Basic,Office Supplies,20,3.68,73.60000000000001,2023-07-30,21.0,0.0,COMPLETED
1085,PO-00001085,PO-00001085,2023-07-03,2023,7,3,SUP-00000016,Pacific Trading Co,Germany,Distributor,PRD-00000460,Dry Erase Markers XL,Office Supplies,25,5.78,144.5,2023-07-24,21.0,1.0,COMPLETED
1086,PO-00001086,PO-00001086,2023-09-28,2023,9,4,SUP-00000099,Valley Industrial #99,Mexico,Wholesaler,PRD-00000150,NVMe Cable XL,Computer Hardware,100,9.3,930.0000000000001,2023-10-10,12.0,0.0,COMPLETED
1087,PO-00001087,PO-00001087,2023-09-23,2023,9,4,SUP-00000067,ValueFirst Supply #67,Canada,Manufacturer,PRD-00000170,Laptop Stand Premium,Electronics,10,32.66,326.59999999999997,2023-10-02,9.0,0.0,COMPLETED
1088,PO-00001088,PO-00001088,2024-11-14,2024,11,4,SUP-00000002,Prime Industrial,Japan,Wholesaler,PRD-00000405,Webcam HD Premium,Electronics,150,59.26,8889.0,2024-11-28,14.0,0.0,COMPLETED
1089,PO-00001089,PO-00001089,2024-04-17,2024,4,2,SUP-00000056,Pacific Trading Co #56,Spain,Wholesaler,PRD-00000316,Wrench Set Adjustable XL,Tools,20,26.55,531.0,2024-05-01,14.0,0.0,COMPLETED
1090,PO-00001090,PO-00001090,2024-04-16,2024,4,2,SUP-00000016,Pacific Trading Co,Germany,Distributor,PRD-00000081,USB-C Cable Max,Electronics,200,8.9,1780.0,2024-04-29,13.0,0.0,COMPLETED
1091,PO-00001091,PO-00001091,2024-07-02,2024,7,3,SUP-00000051,Elite Imports #51,United States,Distributor,PRD-00000341,SSD 500GB XL,Computer Hardware,200,62.04,12408.0,2024-08-01,30.0,0.0,COMPLETED
1092,PO-00001092,PO-00001092,2024-02-01,2024,2,1,SUP-00000093,Central Supplies #93,Italy,Importer,PRD-00000215,Stapler Heavy Duty XL,Office Supplies,75,16.38,1228.5,2024-02-14,13.0,1.0,COMPLETED
1093,PO-00001093,PO-00001093,2023-10-29,2023,10,4,SUP-00000055,National Distribution #55,India,Manufacturer,PRD-00000019,Whiteboard 24x36,Office Supplies,10,33.74,337.40000000000003,2023-11-18,20.0,0.0,COMPLETED
1094,PO-00001094,PO-00001094,2024-06-05,2024,6,3,SUP-00000037,Atlantic Supply #37,Germany,Distributor,PRD-00000065,Graphics Card Entry XL,Computer Hardware,20,111.61,2232.2,2024-07-06,31.0,0.0,COMPLETED
1095,PO-00001095,PO-00001095,2025-04-20,2025,4,2,SUP-00000012,Advanced Logistics,Canada,Distributor,PRD-00000368,Power Strip 6-Outlet Premium,Electronics,150,10.14,1521.0,,,,PENDING
1096,PO-00001096,PO-00001096,2025-05-02,2025,5,2,SUP-00000003,FastParts Direct,Australia,Importer,PRD-00000283,Wireless Mouse Pro,Electronics,50,17.59,879.5,2025-05-17,15.0,0.0,COMPLETED
1097,PO-00001097,PO-00001097,2024-03-15,2024,3,2,SUP-00000003,FastParts Direct,Australia,Importer,PRD-00000099,Whiteboard 24x36 HD,Office Supplies,20,22.15,443.0,2024-04-13,29.0,0.0,COMPLETED
1098,PO-00001098,PO-00001098,2024-05-27,2024,5,2,SUP-00000063,FastParts Direct #63,United States,Wholesaler,PRD-00000238,Hammer 16oz Plus,Tools,150,12.96,1944.0000000000002,2024-06-22,26.0,0.0,COMPLETED
1099,PO-00001099,PO-00001099,2025-01-31,2025,1,1,SUP-00000057,Atlantic Supply #57,Brazil,Importer,PRD-00000382,RAM 16GB DDR4 Pro,Computer Hardware,150,50.84,7626.000000000001,2025-03-01,29.0,1.0,COMPLETED
1100,PO-00001100,PO-00001100,2024-06-07,2024,6,3,SUP-00000095,National Distribution #95,Australia,Manufacturer,PRD-00000489,Surge Protector Max,Electronics,150,17.09,2563.5,2024-06-17,10.0,1.0,COMPLETED
1101,PO-00001101,PO-00001101,2024-01-01,2024,1,1,SUP-00000026,Premier Materials #26,Germany,Wholesaler,PRD-00000123,Wireless Mouse HD,Electronics,75,15.33,1149.75,2024-01-16,15.0,1.0,COMPLETED
1102,PO-00001102,PO-00001102,2024-07-16,2024,7,3,SUP-00000021,Global Tech Supply #21,South Korea,Manufacturer,PRD-00000324,Bluetooth Keyboard Pro,Electronics,100,28.97,2897.0,2024-08-12,27.0,0.0,COMPLETED
1103,PO-00001103,PO-00001103,2025-05-27,2025,5,2,SUP-00000074,United Parts #74,Australia,Distributor,PRD-00000396,Wrench Set Adjustable Lite,Tools,50,19.6,980.0000000000001,,,,PENDING
1104,PO-00001104,PO-00001104,2025-02-24,2025,2,1,SUP-00000083,FastParts Direct #83,France,Distributor,PRD-00000381,SSD 500GB Pro,Computer Hardware,150,53.53,8029.5,,,,PENDING
1105,PO-00001105,PO-00001105,2025-02-25,2025,2,1,SUP-00000086,Premier Materials #86,Australia,Manufacturer,PRD-00000101,SSD 500GB HD,Computer Hardware,10,54.6,546.0,2025-03-30,33.0,0.0,COMPLETED
1106,PO-00001106,PO-00001106,2025-02-23,2025,2,1,SUP-00000008,Alliance Trading,South Korea,Manufacturer,PRD-00000023,Mechanical Keyboard,Computer Hardware,100,62.32,6232.0,,,,PENDING
1107,PO-00001107,PO-00001107,2025-03-15,2025,3,2,SUP-00000097,Atlantic Supply #97,France,Manufacturer,PRD-00000033,Measuring Tape 25ft,Tools,150,10.39,1558.5,2025-04-14,30.0,0.0,COMPLETED
1108,PO-00001108,PO-00001108,2025-04-28,2025,4,2,SUP-00000078,Mountain Components #78,Australia,Wholesaler,PRD-00000428,Power Supply 650W HD,Computer Hardware,200,50.83,10166.0,2025-05-09,11.0,0.0,COMPLETED
1109,PO-00001109,PO-00001109,2023-08-11,2023,8,3,SUP-00000065,Reliable Components #65,Italy,Manufacturer,PRD-00000203,Wireless Mouse Plus,Electronics,10,14.63,146.3,,,,PENDING
1110,PO-00001110,PO-00001110,2023-08-18,2023,8,3,SUP-00000026,Premier Materials #26,Germany,Wholesaler,PRD-00000231,Drill Driver Cordless Basic,Tools,150,74.94,11241.0,2023-08-30,12.0,0.0,COMPLETED
1111,PO-00001111,PO-00001111,2025-04-16,2025,4,2,SUP-00000095,National Distribution #95,Australia,Manufacturer,PRD-00000275,Screwdriver Set 100pc Basic,Tools,10,28.01,280.1,2025-04-28,12.0,1.0,COMPLETED
1112,PO-00001112,PO-00001112,2025-01-16,2025,1,1,SUP-00000098,Mountain Components #98,Japan,Distributor,PRD-00000255,Stapler Heavy Duty Lite,Office Supplies,50,15.36,768.0,2025-02-03,18.0,0.0,COMPLETED
1113,PO-00001113,PO-00001113,2025-05-02,2025,5,2,SUP-00000077,Atlantic Supply #77,Italy,Importer,PRD-00000474,Level 24 inch Basic,Tools,100,17.47,1747.0,2025-05-23,21.0,0.0,COMPLETED
1114,PO-00001114,PO-00001114,2023-07-22,2023,7,3,SUP-00000087,ValueFirst Supply #87,Canada,Wholesaler,PRD-00000041,USB-C Cable Plus,Electronics,50,7.73,386.5,2023-08-04,13.0,0.0,COMPLETED
1115,PO-00001115,PO-00001115,2024-09-09,2024,9,4,SUP-00000074,United Parts #74,Australia,Distributor,PRD-00000087,Ethernet Switch 8-Port Max,Electronics,75,48.38,3628.5,2024-09-28,19.0,0.0,COMPLETED
1116,PO-00001116,PO-00001116,2025-01-12,2025,1,1,SUP-00000027,ValueFirst Supply #27,Spain,Distributor,PRD-00000050,Laptop Stand XL,Electronics,75,32.5,2437.5,2025-02-07,26.0,1.0,COMPLETED
1117,PO-00001117,PO-00001117,2023-09-06,2023,9,4,SUP-00000063,FastParts Direct #63,United States,Wholesaler,PRD-00000448,Power Strip 6-Outlet Plus,Electronics,10,13.53,135.29999999999998,,,,PENDING
1118,PO-00001118,PO-00001118,2024-12-29,2024,12,5,SUP-00000084,QualitySource Inc #84,South Korea,Wholesaler,PRD-00000059,Whiteboard 24x36 Premium,Office Supplies,100,25.39,2539.0,2025-01-29,31.0,0.0,COMPLETED
1119,PO-00001119,PO-00001119,2024-06-29,2024,6,3,SUP-00000016,Pacific Trading Co,Germany,Distributor,PRD-00000343,Mechanical Keyboard Pro,Computer Hardware,75,87.32,6548.999999999999,2024-07-15,16.0,0.0,COMPLETED
1120,PO-00001120,PO-00001120,2025-03-27,2025,3,2,SUP-00000037,Atlantic Supply #37,Germany,Distributor,PRD-00000413,Sticky Notes 3x3 Max,Office Supplies,75,3.23,242.25,,,,CANCELLED
1121,PO-00001121,PO-00001121,2024-12-29,2024,12,5,SUP-00000020,Coastal Distributors,Netherlands,Wholesaler,PRD-00000084,Bluetooth Keyboard Pro,Electronics,100,27.39,2739.0,2025-01-17,19.0,0.0,COMPLETED
1122,PO-00001122,PO-00001122,2024-09-15,2024,9,4,SUP-00000081,Global Tech Supply #81,France,Wholesaler,PRD-00000016,Paper Clips Box,Office Supplies,150,2.0,300.0,2024-10-02,17.0,0.0,COMPLETED
1123,PO-00001123,PO-00001123,2024-11-07,2024,11,4,SUP-00000045,Reliable Components #45,Mexico,Importer,PRD-00000109,Motherboard B550 Premium,Computer Hardware,50,122.71,6135.5,2024-11-29,22.0,1.0,COMPLETED
1124,PO-00001124,PO-00001124,2024-11-18,2024,11,4,SUP-00000087,ValueFirst Supply #87,Canada,Wholesaler,PRD-00000500,Dry Erase Markers Plus,Office Supplies,50,5.92,296.0,2024-12-19,31.0,0.0,COMPLETED
1125,PO-00001125,PO-00001125,2023-08-07,2023,8,3,SUP-00000054,United Parts #54,China,Manufacturer,PRD-00000165,Webcam HD Pro,Electronics,50,47.74,2387.0,2023-09-03,27.0,0.0,COMPLETED
1126,PO-00001126,PO-00001126,2024-08-29,2024,8,3,SUP-00000062,Prime Industrial #62,Spain,Manufacturer,PRD-00000009,Surge Protector,Electronics,100,18.45,1845.0,2024-10-03,35.0,0.0,COMPLETED
1127,PO-00001127,PO-00001127,2023-10-07,2023,10,4,SUP-00000017,Atlantic Supply,Italy,Wholesaler,PRD-00000442,HDMI Cable 6ft Lite,Electronics,20,5.24,104.80000000000001,2023-10-31,24.0,1.0,COMPLETED
1128,PO-00001128,PO-00001128,2025-01-15,2025,1,1,SUP-00000068,Alliance Trading #68,France,Distributor,PRD-00000304,Monitor 27 inch Lite,Computer Hardware,200,218.13,43626.0,2025-02-12,28.0,1.0,COMPLETED
1129,PO-00001129,PO-00001129,2024-12-31,2024,12,5,SUP-00000096,Pacific Trading Co #96,United Kingdom,Importer,PRD-00000320,Utility Knife HD,Tools,100,4.32,432.0,2025-01-18,18.0,1.0,COMPLETED
1130,PO-00001130,PO-00001130,2024-07-23,2024,7,3,SUP-00000009,Summit Distribution,South Korea,Wholesaler,PRD-00000029,Motherboard B550,Computer Hardware,25,127.04,3176.0,2024-08-11,19.0,0.0,COMPLETED
1131,PO-00001131,PO-00001131,2024-05-03,2024,5,2,SUP-00000063,FastParts Direct #63,United States,Wholesaler,PRD-00000039,Tape Measure Digital,Tools,20,16.61,332.2,2024-05-27,24.0,0.0,COMPLETED
1132,PO-00001132,PO-00001132,2024-12-19,2024,12,5,SUP-00000045,Reliable Components #45,Mexico,Importer,PRD-00000168,Power Strip 6-Outlet XL,Electronics,20,14.02,280.4,2025-01-12,24.0,1.0,COMPLETED
1133,PO-00001133,PO-00001133,2024-06-06,2024,6,3,SUP-00000016,Pacific Trading Co,Germany,Distributor,PRD-00000186,CPU Cooler Basic,Computer Hardware,20,34.86,697.2,,,,PENDING
1134,PO-00001134,PO-00001134,2023-09-19,2023,9,4,SUP-00000046,Premier Materials #46,Brazil,Distributor,PRD-00000094,File Folders 100-Pack Basic,Office Supplies,50,9.12,455.99999999999994,2023-10-07,18.0,0.0,COMPLETED
1135,PO-00001135,PO-00001135,2025-01-13,2025,1,1,SUP-00000039,Valley Industrial #39,Canada,Distributor,PRD-00000431,Drill Driver Cordless Premium,Tools,20,105.45,2109.0,,,,PENDING
1136,PO-00001136,PO-00001136,2024-08-17,2024,8,3,SUP-00000031,Elite Imports #31,United States,Wholesaler,PRD-00000280,Utility Knife Plus,Tools,75,5.07,380.25,2024-09-02,16.0,0.0,COMPLETED
1137,PO-00001137,PO-00001137,2023-11-18,2023,11,4,SUP-00000090,Peak Performance #90,China,Manufacturer,PRD-00000048,Power Strip 6-Outlet Max,Electronics,75,13.74,1030.5,2023-11-22,4.0,1.0,COMPLETED
1138,PO-00001138,PO-00001138,2024-07-04,2024,7,3,SUP-00000003,FastParts Direct,Australia,Importer,PRD-00000055,Stapler Heavy Duty Pro,Office Supplies,10,16.2,162.0,2024-07-26,22.0,0.0,COMPLETED
1139,PO-00001139,PO-00001139,2024-01-06,2024,1,1,SUP-00000064,QualitySource Inc #64,Australia,Wholesaler,PRD-00000082,HDMI Cable 6ft HD,Electronics,20,4.56,91.19999999999999,,,,PENDING
1140,PO-00001140,PO-00001140,2023-11-07,2023,11,4,SUP-00000092,Advanced Logistics #92,South Korea,Manufacturer,PRD-00000359,Tape Measure Digital Plus,Tools,10,16.84,168.4,2023-11-21,14.0,0.0,COMPLETED
1141,PO-00001141,PO-00001141,2024-01-09,2024,1,1,SUP-00000053,Central Supplies #53,Mexico,Wholesaler,PRD-00000209,Surge Protector Plus,Electronics,75,19.67,1475.2500000000002,2024-01-27,18.0,1.0,COMPLETED
1142,PO-00001142,PO-00001142,2024-12-22,2024,12,5,SUP-00000009,Summit Distribution,South Korea,Wholesaler,PRD-00000221,SSD 500GB Premium,Computer Hardware,150,52.73,7909.499999999999,2025-01-14,23.0,0.0,COMPLETED
1143,PO-00001143,PO-00001143,2024-04-20,2024,4,2,SUP-00000006,Premier Materials,Japan,Importer,PRD-00000499,Whiteboard 24x36 Basic,Office Supplies,150,29.13,4369.5,2024-05-03,13.0,1.0,COMPLETED
1144,PO-00001144,PO-00001144,2024-11-21,2024,11,4,SUP-00000089,Summit Distribution #89,Brazil,Distributor,PRD-00000362,HDMI Cable 6ft XL,Electronics,75,5.22,391.5,,,,CANCELLED
1145,PO-00001145,PO-00001145,2025-02-10,2025,2,1,SUP-00000066,Premier Materials #66,Spain,Wholesaler,PRD-00000208,Power Strip 6-Outlet Lite,Electronics,75,13.23,992.25,2025-02-20,10.0,1.0,COMPLETED
1146,PO-00001146,PO-00001146,2024-02-22,2024,2,1,SUP-00000012,Advanced Logistics,Canada,Distributor,PRD-00000496,Paper Clips Box HD,Office Supplies,25,2.13,53.25,2024-03-04,11.0,1.0,COMPLETED
1147,PO-00001147,PO-00001147,2024-04-09,2024,4,2,SUP-00000023,FastParts Direct #23,Japan,Wholesaler,PRD-00000351,Drill Driver Cordless Max,Tools,25,91.01,2275.25,2024-04-20,11.0,0.0,COMPLETED
1148,PO-00001148,PO-00001148,2024-06-14,2024,6,3,SUP-00000039,Valley Industrial #39,Canada,Distributor,PRD-00000368,Power Strip 6-Outlet Premium,Electronics,10,10.15,101.5,2024-06-26,12.0,1.0,COMPLETED
1149,PO-00001149,PO-00001149,2024-08-24,2024,8,3,SUP-00000081,Global Tech Supply #81,France,Wholesaler,PRD-00000371,A4 Paper Ream HD,Office Supplies,100,4.71,471.0,2024-09-15,22.0,0.0,COMPLETED
1150,PO-00001150,PO-00001150,2024-06-26,2024,6,3,SUP-00000089,Summit Distribution #89,Brazil,Distributor,PRD-00000228,Power Supply 650W HD,Computer Hardware,25,55.79,1394.75,,,,PENDING
1151,PO-00001151,PO-00001151,2024-04-06,2024,4,2,SUP-00000019,Valley Industrial,Japan,Distributor,PRD-00000440,Utility Knife Max,Tools,200,5.11,1022.0000000000001,2024-04-21,15.0,1.0,COMPLETED
1152,PO-00001152,PO-00001152,2023-08-31,2023,8,3,SUP-00000048,Alliance Trading #48,Mexico,Manufacturer,PRD-00000222,RAM 16GB DDR4 XL,Computer Hardware,25,37.57,939.25,2023-10-04,34.0,0.0,COMPLETED
1153,PO-00001153,PO-00001153,2023-11-22,2023,11,4,SUP-00000086,Premier Materials #86,Australia,Manufacturer,PRD-00000105,Graphics Card Entry Plus,Computer Hardware,20,135.82,2716.3999999999996,2023-12-16,24.0,0.0,COMPLETED
1154,PO-00001154,PO-00001154,2024-12-24,2024,12,5,SUP-00000054,United Parts #54,China,Manufacturer,PRD-00000394,Level 24 inch Basic,Tools,200,25.16,5032.0,2025-01-08,15.0,0.0,COMPLETED
1155,PO-00001155,PO-00001155,2024-04-08,2024,4,2,SUP-00000019,Valley Industrial,Japan,Distributor,PRD-00000156,Wrench Set Adjustable Max,Tools,50,26.64,1332.0,,,,PENDING
1156,PO-00001156,PO-00001156,2023-11-14,2023,11,4,SUP-00000081,Global Tech Supply #81,France,Wholesaler,PRD-00000139,Whiteboard 24x36 HD,Office Supplies,200,27.84,5568.0,2023-12-01,17.0,0.0,COMPLETED
1157,PO-00001157,PO-00001157,2024-07-14,2024,7,3,SUP-00000009,Summit Distribution,South Korea,Wholesaler,PRD-00000197,Pliers Set 5-Piece Lite,Tools,25,17.72,443.0,2024-08-04,21.0,1.0,COMPLETED
1158,PO-00001158,PO-00001158,2025-01-31,2025,1,1,SUP-00000016,Pacific Trading Co,Germany,Distributor,PRD-00000140,Dry Erase Markers Pro,Office Supplies,150,4.69,703.5000000000001,2025-02-14,14.0,0.0,COMPLETED
1159,PO-00001159,PO-00001159,2024-12-23,2024,12,5,SUP-00000039,Valley Industrial #39,Canada,Distributor,PRD-00000130,Laptop Stand Max,Electronics,25,26.33,658.25,2024-12-25,2.0,1.0,COMPLETED
1160,PO-00001160,PO-00001160,2024-01-15,2024,1,1,SUP-00000040,Coastal Distributors #40,Japan,Distributor,PRD-00000168,Power Strip 6-Outlet XL,Electronics,100,10.41,1041.0,2024-01-31,16.0,0.0,COMPLETED
1161,PO-00001161,PO-00001161,2024-04-04,2024,4,2,SUP-00000021,Global Tech Supply #21,South Korea,Manufacturer,PRD-00000370,Laptop Stand HD,Electronics,75,28.74,2155.5,2024-05-06,32.0,0.0,COMPLETED
1162,PO-00001162,PO-00001162,2024-10-26,2024,10,4,SUP-00000016,Pacific Trading Co,Germany,Distributor,PRD-00000343,Mechanical Keyboard Pro,Computer Hardware,100,68.99,6898.999999999999,2024-11-23,28.0,0.0,COMPLETED
1163,PO-00001163,PO-00001163,2024-03-03,2024,3,2,SUP-00000003,FastParts Direct,Australia,Importer,PRD-00000167,Ethernet Switch 8-Port Pro,Electronics,100,43.76,4376.0,2024-03-29,26.0,0.0,COMPLETED
1164,PO-00001164,PO-00001164,2023-11-18,2023,11,4,SUP-00000009,Summit Distribution,South Korea,Wholesaler,PRD-00000221,SSD 500GB Premium,Computer Hardware,20,50.98,1019.5999999999999,2023-11-28,10.0,1.0,COMPLETED
1165,PO-00001165,PO-00001165,2023-09-13,2023,9,4,SUP-00000086,Premier Materials #86,Australia,Manufacturer,PRD-00000105,Graphics Card Entry Plus,Computer Hardware,150,121.91,18286.5,2023-10-02,19.0,0.0,COMPLETED
1166,PO-00001166,PO-00001166,2024-02-09,2024,2,1,SUP-00000039,Valley Industrial #39,Canada,Distributor,PRD-00000368,Power Strip 6-Outlet Premium,Electronics,50,11.28,564.0,2024-03-01,21.0,0.0,COMPLETED
1167,PO-00001167,PO-00001167,2025-04-19,2025,4,2,SUP-00000089,Summit Distribution #89,Brazil,Distributor,PRD-00000006,USB Hub 7-Port,Electronics,20,25.72,514.4,,,,PENDING
1168,PO-00001168,PO-00001168,2024-02-28,2024,2,1,SUP-00000059,Valley Industrial #59,Spain,Distributor,PRD-00000458,Desk Organizer Basic,Office Supplies,20,11.77,235.39999999999998,2024-03-28,29.0,0.0,COMPLETED
1169,PO-00001169,PO-00001169,2024-04-09,2024,4,2,SUP-00000099,Valley Industrial #99,Mexico,Wholesaler,PRD-00000406,USB Hub 7-Port Premium,Electronics,50,15.78,789.0,2024-04-28,19.0,1.0,COMPLETED
1170,PO-00001170,PO-00001170,2024-06-03,2024,6,3,SUP-00000043,FastParts Direct #43,Brazil,Manufacturer,PRD-00000475,Screwdriver Set 100pc Pro,Tools,50,37.01,1850.5,2024-06-15,12.0,0.0,COMPLETED
1171,PO-00001171,PO-00001171,2024-06-22,2024,6,3,SUP-00000085,Reliable Components #85,Canada,Manufacturer,PRD-00000474,Level 24 inch Basic,Tools,75,16.31,1223.25,2024-07-10,18.0,1.0,COMPLETED
1172,PO-00001172,PO-00001172,2024-01-14,2024,1,1,SUP-00000024,QualitySource Inc #24,United Kingdom,Manufacturer,PRD-00000014,File Folders 100-Pack,Office Supplies,10,7.49,74.9,2024-01-28,14.0,0.0,COMPLETED
1173,PO-00001173,PO-00001173,2024-01-31,2024,1,1,SUP-00000054,United Parts #54,China,Manufacturer,PRD-00000378,Desk Organizer Premium,Office Supplies,25,10.58,264.5,2024-02-22,22.0,0.0,COMPLETED
1174,PO-00001174,PO-00001174,2023-08-02,2023,8,3,SUP-00000084,QualitySource Inc #84,South Korea,Wholesaler,PRD-00000032,Socket Set 40-Piece,Tools,50,53.33,2666.5,2023-08-13,11.0,0.0,COMPLETED
1175,PO-00001175,PO-00001175,2023-09-03,2023,9,4,SUP-00000002,Prime Industrial,Japan,Wholesaler,PRD-00000188,Power Supply 650W Plus,Computer Hardware,150,46.08,6912.0,2023-09-10,7.0,1.0,COMPLETED
1176,PO-00001176,PO-00001176,2025-05-31,2025,5,2,SUP-00000073,Central Supplies #73,Canada,Manufacturer,PRD-00000088,Power Strip 6-Outlet HD,Electronics,10,13.5,135.0,2025-06-20,20.0,1.0,COMPLETED
1177,PO-00001177,PO-00001177,2024-09-18,2024,9,4,SUP-00000045,Reliable Components #45,Mexico,Importer,PRD-00000109,Motherboard B550 Premium,Computer Hardware,25,114.61,2865.25,2024-10-02,14.0,1.0,COMPLETED
1178,PO-00001178,PO-00001178,2023-12-09,2023,12,5,SUP-00000075,National Distribution #75,Italy,Wholesaler,PRD-00000137,Binder Clips Assorted Plus,Office Supplies,100,2.78,278.0,2024-01-05,27.0,0.0,COMPLETED
1179,PO-00001179,PO-00001179,2024-09-28,2024,9,4,SUP-00000095,National Distribution #95,Australia,Manufacturer,PRD-00000489,Surge Protector Max,Electronics,150,17.61,2641.5,2024-10-14,16.0,0.0,COMPLETED
1180,PO-00001180,PO-00001180,2024-07-19,2024,7,3,SUP-00000043,FastParts Direct #43,Brazil,Manufacturer,PRD-00000475,Screwdriver Set 100pc Pro,Tools,50,32.63,1631.5000000000002,2024-08-09,21.0,1.0,COMPLETED
1181,PO-00001181,PO-00001181,2023-11-07,2023,11,4,SUP-00000020,Coastal Distributors,Netherlands,Wholesaler,PRD-00000448,Power Strip 6-Outlet Plus,Electronics,20,12.92,258.4,2023-11-13,6.0,1.0,COMPLETED
1182,PO-00001182,PO-00001182,2025-02-14,2025,2,1,SUP-00000076,Pacific Trading Co #76,Netherlands,Distributor,PRD-00000287,Ethernet Switch 8-Port Max,Electronics,150,66.28,9942.0,2025-03-14,28.0,1.0,COMPLETED
1183,PO-00001183,PO-00001183,2024-03-03,2024,3,2,SUP-00000023,FastParts Direct #23,Japan,Wholesaler,PRD-00000028,Power Supply 650W,Computer Hardware,50,52.19,2609.5,2024-03-08,5.0,1.0,COMPLETED
1184,PO-00001184,PO-00001184,2023-10-04,2023,10,4,SUP-00000049,Summit Distribution #49,France,Distributor,PRD-00000124,Bluetooth Keyboard Premium,Electronics,100,30.08,3008.0,2023-10-18,14.0,1.0,COMPLETED
1185,PO-00001185,PO-00001185,2024-01-27,2024,1,1,SUP-00000077,Atlantic Supply #77,Italy,Importer,PRD-00000424,Monitor 27 inch Premium,Computer Hardware,10,207.31,2073.1,2024-02-09,13.0,0.0,COMPLETED
1186,PO-00001186,PO-00001186,2023-09-12,2023,9,4,SUP-00000019,Valley Industrial,Japan,Distributor,PRD-00000358,Hammer 16oz Pro,Tools,25,12.91,322.75,2023-09-29,17.0,1.0,COMPLETED
1187,PO-00001187,PO-00001187,2024-04-08,2024,4,2,SUP-00000078,Mountain Components #78,Australia,Wholesaler,PRD-00000378,Desk Organizer Premium,Office Supplies,200,10.46,2092.0,2024-04-20,12.0,1.0,COMPLETED
1188,PO-00001188,PO-00001188,2023-08-01,2023,8,3,SUP-00000026,Premier Materials #26,Germany,Wholesaler,PRD-00000400,Utility Knife Premium,Tools,10,5.89,58.9,2023-08-07,6.0,1.0,COMPLETED
1189,PO-00001189,PO-00001189,2023-10-09,2023,10,4,SUP-00000025,Reliable Components #25,India,Importer,PRD-00000043,Wireless Mouse Plus,Electronics,50,16.48,824.0,2023-11-05,27.0,0.0,COMPLETED
1190,PO-00001190,PO-00001190,2024-06-26,2024,6,3,SUP-00000018,Mountain Components,France,Wholesaler,PRD-00000030,NVMe Cable,Computer Hardware,10,8.62,86.19999999999999,2024-07-11,15.0,1.0,COMPLETED
1191,PO-00001191,PO-00001191,2023-09-26,2023,9,4,SUP-00000064,QualitySource Inc #64,Australia,Wholesaler,PRD-00000407,Ethernet Switch 8-Port HD,Electronics,75,52.81,3960.75,2023-10-30,34.0,0.0,COMPLETED
1192,PO-00001192,PO-00001192,2024-04-21,2024,4,2,SUP-00000082,Prime Industrial #82,France,Importer,PRD-00000148,Power Supply 650W Plus,Computer Hardware,20,41.6,832.0,2024-05-10,19.0,1.0,COMPLETED
1193,PO-00001193,PO-00001193,2024-09-18,2024,9,4,SUP-00000020,Coastal Distributors,Netherlands,Wholesaler,PRD-00000161,USB-C Cable HD,Electronics,200,7.03,1406.0,2024-10-05,17.0,1.0,COMPLETED
1194,PO-00001194,PO-00001194,2025-04-12,2025,4,2,SUP-00000051,Elite Imports #51,United States,Distributor,PRD-00000002,HDMI Cable 6ft,Electronics,50,4.44,222.00000000000003,2025-05-02,20.0,0.0,COMPLETED
1195,PO-00001195,PO-00001195,2023-11-03,2023,11,4,SUP-00000042,Prime Industrial #42,France,Distributor,PRD-00000272,Socket Set 40-Piece Max,Tools,150,44.37,6655.5,2023-11-20,17.0,0.0,COMPLETED
1196,PO-00001196,PO-00001196,2023-08-20,2023,8,3,SUP-00000022,Prime Industrial #22,Australia,Wholesaler,PRD-00000262,RAM 16GB DDR4 Basic,Computer Hardware,100,40.63,4063.0000000000005,2023-09-07,18.0,1.0,COMPLETED
1197,PO-00001197,PO-00001197,2025-01-16,2025,1,1,SUP-00000034,United Parts #34,Canada,Distributor,PRD-00000402,HDMI Cable 6ft Premium,Electronics,150,6.03,904.5,2025-02-24,39.0,0.0,COMPLETED
1198,PO-00001198,PO-00001198,2025-03-08,2025,3,2,SUP-00000083,FastParts Direct #83,France,Distributor,PRD-00000028,Power Supply 650W,Computer Hardware,50,43.35,2167.5,2025-04-09,32.0,0.0,COMPLETED
