id,customer_id,customer_name,industry,region,total_orders,total_revenue,total_profit,avg_margin_pct,total_invoices,open_invoices,overdue_invoices,avg_days_to_pay,last_order_date
207,CUST-00000207,"Hernandez, Jenkins and Parks LLC",Education,Central,10,8866.8,167.88,38.56666666666667,10,5,1,27.2,2025-06-24
208,CUST-00000208,Miller Inc Co,Education,East,4,6939.05,2358.3,38.35,4,2,0,21.5,2025-06-17
209,CUST-00000209,Goodwin PLC Inc,Real Estate,North,7,2996.0,101.69999999999999,41.894999999999996,7,4,0,26.0,2024-06-17
210,CUST-00000210,"Cruz, Richmond and Edwards Ltd",Real Estate,South,9,2382.26,197.0,41.916666666666664,9,2,0,50.142857142857146,2024-10-21
211,CUST-00000211,Wright Ltd Corp,Transportation,West,12,11456.78,3051.5099999999998,37.415,12,5,2,44.857142857142854,2025-05-19
212,CUST-00000212,Wright PLC Corp,Hospitality,Central,20,16138.25,3340.87,39.58142857142857,20,5,1,18.466666666666665,2025-05-08
213,CUST-00000213,"Griffith, Mitchell and Pugh Co",Consulting,East,7,4914.29,1965.7160000000001,40.0,7,2,0,42.2,2025-03-10
214,CUST-00000214,Abbott Ltd Co,Manufacturing,Central,17,17642.73,1399.3,29.9825,17,6,1,10.0,2025-06-01
215,CUST-00000215,Harris-Lawson Corp,Agriculture,Central,8,17361.489999999998,6527.37,38.63,8,3,2,49.2,2025-04-05
216,CUST-00000216,Adkins LLC Inc,Education,East,8,8633.6,56.98999999999998,31.115000000000002,8,0,3,30.0,2025-06-21
217,CUST-00000217,"Brown, Hurst and Blevins Co",Agriculture,East,17,7438.29,943.1499999999999,37.256,17,7,2,63.6,2025-06-01
218,CUST-00000218,Cruz-Allen Co,Healthcare,East,9,4410.78,292.08000000000004,32.48666666666667,9,5,0,57.25,2025-06-11
219,CUST-00000219,"Wheeler, Rice and Levine Inc",Energy,Central,11,20480.63,5561.03,41.48166666666666,11,5,0,14.5,2025-06-22
220,CUST-00000220,Peck-Anderson LLC,Media,North,10,4589.68,948.1500000000001,34.755,10,3,2,35.142857142857146,2025-01-12
221,CUST-00000221,"Fisher, Payne and Thompson Inc",Retail,South,2,4198.51,1355.5,32.46,2,0,0,58.0,2024-09-16
222,CUST-00000222,Best-Townsend Corp,Manufacturing,Central,10,7280.2300000000005,387.73999999999995,30.28,10,4,2,56.666666666666664,2025-06-15
223,CUST-00000223,Matthews Inc Co,Manufacturing,North,12,10285.79,853.07,39.36833333333333,12,6,2,67.66666666666667,2025-06-28
224,CUST-00000224,Lewis-Livingston LLC,Manufacturing,Central,12,12430.38,767.2,40.6325,12,4,1,38.5,2025-03-01
225,CUST-00000225,Hunter-Fuller LLC,Agriculture,West,20,19318.8,3018.15,40.51166666666666,20,8,2,14.0,2025-06-22
226,CUST-00000226,"Wang, Henderson and Morales Ltd",Healthcare,South,7,1051.36,39.82,43.795,7,1,1,44.0,2025-05-13
227,CUST-00000227,"Herrera, Jensen and Ramirez Corp",Construction,West,6,6880.47,1193.03,37.8,6,3,1,59.333333333333336,2025-01-19
228,CUST-00000228,Miller-Mccall Co,Government,South,14,10368.63,1616.82,38.175000000000004,14,7,1,42.42857142857143,2025-05-18
229,CUST-00000229,Herrera Group LLC,Finance,North,11,5922.89,1317.68,41.725,11,4,1,58.57142857142857,2025-04-09
230,CUST-00000230,"Walters, Davenport and Becker Co",Agriculture,West,3,7941.7,148.09999999999997,38.92,3,3,0,0.0,2025-04-04
231,CUST-00000231,Collins Group LLC,Technology,West,14,7328.7,850.4599999999999,40.556666666666665,14,2,1,16.916666666666668,2025-06-16
232,CUST-00000232,"Ashley, Allen and Sanchez Ltd",Energy,North,7,6892.599999999999,1977.2,40.628,7,3,0,69.75,2025-01-10
233,CUST-00000233,Wilson-Salazar Corp,Manufacturing,North,5,2031.97,520.3199999999999,37.545,5,1,0,11.25,2024-09-07
234,CUST-00000234,Parker Ltd Inc,Energy,East,9,3470.08,912.04,40.5,9,2,1,31.571428571428573,2025-05-22
235,CUST-00000235,"Yang, Wilson and Zimmerman Co",Energy,North,11,16328.51,678.5,31.78,11,4,2,32.714285714285715,2025-06-21
236,CUST-00000236,"Smith, Crawford and Reed Ltd",Media,West,14,16000.75,3124.38,34.85666666666666,14,6,3,39.125,2025-06-04
237,CUST-00000237,"Logan, Le and Jackson Co",Consulting,South,5,2460.53,502.65999999999997,40.739999999999995,5,3,0,38.0,2025-04-14
238,CUST-00000238,Brady LLC LLC,Retail,West,15,10697.57,2962.7499999999995,38.723749999999995,15,6,3,49.22222222222222,2025-02-16
239,CUST-00000239,"Tanner, Wise and Johnson Ltd",Consulting,Central,0,0.0,,40.0,0,0,0,0.0,
240,CUST-00000240,Nelson-Brown LLC,Finance,East,25,18956.19,2102.3399999999997,41.20583333333334,25,12,4,30.846153846153847,2025-05-31
241,CUST-00000241,"Proctor, Burton and Crawford Corp",Agriculture,West,3,923.9300000000001,349.75000000000006,41.32,3,0,0,68.0,2025-02-18
242,CUST-00000242,"Ward, Porter and Bradley LLC",Consulting,Central,4,7937.74,152.51999999999998,34.82,4,2,0,11.0,2025-03-01
243,CUST-00000243,Moore-Ayala LLC,Construction,South,4,1704.63,7.76,40.5,4,2,0,57.0,2024-10-31
244,CUST-00000244,"Craig, Wilson and Yang Corp",Hospitality,North,7,10447.81,425.70000000000005,44.379999999999995,7,3,1,47.0,2025-02-08
245,CUST-00000245,Williams Inc Co,Hospitality,East,9,15459.06,350.53999999999996,42.02,9,1,1,13.625,2025-05-22
246,CUST-00000246,Williams LLC Inc,Transportation,West,13,6517.89,1021.3000000000001,36.15333333333333,13,3,1,62.5,2025-03-04
247,CUST-00000247,Mora-White LLC,Manufacturing,North,6,4165.05,1147.3300000000002,41.775,6,1,0,20.8,2025-01-14
248,CUST-00000248,Tran Ltd Ltd,Government,East,4,4710.3,1777.9,41.455,4,3,1,37.0,2025-01-09
249,CUST-00000249,"Rios, Walker and Wright Co",Transportation,North,8,1499.02,11.14,38.92666666666667,8,2,0,30.5,2025-02-22
250,CUST-00000250,"Flores, Mckenzie and Duncan Ltd",Agriculture,South,8,2463.81,540.69,40.774,8,3,0,38.0,2025-06-20
251,CUST-00000251,Shaw Inc Inc,Construction,East,4,3783.5,91.35,32.78,4,3,0,22.0,2024-10-07
252,CUST-00000252,Walker PLC LLC,Healthcare,West,8,8325.9,1333.87,40.708,8,3,0,52.4,2024-09-19
253,CUST-00000253,Finley Inc Co,Consulting,North,11,6034.63,671.8299999999999,36.0225,11,5,2,31.5,2025-06-22
254,CUST-00000254,Cline-Ayala Co,Government,Central,19,16560.24,5467.1,43.465,19,8,3,16.545454545454547,2025-06-05
255,CUST-00000255,Murphy-Tran Inc,Construction,North,34,23232.68,4767.27,40.38473684210526,34,14,2,59.85,2025-04-11
256,CUST-00000256,Wood LLC Corp,Technology,East,4,790.72,172.0,43.43,4,3,0,23.0,2025-03-14
257,CUST-00000257,"Mueller, Stevenson and Sanchez Corp",Hospitality,Central,5,932.66,115.68,39.75,5,1,0,59.0,2024-10-07
258,CUST-00000258,Vargas-Snyder Corp,Healthcare,West,10,10540.01,1617.1599999999999,38.47,10,7,0,57.0,2025-06-06
259,CUST-00000259,Oconnor PLC Ltd,Consulting,South,19,26255.73,3423.23,40.878571428571426,19,10,2,44.0,2025-06-25
260,CUST-00000260,Hernandez Group Co,Hospitality,North,4,964.99,385.99600000000004,40.0,4,1,0,24.666666666666668,2024-08-25
261,CUST-00000261,Hall LLC Ltd,Manufacturing,West,23,25429.33,1492.28,38.474000000000004,23,8,5,58.13333333333333,2025-05-30
262,CUST-00000262,"Franco, Wiley and Tapia Corp",Media,North,14,21239.04,7598.13,39.48875,14,6,0,30.5,2024-12-21
263,CUST-00000263,Blake Group Corp,Education,East,15,17914.87,294.69000000000005,37.195,15,1,1,58.857142857142854,2025-06-09
264,CUST-00000264,"Acosta, Garcia and Moreno Co",Retail,West,18,9951.77,1446.78,39.73571428571428,18,6,1,63.75,2025-06-30
265,CUST-00000265,Barnes Inc Ltd,Agriculture,West,9,8590.18,2445.35,39.025,9,4,1,45.8,2024-12-15
266,CUST-00000266,Dawson Inc Ltd,Government,North,5,4088.05,1635.2200000000003,40.0,5,3,1,68.0,2025-06-30
267,CUST-00000267,Morse PLC Inc,Finance,Central,6,7559.82,844.5,39.95,6,4,1,55.5,2025-06-26
268,CUST-00000268,Haynes-Watson Corp,Consulting,West,6,6998.4400000000005,859.14,34.25666666666667,6,2,1,21.75,2025-05-14
269,CUST-00000269,"Miller, Davis and Anderson Corp",Education,Central,10,4585.2300000000005,1416.9600000000003,38.52333333333333,10,3,0,35.857142857142854,2025-06-30
270,CUST-00000270,Jones-Bradley Co,Hospitality,West,14,17088.25,3575.3399999999997,41.214285714285715,14,4,4,33.3,2025-06-28
271,CUST-00000271,Bates-Anderson Corp,Manufacturing,West,11,2207.19,254.05999999999992,36.3925,11,6,2,58.8,2025-06-26
272,CUST-00000272,Green-Edwards LLC,Retail,South,8,1763.75,368.0000000000001,41.085,8,3,0,45.2,2024-06-16
273,CUST-00000273,Haynes-Moss Co,Consulting,South,7,6441.65,1839.5299999999995,37.136,7,3,0,41.25,2025-04-29
274,CUST-00000274,Chavez-Hall Co,Retail,West,5,4273.07,155.89999999999998,43.92,5,2,0,44.0,2025-01-05
275,CUST-00000275,Taylor PLC LLC,Construction,North,31,25623.41,2353.96,40.32066666666666,31,16,3,18.066666666666666,2025-06-22
276,CUST-00000276,Moore and Sons Corp,Finance,North,9,11359.369999999999,628.6100000000001,32.1075,9,4,1,26.6,2025-03-19
277,CUST-00000277,Owens-Russell Ltd,Healthcare,Central,12,10032.93,288.75999999999993,37.709999999999994,12,3,1,61.77777777777778,2025-06-07
278,CUST-00000278,"Howard, Townsend and Hayes Co",Education,West,8,12929.47,3093.75,43.656666666666666,8,4,1,24.25,2025-01-08
279,CUST-00000279,Baker-Wilson Co,Transportation,North,7,2709.63,660.35,36.4825,7,3,2,38.0,2025-03-05
280,CUST-00000280,Aguirre LLC Co,Government,West,2,406.70000000000005,44.30000000000001,24.3,2,1,0,30.0,2024-12-02
281,CUST-00000281,"Terry, Williams and Huff Inc",Construction,North,14,14208.69,3618.4999999999995,36.91833333333333,14,6,0,30.875,2025-05-23
282,CUST-00000282,Hernandez-Dawson Corp,Hospitality,South,6,804.6,193.48999999999998,36.1325,6,3,1,48.0,2025-06-02
283,CUST-00000283,Foster-Williams Co,Agriculture,East,9,10508.05,184.87999999999997,49.91,9,4,1,66.6,2024-10-19
284,CUST-00000284,Green-Ewing Ltd,Retail,East,6,2465.93,546.7099999999999,39.11,6,1,1,30.8,2025-06-07
285,CUST-00000285,Crane Group Corp,Energy,Central,8,8697.6,2443.86,39.153999999999996,8,4,0,37.0,2025-05-13
286,CUST-00000286,"Adkins, Wright and Murray Corp",Retail,South,9,9354.2,74.68999999999998,44.275,9,5,0,33.75,2025-05-27
287,CUST-00000287,Martinez Inc Corp,Real Estate,South,7,5173.34,1514.48,42.12,7,2,0,56.8,2025-06-12
288,CUST-00000288,Anderson Group Ltd,Healthcare,Central,10,6359.73,40.300000000000004,42.903333333333336,10,5,1,26.6,2025-03-15
289,CUST-00000289,Parks-Pace Co,Finance,Central,6,2631.96,129.68,37.01,6,3,0,28.0,2025-06-27
290,CUST-00000290,Aguilar LLC Co,Construction,South,16,30714.24,5842.25,40.618,16,9,1,59.42857142857143,2025-06-16
291,CUST-00000291,Johnson Inc Ltd,Manufacturing,East,10,10214.27,632.2499999999999,40.76,10,4,1,33.333333333333336,2025-06-06
292,CUST-00000292,Orr Group Inc,Media,West,5,7812.96,2259.9900000000002,36.42333333333333,5,1,1,52.25,2025-05-27
293,CUST-00000293,Davis LLC Co,Finance,West,8,3925.03,495.4100000000001,41.38,8,5,1,55.0,2025-06-27
294,CUST-00000294,Williams Group Inc,Retail,Central,3,19218.15,562.2,42.92,3,1,1,52.0,2025-03-28
295,CUST-00000295,Jackson PLC LLC,Construction,South,7,8082.35,2725.18,38.808,7,3,1,40.75,2025-06-30
296,CUST-00000296,Underwood-Foster Co,Government,West,9,15574.27,851.6500000000001,38.48,9,5,0,17.0,2025-01-25
297,CUST-00000297,Reyes Group Ltd,Retail,East,8,7517.52,344.78000000000003,38.150000000000006,8,3,2,15.6,2025-05-05
298,CUST-00000298,Gomez and Sons Co,Agriculture,South,6,3380.28,38.870000000000005,41.845,6,1,3,28.2,2025-02-13
299,CUST-00000299,Ramirez-Stephenson Corp,Media,North,14,12510.6,874.21,38.19,14,6,2,44.625,2025-04-20
300,CUST-00000300,Mendez PLC LLC,Technology,North,12,10365.19,690.84,38.37,12,3,2,42.77777777777778,2025-05-22
301,CUST-00000301,Holland Group Ltd,Finance,West,5,5270.89,1145.5,49.98,5,1,0,48.0,2025-01-20
302,CUST-00000302,Andrade-Mendoza Inc,Media,South,5,1074.67,101.16,37.723333333333336,5,1,1,43.75,2024-12-21
303,CUST-00000303,Ramirez and Sons Ltd,Construction,Central,15,8947.86,1997.18,40.46875,15,6,1,52.55555555555556,2025-04-11
304,CUST-00000304,Gonzalez-Wilkerson Corp,Construction,Central,1,76.54,30.616000000000003,40.0,1,1,0,0.0,2024-10-29
305,CUST-00000305,"Wright, Mcknight and Stephens Inc",Consulting,West,4,490.09000000000003,7.959999999999998,36.06,4,3,0,21.0,2024-11-11
306,CUST-00000306,Mayo Ltd Inc,Education,South,7,5993.28,1495.1699999999998,33.93,7,4,3,33.333333333333336,2025-05-10
307,CUST-00000307,Castillo-Harrington Co,Technology,South,11,5280.87,501.39,39.925,11,2,1,59.0,2025-06-16
308,CUST-00000308,Durham-Shaw Co,Technology,North,9,4349.38,91.75999999999999,40.93,9,2,2,69.71428571428571,2025-04-09
309,CUST-00000309,Nelson-Johnson Ltd,Real Estate,East,16,9737.17,1139.14,41.2275,16,8,2,58.5,2025-01-03
310,CUST-00000310,"Robinson, Huang and Osborne Co",Hospitality,Central,8,2080.7,412.11999999999995,33.92,8,1,1,61.0,2025-06-28
311,CUST-00000311,Stokes Group Corp,Media,North,4,1219.14,359.70000000000005,37.26,4,1,0,33.333333333333336,2025-05-17
312,CUST-00000312,"Howard, Silva and Hall Co",Media,South,7,1666.83,399.23999999999995,33.926,7,3,0,45.25,2025-04-09
313,CUST-00000313,Garcia Ltd Corp,Hospitality,Central,10,9512.19,1099.1699999999998,32.833333333333336,10,4,2,55.0,2025-06-04
314,CUST-00000314,Adams Ltd Corp,Energy,North,15,11648.039999999999,2802.1,36.599000000000004,15,3,2,56.916666666666664,2025-06-17
315,CUST-00000315,Gallagher and Sons LLC,Retail,South,33,21691.62,6463.05,38.703809523809525,33,13,3,14.0,2025-06-23
316,CUST-00000316,"Bradford, Salinas and Kelly Co",Education,South,24,23678.86,2519.6700000000005,37.64818181818182,24,9,2,31.2,2025-06-10
317,CUST-00000317,Thompson PLC Corp,Retail,East,13,20032.33,4033.27,38.13166666666667,13,5,1,49.5,2025-06-12
318,CUST-00000318,Drake-Wolfe Inc,Manufacturing,West,6,3543.05,553.5600000000001,36.505,6,1,0,31.4,2025-05-13
319,CUST-00000319,"Johnson, Haynes and Meza Co",Finance,North,15,10113.71,1291.99,37.01571428571429,15,6,0,19.0,2025-05-07
320,CUST-00000320,"Thomas, Vaughan and Copeland Inc",Technology,North,0,0.0,,40.0,0,0,0,0.0,
321,CUST-00000321,Weaver-Thompson Ltd,Finance,West,6,1489.16,285.85,40.135000000000005,6,0,1,47.5,2025-06-01
322,CUST-00000322,Davis and Sons LLC,Media,West,17,7858.42,1858.8899999999999,40.61875,17,8,1,56.44444444444444,2025-04-02
323,CUST-00000323,"Robinson, Fox and Smith LLC",Education,West,3,5151.36,301.03000000000003,41.6,3,2,0,13.0,2025-01-09
324,CUST-00000324,"Harris, Anderson and Love Corp",Hospitality,East,8,4771.97,1928.55,40.326,8,3,1,47.4,2025-06-04
325,CUST-00000325,Brown-Hernandez Inc,Retail,Central,7,4767.51,794.5,34.873333333333335,7,2,0,27.4,2025-05-11
326,CUST-00000326,"Stark, Schroeder and Mathis Co",Hospitality,South,31,38629.43,5068.88,42.4625,31,15,4,65.5625,2025-06-14
327,CUST-00000327,Yu-Brooks Ltd,Finance,West,7,10532.65,1243.8,42.34,7,2,0,10.6,2025-05-21
328,CUST-00000328,"Foster, Garcia and Turner Inc",Consulting,North,11,10129.69,990.1199999999999,39.18,11,4,1,49.142857142857146,2025-06-23
329,CUST-00000329,Daugherty Ltd Co,Hospitality,South,9,12810.47,359.82000000000005,37.93666666666667,9,6,0,17.0,2025-06-25
330,CUST-00000330,Conner-Yu Inc,Agriculture,Central,6,4051.75,714.7900000000001,46.29333333333333,6,2,1,55.0,2024-07-17
331,CUST-00000331,"Stewart, Mann and Hoffman LLC",Media,East,3,758.8199999999999,69.58000000000001,30.14,3,1,0,40.0,2025-06-13
332,CUST-00000332,"Buchanan, Walker and Chapman Co",Construction,North,10,14668.37,728.17,37.626666666666665,10,2,2,62.5,2025-05-11
333,CUST-00000333,Gray Ltd LLC,Education,West,16,16666.33,2331.9300000000003,37.24,16,4,3,17.916666666666668,2025-03-23
334,CUST-00000334,"Phillips, Thompson and Smith Ltd",Energy,North,5,3685.85,486.38000000000005,31.53333333333333,5,3,1,42.0,2024-08-04
335,CUST-00000335,"Fry, Myers and Gamble Co",Media,Central,15,17432.03,3228.2500000000005,35.7325,15,8,1,35.285714285714285,2025-05-21
336,CUST-00000336,"Johnson, Guzman and Mccall Co",Consulting,North,12,13984.52,1059.82,37.468,12,3,2,18.77777777777778,2025-06-13
337,CUST-00000337,"Walker, Cunningham and Zuniga LLC",Construction,South,15,12147.16,4473.21,38.91916666666666,15,5,0,62.5,2025-02-17
338,CUST-00000338,Rivera Inc Ltd,Construction,Central,30,21660.56,3459.53,40.035000000000004,30,10,3,59.05,2025-06-16
339,CUST-00000339,Reed LLC LLC,Finance,Central,7,3794.4900000000002,206.35,40.225,7,4,0,35.666666666666664,2024-12-29
340,CUST-00000340,Fields Inc Corp,Retail,East,7,4703.73,1730.7600000000002,38.856,7,2,0,39.2,2025-06-19
341,CUST-00000341,"Santiago, Daniel and Rogers Inc",Agriculture,East,14,21508.95,1826.5400000000002,35.774,14,7,1,18.428571428571427,2025-01-12
342,CUST-00000342,Baker and Sons Corp,Real Estate,West,6,331.33000000000004,45.83000000000001,39.42,6,6,0,0.0,2025-03-27
343,CUST-00000343,"Jones, Scott and Rodriguez Inc",Retail,West,2,94.5,37.800000000000004,40.0,2,0,0,6.0,2024-08-22
344,CUST-00000344,Williams Group Corp,Finance,South,3,2467.35,140.62000000000003,38.83,3,1,0,25.0,2024-05-03
345,CUST-00000345,"Barnes, Jackson and Gutierrez LLC",Healthcare,West,13,10037.23,541.25,40.03,13,4,2,38.888888888888886,2025-03-16
346,CUST-00000346,Bell-Bennett Inc,Hospitality,South,7,2675.73,651.6499999999999,34.2,7,3,0,13.25,2025-03-03
347,CUST-00000347,Kramer-Lane LLC,Hospitality,West,7,2333.23,14.850000000000001,45.05,7,3,0,21.0,2025-06-04
348,CUST-00000348,"Perez, Hayes and Lloyd Corp",Real Estate,Central,7,3199.07,8.099999999999998,35.1,7,2,1,66.8,2025-05-28
349,CUST-00000349,Phillips LLC Co,Agriculture,East,6,13037.539999999999,4475.33,45.336,6,2,0,34.0,2025-03-09
350,CUST-00000350,Lynn-Jones Corp,Healthcare,East,21,17434.09,1933.6200000000001,36.73,21,8,2,15.76923076923077,2025-06-08
351,CUST-00000351,Barron and Sons Inc,Real Estate,Central,8,15939.58,5882.99,40.2525,8,3,1,18.2,2025-04-01
352,CUST-00000352,"Jones, Mcmahon and Spence Inc",Manufacturing,West,15,14069.97,2893.3599999999997,37.48666666666667,15,5,0,31.2,2025-02-19
353,CUST-00000353,Wheeler-Austin Inc,Energy,North,7,4849.82,379.83000000000004,33.06666666666667,7,1,0,28.166666666666668,2025-05-11
354,CUST-00000354,Bush-Reynolds Corp,Education,West,15,8727.08,1605.7,36.20111111111111,15,4,3,43.72727272727273,2025-06-14
355,CUST-00000355,"Martin, Preston and Moore LLC",Government,East,7,9039.65,9.120000000000001,24.8,7,3,0,10.75,2025-04-11
356,CUST-00000356,Rivera and Sons Inc,Education,Central,21,10806.23,1206.31,38.196666666666665,21,8,6,20.23076923076923,2025-05-18
357,CUST-00000357,Terry-Bowen Co,Media,East,28,24775.79,6317.05,38.495,28,12,4,12.4375,2025-05-15
358,CUST-00000358,"Fernandez, Guerrero and Evans Ltd",Technology,North,4,5226.21,3.3099999999999996,46.62,4,3,0,70.0,2024-12-07
359,CUST-00000359,Williams PLC Ltd,Consulting,East,12,7851.54,695.37,37.0,12,7,1,38.2,2025-05-25
360,CUST-00000360,"Larsen, Hernandez and Ward Co",Hospitality,Central,14,4801.59,1103.01,36.272222222222226,14,4,2,25.8,2025-05-26
361,CUST-00000361,Miller-Colon Inc,Manufacturing,West,5,3151.04,1002.66,39.27333333333333,5,2,0,49.0,2024-05-18
362,CUST-00000362,"Greene, Gonzalez and Johnson LLC",Hospitality,North,9,4802.5199999999995,469.11999999999995,38.336,9,3,0,50.166666666666664,2025-06-29
363,CUST-00000363,Little Inc LLC,Education,Central,8,8132.88,3478.0900000000006,40.195,8,3,0,61.2,2025-06-16
364,CUST-00000364,Anthony-Parker LLC,Healthcare,East,23,20960.41,2200.1400000000003,36.04615384615385,23,6,4,30.352941176470587,2025-05-30
365,CUST-00000365,Ruiz-Jacobson Ltd,Transportation,East,5,1274.99,120.10000000000001,34.965,5,0,0,19.6,2025-01-29
366,CUST-00000366,Davis-Stephens Ltd,Healthcare,West,10,2667.94,770.0899999999999,42.355714285714285,10,3,0,15.0,2025-05-02
367,CUST-00000367,Watson Group Co,Finance,South,15,17090.47,5129.51,36.8925,15,8,2,39.285714285714285,2025-05-21
368,CUST-00000368,Lopez-Williams Corp,Energy,West,4,2243.78,570.91,35.695,4,4,0,0.0,2024-09-06
369,CUST-00000369,Marshall-Perez Co,Construction,South,15,13666.74,608.38,38.48,15,8,2,27.571428571428573,2025-06-25
370,CUST-00000370,Elliott-Hernandez Ltd,Retail,South,18,16323.68,636.0799999999999,40.485,18,6,2,61.916666666666664,2025-04-26
371,CUST-00000371,"Contreras, Miller and Cooper Co",Hospitality,West,6,6749.099999999999,1734.1299999999997,38.760000000000005,6,3,1,40.0,2025-01-08
372,CUST-00000372,"Gutierrez, Avila and Perez Inc",Technology,East,4,6667.700000000001,151.64999999999998,43.65,4,2,0,22.5,2025-02-01
373,CUST-00000373,Randall PLC LLC,Healthcare,East,5,7925.24,285.04999999999995,40.43,5,1,2,16.25,2025-05-22
374,CUST-00000374,Sheppard-Mcdaniel Inc,Media,East,13,15152.89,3414.23,37.87,13,5,1,30.875,2025-03-27
375,CUST-00000375,Armstrong-Young Corp,Transportation,Central,8,11989.94,2595.02,32.09,8,0,3,41.5,2025-04-27
376,CUST-00000376,Miller-Orr Inc,Manufacturing,West,26,25929.81,4977.08,38.650909090909096,26,12,3,24.571428571428573,2025-05-29
377,CUST-00000377,"Johnson, Duncan and Black LLC",Technology,North,7,6716.87,22.1,48.61,7,2,1,8.6,2025-05-09
378,CUST-00000378,"Byrd, Oliver and Martinez LLC",Media,South,5,4865.67,84.73,34.123333333333335,5,4,0,72.0,2025-05-31
379,CUST-00000379,Thompson-Joyce Corp,Finance,North,7,9567.51,1004.0200000000001,44.04333333333333,7,4,0,41.333333333333336,2025-05-10
380,CUST-00000380,Stokes and Sons LLC,Manufacturing,North,11,6574.93,1369.08,40.26,11,3,1,36.25,2025-05-30
381,CUST-00000381,Henderson Ltd LLC,Energy,East,12,22803.39,1557.77,33.67,12,6,0,54.0,2025-05-30
382,CUST-00000382,Harris-Carson LLC,Healthcare,Central,17,23559.52,6233.58,35.488888888888894,17,4,1,61.84615384615385,2025-05-14
383,CUST-00000383,Flowers LLC LLC,Transportation,West,18,14783.17,778.9599999999998,41.3625,18,7,2,29.90909090909091,2025-06-11
384,CUST-00000384,Bartlett-Sloan Inc,Construction,East,6,1327.61,359.64,37.99333333333333,6,4,0,24.5,2024-09-09
385,CUST-00000385,Miller PLC Ltd,Government,Central,16,11887.84,1904.3,36.38857142857143,16,13,0,55.666666666666664,2025-06-19
386,CUST-00000386,Arnold-Gates Co,Energy,Central,10,9878.48,2463.2499999999995,39.868,10,7,0,16.333333333333332,2025-02-03
387,CUST-00000387,"Ellis, Marks and Buchanan Corp",Transportation,South,9,14285.0,5861.5,42.435,9,5,1,33.0,2025-01-15
388,CUST-00000388,"Matthews, Harrington and Rodri Ltd",Consulting,North,5,2192.9,669.34,30.689999999999998,5,3,1,69.5,2025-04-30
389,CUST-00000389,Hernandez PLC Ltd,Consulting,West,6,2309.3399999999997,734.3599999999999,38.11666666666667,6,0,0,50.833333333333336,2025-06-18
390,CUST-00000390,"Chang, Ayers and Buckley Co",Construction,South,17,14049.68,3341.4300000000003,36.29857142857143,17,8,1,28.88888888888889,2025-04-11
391,CUST-00000391,"Chan, Floyd and Dillon LLC",Energy,East,11,12848.58,3888.5899999999997,39.165,11,7,3,58.5,2025-05-18
392,CUST-00000392,Humphrey-Baker Ltd,Education,South,3,688.82,285.01,44.13999999999999,3,1,0,39.0,2025-05-13
393,CUST-00000393,"Washington, Lynch and Johnson Corp",Agriculture,North,6,1276.89,439.44999999999993,41.692499999999995,6,1,1,60.6,2024-12-27
394,CUST-00000394,Powell-Montgomery Corp,Energy,South,6,3499.44,822.9000000000001,40.50333333333333,6,3,0,41.333333333333336,2025-04-28
395,CUST-00000395,"Steele, Williams and Preston Corp",Energy,Central,11,9366.18,2074.13,39.56,11,5,3,38.333333333333336,2025-03-24
396,CUST-00000396,Vaughn-Williams Ltd,Education,West,11,10311.86,1378.05,40.11,11,2,2,35.111111111111114,2025-06-07
397,CUST-00000397,Mccall-Prince Co,Manufacturing,North,12,16836.56,342.86000000000007,34.19,12,2,1,27.5,2025-04-25
398,CUST-00000398,Morgan LLC LLC,Agriculture,West,13,12293.89,1090.92,35.089999999999996,13,4,2,30.666666666666668,2025-01-01
399,CUST-00000399,Ramirez-Vasquez Inc,Hospitality,South,10,5378.78,601.6500000000001,39.995000000000005,10,6,2,23.75,2025-06-02
400,CUST-00000400,"Cohen, Compton and Perez Inc",Government,South,24,11715.380000000001,2373.26,38.399,24,5,3,44.578947368421055,2025-04-17
401,CUST-00000401,Mccann-Ramos LLC,Hospitality,West,3,2703.0899999999997,1081.2359999999999,40.0,3,2,0,61.0,2025-01-14
402,CUST-00000402,Adams-Butler Corp,Hospitality,South,16,10482.7,3915.2300000000005,41.99,16,3,2,61.84615384615385,2025-06-08
403,CUST-00000403,"Davis, Alexander and Mcintyre Corp",Healthcare,Central,5,6594.67,722.12,36.55,5,0,1,43.8,2025-02-05
404,CUST-00000404,Figueroa-Malone Inc,Finance,Central,7,3012.67,377.73,27.7,7,5,0,40.0,2025-02-13
405,CUST-00000405,Nicholson-Robertson Corp,Healthcare,South,14,6353.5199999999995,741.87,37.70333333333333,14,5,0,63.77777777777778,2025-05-13
406,CUST-00000406,Jones Ltd Ltd,Manufacturing,South,9,8339.44,2356.94,40.202000000000005,9,4,1,25.0,2025-05-04
407,CUST-00000407,"Powell, Deleon and Warren Ltd",Retail,West,18,19110.0,2966.48,39.163333333333334,18,3,1,13.8,2025-04-26
408,CUST-00000408,"Johnson, Lee and Whitaker Inc",Hospitality,East,8,6483.59,529.0,38.394999999999996,8,6,1,48.0,2025-03-12
409,CUST-00000409,Wright Group Co,Manufacturing,East,3,2998.21,499.60000000000014,33.105000000000004,3,2,1,6.0,2025-04-02
410,CUST-00000410,Hull Ltd Corp,Construction,North,17,17657.62,2141.98,33.955,17,7,4,15.3,2025-02-23
